0,129723
1,118784
2,114043
3,111454
4,111580
5,112149
6,112268
7,110616
8,108050
9,106855
10,107209
11,109909
12,111242
13,111450
14,111611
15,111136
16,109586
17,108936
18,108756
19,108294
20,108069
21,107778
22,107506
23,107394
24,109042
25,110663
26,110995
27,110704
28,111162
29,110294
30,109662
31,109348
32,108950
33,108110
34,108065
35,107724
36,107433
37,107426
38,107567
39,108158
40,108092
41,108301
42,109869
43,110561
44,114307
45,116401
46,112508
47,110166
48,108873
49,107008
50,106799
51,106409
52,106715
53,107193
54,105920
55,106748
56,106340
57,105795
58,106014
59,105749
60,103574
61,79629
62,83960
63,104809
64,110245
65,105802
66,103669
67,104576
68,104015
69,106140
70,106248
71,105785
72,104082
73,103173
74,102994
75,102091
76,103009
77,104235
78,103053
79,102478
80,101738
81,102728
82,104700
83,101237
84,102223
85,103865
86,102293
87,102843
88,103745
89,103917
90,103552
91,102087
92,102393
93,102930
94,103839
95,104430
96,103063
97,103080
98,103076
99,104151
100,104348
101,103702
102,104589
103,104272
104,105277
105,103733
106,101597
107,101543
108,102250
109,102456
110,101123
111,104820
112,103403
113,103511
114,104437
115,105117
116,104126
117,103898
118,104136
119,104068
120,103085
121,103537
122,102212
123,103414
124,102757
125,102308
126,103685
127,102861
128,102583
129,101951
130,104139
131,105096
132,101885
133,101409
134,100044
135,101227
136,105560
137,104512
138,103041
139,104023
140,101505
141,103133
142,105215
143,104389
144,104064
145,104011
146,104439
147,103348
148,105260
149,104136
150,101036
151,102043
152,101003
153,100751
154,103250
155,104122
156,102210
157,104684
158,105287
159,104465
160,104661
161,105176
162,103547
163,103188
164,102712
165,100626
166,99408
167,100316
168,101493
169,104059
170,103788
171,105405
172,103339
173,103420
174,104089
175,68
176,103392
177,102992
178,102990
179,102356
180,104719
181,104096
182,102400
183,100897
184,101260
185,102922
186,103360
187,103221
188,104500
189,105267
190,103135
191,103499
192,104015
193,101754
194,103957
195,104872
196,104226
197,103002
198,103251
199,103125
200,104003
201,104680
202,102910
203,103160
204,103810
205,104223
206,104259
207,102521
208,100065
209,99555
210,100354
211,102869
212,103673
213,103648
214,103467
215,103016
216,104491
217,104213
218,104598
219,104028
220,104111
221,104949
222,104825
223,103813
224,103922
225,102398
226,103222
227,103797
228,101546
229,100576
230,102310
231,104241
232,103370
233,104150
234,103878
235,103735
236,105097
237,104366
238,101646
239,101295
240,102113
241,101217
242,103089
243,103316
244,103907
245,105441
246,104983
247,103962
248,104045
249,104018
250,102978
251,104105
252,100454
253,99781
254,102726
255,102517
256,99128
257,100121
258,103081
259,104712
260,104121
261,104523
262,106107
263,105931
264,104487
265,105400
266,104283
267,102903
268,103242
269,102498
270,102074
271,101058
272,101046
273,103728
274,103943
275,104595
276,105986
277,103795
278,104547
279,104600
280,104420
281,104618
282,106675
283,104137
284,101159
285,101136
286,99095
287,99580
288,101294
289,102201
290,103701
291,103353
292,101041
293,103600
294,102400
295,104245
296,104395
297,103882
298,103178
299,101963
300,103131
301,103175
302,101797
303,103041
304,102845
305,103372
306,102535
307,104785
308,103621
309,103677
310,103690
311,104026
312,103359
313,103483
314,102936
315,102629
316,101636
317,102313
318,104282
319,105589
320,104522
321,103477
322,104672
323,104875
324,104946
325,104117
326,102383
327,101110
328,102577
329,102573
330,102936
331,103155
332,104850
333,103581
334,100727
335,100771
336,101113
337,102927
338,104504
339,103523
340,104284
341,104121
342,102175
343,104127
344,104391
345,100492
346,101757
347,102743
348,103140
349,103957
350,103798
351,102945
352,103584
353,104332
354,105339
355,105046
356,104992
357,104061
358,103444
359,104497
360,103913
361,103788
362,103135
363,102353
364,102892
365,102442
366,102402
367,100900
368,100793
369,102629
370,103177
371,104407
372,103681
373,103327
374,103559
375,103257
376,103464
377,104103
378,103630
379,103780
380,102396
381,102918
382,101177
383,102973
384,104228
385,104397
386,103450
387,103153
388,102881
389,101936
390,103204
391,104171
392,101544
393,101485
394,103721
395,101370
396,100437
397,105272
398,104047
399,104642
400,105037
401,104620
402,104384
403,106518
404,105149
405,102363
406,101817
407,103815
408,102491
409,101930
410,101931
411,103591
412,104128
413,102114
414,102421
415,104045
416,102533
417,101004
418,101141
419,102670
420,104389
421,102841
422,103653
423,104581
424,104462
425,104751
426,105751
427,102589
428,101392
429,97982
430,99935
431,105091
432,105642
433,104163
434,102655
435,102950
436,103749
437,104113
438,103441
439,102737
440,103013
441,103615
442,104005
443,103616
444,104023
445,103387
446,103848
447,104382
448,103929
449,101833
450,102213
451,102547
452,104037
453,103463
454,102828
455,104704
456,102811
457,103126
458,105395
459,104951
460,103129
461,104067
462,103120
463,102361
464,99805
465,98895
466,99657
467,104472
468,102531
469,102800
470,103683
471,104361
472,103131
473,104298
474,104843
475,104757
476,105197
477,105864
478,104818
479,102888
480,102660
481,104640
482,106419
483,102587
484,100399
485,102045
486,100166
487,102069
488,104626
489,102950
490,102207
491,103958
492,104667
493,104151
494,102540
495,100896
496,102535
497,103086
498,102753
499,103710
500,104102
501,103988
502,106367
503,104634
504,102731
505,102589
506,100353
507,100764
508,101174
509,103192
510,103933
511,102711
512,103873
513,104208
514,104342
515,103554
516,104334
517,103192
518,102850
519,104010
520,101688
521,101108
522,102790
523,104948
524,105784
525,103235
526,101978
527,102933
528,103975
529,102984
530,102860
531,101908
532,103169
533,103909
534,102742
535,102764
536,105309
537,103277
538,103069
539,104294
540,104164
541,102283
542,103172
543,106931
544,105907
545,100918
546,101506
547,101570
548,99633
549,99122
550,100947
551,102690
552,102684
553,103881
554,104554
555,103701
556,106166
557,105109
558,104133
559,105079
560,104634
561,103558
562,103108
563,104128
564,103368
565,100725
566,103190
567,101311
568,101969
569,104715
570,103823
571,106162
572,107106
573,103765
574,104618
575,104563
576,103220
577,95300
578,96432
579,98782
580,102756
581,106301
582,105367
583,105362
584,104939
585,105325
586,106980
587,106938
588,106146
589,106268
590,104870
591,107251
592,146141
593,110569
594,112729
595,107814
596,105129
597,105406
598,106922
599,106434
600,106124
601,106067
602,106047
603,107706
604,107231
605,106112
606,106446
607,150
608,103553
609,97931
610,95671
611,99319
612,99030
613,102157
614,104673
615,104012
616,104323
617,104967
618,105334
619,104637
620,106064
621,106035
622,104225
623,102480
624,101817
625,99414
626,100620
627,104615
628,102714
629,102536
630,103547
631,101746
632,103402
633,104341
634,102354
635,100414
636,103288
637,98780
638,101822
639,106451
640,104932
641,104708
642,105789
643,104341
644,104300
645,105367
646,105128
647,104519
648,104539
649,100622
650,98706
651,100541
652,103077
653,101425
654,103704
655,104451
656,104121
657,103437
658,103384
659,103006
660,104488
661,104338
662,102799
663,103598
664,102546
665,102293
666,102536
667,102436
668,101953
669,103336
670,103154
671,103944
672,102908
673,103920
674,104571
675,104087
676,103593
677,105004
678,103757
679,103546
680,101696
681,102865
682,100193
683,99768
684,101920
685,101899
686,103798
687,102448
688,106097
689,106857
690,106932
691,103653
692,102981
693,106855
694,105732
695,102352
696,103188
697,104055
698,101885
699,102750
700,101658
701,102992
702,104859
703,104029
704,104180
705,102221
706,101046
707,99599
708,97077
709,100496
710,101231
711,103428
712,104546
713,106439
714,106158
715,105912
716,104018
717,105615
718,107633
719,104478
720,103023
721,102408
722,97788
723,97521
724,97607
725,103230
726,103205
727,104720
728,105881
729,105507
730,104567
731,106117
732,105696
733,104184
734,104205
735,105277
736,107626
737,106444
738,104524
739,103564
740,86418
741,89221
742,103554
743,106151
744,107028
745,103606
746,105151
747,108888
748,104566
749,103928
750,106953
751,105541
752,99459
753,98762
754,100357
755,101235
756,101724
757,101966
758,101887
759,102227
760,104127
761,104011
762,105708
763,107040
764,104532
765,102663
766,103546
767,105746
768,103402
769,101461
770,102906
771,102119
772,102754
773,103549
774,103142
775,104175
776,103196
777,104295
778,103801
779,102803
780,104547
781,104504
782,102471
783,101489
784,101175
785,103259
786,82
787,105141
788,104061
789,102811
790,101331
791,102767
792,103406
793,103270
794,102768
795,104294
796,105546
797,102819
798,104150
799,101627
800,102544
801,104292
802,100737
803,102241
804,101969
805,102499
806,104236
807,103807
808,103683
809,103866
810,105423
811,103156
812,103929
813,103925
814,101930
815,103928
816,103638
817,101415
818,104986
819,103807
820,101971
821,102393
822,102385
823,104244
824,103410
825,102141
826,105462
827,105980
828,105078
829,105329
830,103888
831,100281
832,101638
833,103094
834,104727
835,100541
836,97342
837,100131
838,103086
839,104259
840,102587
841,102482
842,105159
843,105820
844,105819
845,105657
846,104297
847,103709
848,104903
849,102740
850,101929
851,102076
852,102881
853,102999
854,99324
855,98858
856,103566
857,103446
858,104005
859,104989
860,104583
861,103808
862,102891
863,104760
864,106265
865,104373
866,105617
867,106000
868,104496
869,104174
870,104667
871,101563
872,100528
873,101417
874,99567
875,99338
876,102506
877,101092
878,100489
879,103418
880,107419
881,104687
882,101586
883,103428
884,105581
885,104458
886,104760
887,104465
888,103656
889,100272
890,100599
891,101182
892,99384
893,101457
894,102812
895,105099
896,105262
897,105683
898,104535
899,105824
900,104893
901,101930
902,104672
903,102084
904,98927
905,101237
906,103963
907,106154
908,105866
909,105366
910,105040
911,104150
912,102775
913,100018
914,101974
915,100012
916,103147
917,103737
918,102352
919,103128
920,101979
921,103013
922,104697
923,105536
924,104964
925,104031
926,104443
927,102806
928,100912
929,100065
930,98539
931,102293
932,104021
933,105769
934,105565
935,105335
936,102091
937,102424
938,104373
939,104654
940,104754
941,105855
942,106264
943,105274
944,104070
945,104279
946,101750
947,97665
948,99069
949,96505
950,100759
951,102213
952,104814
953,106527
954,105638
955,104228
956,104975
957,104935
958,104621
959,105178
960,106267
961,106745
962,102650
963,99288
964,96928
965,96897
966,104590
967,104944
968,102877
969,103147
970,104014
971,103805
972,104491
973,106018
974,106429
975,104481
976,102086
977,103761
978,101003
979,101103
980,101412
981,99086
982,99677
983,102723
984,112436
985,105179
986,99731
987,104944
988,105788
989,103286
990,105082
991,103318
992,103789
993,103607
994,97409
995,100846
996,101645
997,102344
998,103699
999,107085
1000,105326
1001,101267
1002,100495
1003,100387
1004,101686
1005,103475
1006,104797
1007,106394
1008,104567
1009,103287
1010,103267
1011,104239
1012,103734
1013,105686
1014,107008
1015,103083
1016,101595
1017,100717
1018,100174
1019,101774
1020,101186
1021,104574
1022,104069
1023,101686
1024,101678
1025,104551
1026,105361
1027,104199
1028,103575
1029,101596
1030,102819
1031,101614
1032,103045
1033,102925
1034,102335
1035,104316
1036,104558
1037,103803
1038,103967
1039,103512
1040,103935
1041,105530
1042,105611
1043,103741
1044,103079
1045,105421
1046,107939
1047,104881
1048,99094
1049,91233
1050,99707
1051,102472
1052,103862
1053,104689
1054,107794
1055,108591
1056,106244
1057,100967
1058,102742
1059,102398
1060,102542
1061,101808
1062,100298
1063,99474
1064,99348
1065,103869
1066,104632
1067,104227
1068,104805
