time,hilbert transform,fft without zero padding,fft with zero padding (441000),fft with zero padding (4410000),comparator
0,49004.97308229994,49150.623705642814,49145.5755577941,49145.770593493944,49073.363244880245
8,48980.72992696573,49150.623705642814,49143.482475359786,49143.63326329504,48996.39168142143
16,49003.73942079006,49150.623705642814,49145.110428364256,49145.770593493944,49064.28386058848
24,49070.88191209912,49150.623705642814,49146.273251938874,49145.770593493944,49041.917231479696
32,48953.58279550621,49150.623705642814,49147.4360755135,49147.90792369284,49003.77839395017
40,48904.5355517516,49150.623705642814,49147.20351079857,49147.90792369284,49010.943328270994
48,49053.14511391361,49150.623705642814,49150.22685209258,49150.04525389174,49115.03155163521
56,49078.730316159745,49150.623705642814,49151.389675667204,49152.18258409064,49081.8453207993
64,49020.74993764813,49150.623705642814,49153.017628671674,49152.18258409064,49110.65688017938
72,49028.897461614586,49150.623705642814,49152.087369811976,49152.18258409064,49022.067161686435
80,48982.776739884066,49150.623705642814,49150.92454623736,49150.04525389174,49049.660438989966
88,48908.22121058549,49150.623705642814,49148.59889908812,49147.90792369284,49000.285810477246
96,49032.233126708496,49150.623705642814,49149.52915794781,49150.04525389174,49055.700085799355
104,49095.300599815,49150.623705642814,49148.13376965827,49147.90792369284,49093.396763510726
112,49070.56544643824,49150.623705642814,49146.040687223955,49145.770593493944,49105.1432452134
120,48878.03274804893,49150.623705642814,49145.342993079175,49145.770593493944,49014.51304177823
128,48925.148827048906,49150.623705642814,49144.6452989344,49145.770593493944,49004.45436589262
136,49117.063528332896,49150.623705642814,49145.110428364256,49145.770593493944,49098.205399004866
144,49042.33519611948,49150.623705642814,49146.5058166538,49145.770593493944,49079.24748970572
152,48923.50465281843,49150.623705642814,49144.18016950456,49143.63326329504,49091.9277828427
160,48974.93274978572,49150.623705642814,49144.41273421948,49143.63326329504,49048.47892576438
168,49043.30678948474,49150.623705642814,49146.5058166538,49145.770593493944,49047.24051222348
176,48898.329557784804,49150.623705642814,49145.342993079175,49145.770593493944,49038.12570840769
184,48854.8063799352,49150.623705642814,49143.715040074705,49143.63326329504,49004.63680252726
192,49090.77145056674,49150.623705642814,49145.5755577941,49145.770593493944,48984.599211033084
200,48955.75735702829,49150.623705642814,49146.5058166538,49145.770593493944,49073.256055010555
208,49138.62417578956,49150.623705642814,49146.040687223955,49145.770593493944,49162.97985866756
216,48998.4850233311,49150.623705642814,49145.80812250903,49145.770593493944,49058.13786110866
224,48997.36455679585,49150.623705642814,49146.73838136873,49145.770593493944,49134.295906123494
232,49049.88241154052,49150.623705642814,49146.97094608365,49147.90792369284,49084.38017362518
240,49119.93861724764,49150.623705642814,49149.06402851796,49150.04525389174,49079.835391414206
248,49099.58081238609,49150.623705642814,49150.22685209258,49150.04525389174,49121.224143795764
256,49117.7085462867,49150.623705642814,49149.06402851796,49150.04525389174,49135.15468193603
264,49030.12093499255,49150.623705642814,49147.901204943344,49147.90792369284,49087.23666291006
272,48972.199875671744,49150.623705642814,49146.040687223955,49145.770593493944,49046.68550111968
280,49015.174291581054,49150.623705642814,49145.5755577941,49145.770593493944,49089.02620405548
288,49069.52694078048,49150.623705642814,49146.73838136873,49147.90792369284,49102.52025993319
296,48994.08969150235,49150.623705642814,49145.80812250903,49145.770593493944,49064.426487576624
304,49137.642405310406,49150.623705642814,49145.342993079175,49145.770593493944,49106.080851147184
312,49072.598308789464,49150.623705642814,49146.273251938874,49145.770593493944,49089.32144424472
320,49069.183931821455,49150.623705642814,49146.73838136873,49145.770593493944,49088.80740442998
328,49024.606423286365,49150.623705642814,49146.73838136873,49145.770593493944,49070.95131207013
336,49100.80700068328,49150.623705642814,49151.62224038213,49152.18258409064,49110.02092265908
344,49095.61612192626,49150.623705642814,49150.459416807505,49150.04525389174,49117.71433262947
352,49065.500141202036,49150.623705642814,49148.3663343732,49147.90792369284,49117.63984466831
