time,hilbert transform,fft without zero padding,fft with zero padding (4410000),fft with zero padding (441000),comparator
0,49146.61388465345,49150.623705642814,49147.20351079857,49147.90792369284,49147.663319098036
8,49145.322871358774,49150.623705642814,49146.040687223955,49145.770593493944,49145.68821341836
16,49144.13004259658,49150.623705642814,49145.110428364256,49145.770593493944,49144.49257175459
24,49145.62345962794,49150.623705642814,49145.342993079175,49145.770593493944,49145.514889983024
32,49146.38000190614,49150.623705642814,49145.80812250903,49145.770593493944,49144.96383082705
40,49143.40961037414,49150.623705642814,49143.94760478963,49143.63326329504,49144.21078484193
48,49143.09001538553,49150.623705642814,49143.715040074705,49143.63326329504,49143.525976567165
56,49143.202869104796,49150.623705642814,49143.715040074705,49143.63326329504,49142.97242234282
64,49145.068841088614,49150.623705642814,49145.5755577941,49145.770593493944,49145.14124834904
72,49147.878787359354,49150.623705642814,49148.3663343732,49147.90792369284,49148.18574940635
80,49146.33533463596,49150.623705642814,49146.73838136873,49145.770593493944,49147.63734539326
88,49143.105361682785,49150.623705642814,49143.94760478963,49143.63326329504,49143.79386620659
96,49141.16419816372,49150.623705642814,49142.31965178516,49141.49593309614,49142.0383138326
104,49143.24681916601,49150.623705642814,49143.715040074705,49143.63326329504,49142.96363332161
112,49139.54261519973,49150.623705642814,49140.69169878069,49141.49593309614,49141.25764027684
120,49139.787439118794,49150.623705642814,49140.92426349561,49141.49593309614,49140.25261081286
128,49141.96130448457,49150.623705642814,49142.087087070235,49141.49593309614,49141.551444425095
136,49142.60599267664,49150.623705642814,49142.31965178516,49141.49593309614,49142.4495090744
144,49143.51092907143,49150.623705642814,49142.78478121501,49143.63326329504,49143.54083198865
152,49142.95928621045,49150.623705642814,49143.24991064486,49143.63326329504,49142.86920688612
160,49144.15640430076,49150.623705642814,49143.94760478963,49143.63326329504,49143.886818252955
168,49142.04143410186,49150.623705642814,49143.01734592993,49143.63326329504,49143.23480023241
176,49141.59858572092,49150.623705642814,49142.78478121501,49143.63326329504,49142.08796541327
184,49141.65536588628,49150.623705642814,49142.78478121501,49143.63326329504,49143.02668297875
192,49141.943758748974,49150.623705642814,49142.31965178516,49141.49593309614,49142.50879773383
200,49141.46094493962,49150.623705642814,49142.31965178516,49141.49593309614,49142.87951192813
208,49140.79256207557,49150.623705642814,49141.85452235531,49141.49593309614,49142.17184306872
216,49141.55106995308,49150.623705642814,49142.087087070235,49141.49593309614,49142.43528825655
224,49141.30663863227,49150.623705642814,49141.38939292546,49141.49593309614,49141.45124403777
232,49137.664497946374,49150.623705642814,49139.29631049114,49139.358602897235,49138.969028646294
240,49139.84771404252,49150.623705642814,49141.38939292546,49141.49593309614,49140.840918213806
248,49139.79664271854,49150.623705642814,49141.38939292546,49141.49593309614,49139.55424382471
256,49139.12139011381,49150.623705642814,49140.459134065764,49139.358602897235,49139.838560271404
264,49139.25001680616,49150.623705642814,49139.528875206066,49139.358602897235,49140.0600451122
272,49135.857251098394,49126.867966780745,49137.900922201596,49137.221272698334,49137.09535043755
280,49136.854135749345,49126.867966780745,49138.36605163144,49139.358602897235,49137.66406595429
288,49138.44230476675,49150.623705642814,49139.29631049114,49139.358602897235,49139.08171411896
296,49141.58142693981,49150.623705642814,49141.85452235531,49141.49593309614,49141.95925715393
304,49144.34260313698,49150.623705642814,49143.482475359786,49143.63326329504,49144.25899452087
312,49145.8730365215,49150.623705642814,49145.5755577941,49145.770593493944,49145.09761701902
320,49145.67310740731,49150.623705642814,49144.87786364933,49145.770593493944,49146.372892081614
328,49145.90996562185,49150.623705642814,49146.040687223955,49145.770593493944,49146.40851917882
336,49145.12895507831,49150.623705642814,49145.342993079175,49145.770593493944,49145.923892612926
344,49144.208149681064,49150.623705642814,49145.80812250903,49145.770593493944,49144.7227764639
352,49144.50201524175,49150.623705642814,49145.5755577941,49145.770593493944,49145.278892444854
360,49145.699356827994,49150.623705642814,49145.110428364256,49145.770593493944,49144.844121762435
368,49144.51285978891,49150.623705642814,49144.6452989344,49145.770593493944,49145.41151696001
376,49144.76338142676,49150.623705642814,49144.87786364933,49145.770593493944,49145.01915930699
384,49142.658599158516,49150.623705642814,49143.482475359786,49143.63326329504,49143.61202851207
392,49142.779189518165,49150.623705642814,49143.01734592993,49143.63326329504,49143.29747034417
400,49141.19911984328,49150.623705642814,49141.85452235531,49141.49593309614,49141.56590575362
408,49141.07075481787,49150.623705642814,49143.24991064486,49143.63326329504,49142.85725591591
416,49142.80343521047,49150.623705642814,49143.01734592993,49143.63326329504,49143.79140895194
424,49141.993705756875,49150.623705642814,49142.55221650009,49143.63326329504,49142.22053080467
432,49141.84317173482,49150.623705642814,49142.31965178516,49141.49593309614,49141.298854592766
440,49140.87763548333,49150.623705642814,49141.85452235531,49141.49593309614,49141.76426783569
448,49141.32529381263,49150.623705642814,49141.62195764039,49141.49593309614,49142.029877894405
456,49142.05660798442,49150.623705642814,49141.85452235531,49141.49593309614,49143.388182451534
464,49141.39398432567,49150.623705642814,49141.62195764039,49141.49593309614,49141.041929049374
472,49139.54008559253,49150.623705642814,49139.76143992099,49139.358602897235,49140.24283998138
480,49138.67627567521,49150.623705642814,49139.29631049114,49139.358602897235,49138.47330335272
488,49139.98493757868,49150.623705642814,49139.99400463591,49139.358602897235,49140.43436426439
496,49138.230065045056,49150.623705642814,49139.99400463591,49139.358602897235,49139.58574704453
504,49138.500235298045,49150.623705642814,49139.99400463591,49139.358602897235,49139.677569278916
512,49138.80721092646,49150.623705642814,49139.99400463591,49139.358602897235,49139.55658572431
520,49140.70348880542,49150.623705642814,49142.31965178516,49141.49593309614,49142.51048996289
528,49143.217942603726,49150.623705642814,49143.24991064486,49143.63326329504,49142.72427189493
536,49142.80626341186,49150.623705642814,49143.01734592993,49143.63326329504,49143.28565942627
544,49141.47995472839,49150.623705642814,49141.85452235531,49141.49593309614,49141.1005112934
552,49142.428518742396,49150.623705642814,49141.156828210536,49141.49593309614,49141.32608982192
560,49141.078595698236,49150.623705642814,49141.85452235531,49141.49593309614,49142.03240598935
568,49141.03580054419,49150.623705642814,49141.38939292546,49141.49593309614,49140.95328840424
576,49141.47178776493,49150.623705642814,49141.38939292546,49141.49593309614,49140.5322645412
584,49138.50474401718,49150.623705642814,49139.76143992099,49139.358602897235,49138.72562314437
592,49138.1877980021,49150.623705642814,49139.76143992099,49139.358602897235,49139.77927304667
600,49139.396151130924,49150.623705642814,49140.459134065764,49141.49593309614,49140.11727614412
608,49138.657136704176,49150.623705642814,49139.99400463591,49139.358602897235,49139.61298037484
616,49137.38127189722,49126.867966780745,49138.13348691652,49137.221272698334,49138.04509149789
624,49137.87927449356,49126.867966780745,49137.900922201596,49137.221272698334,49137.861125440904
632,49139.00022291417,49150.623705642814,49139.06374577622,49139.358602897235,49139.00180422482
640,49138.531037891364,49150.623705642814,49139.76143992099,49139.358602897235,49140.06600177126
648,49138.45194359912,49150.623705642814,49140.22656935084,49139.358602897235,49139.684799390685
656,49138.920282161605,49150.623705642814,49140.92426349561,49141.49593309614,49141.243179129735
664,49139.61688243378,49150.623705642814,49141.38939292546,49141.49593309614,49140.7503001214
672,49143.83457017254,49150.623705642814,49144.18016950456,49143.63326329504,49143.61034121614
680,49145.83676578422,49150.623705642814,49144.6452989344,49145.770593493944,49144.854873962046
688,49140.933856939395,49150.623705642814,49142.31965178516,49141.49593309614,49142.30225307886
696,49140.82684912158,49150.623705642814,49141.38939292546,49141.49593309614,49141.66152179589
704,49140.0539811895,49150.623705642814,49140.92426349561,49141.49593309614,49140.95685016981
712,49139.66844144059,49150.623705642814,49140.69169878069,49141.49593309614,49140.32419068837
720,49139.47621036327,49150.623705642814,49140.22656935084,49139.358602897235,49140.785152243436
728,49140.19196619072,49150.623705642814,49139.528875206066,49139.358602897235,49139.80313252234
736,49137.05048782169,49126.867966780745,49138.831181061294,49139.358602897235,49138.67911127832
744,49138.87861000441,49150.623705642814,49139.06374577622,49139.358602897235,49138.36070619893
