time,hilbert transform,fft without zero padding,fft with zero padding (4410000),fft with zero padding (441000),comparator
0,49142.01493748436,49156.40311409967,49143.97341419489,49143.86806159225,49144.48687641651
8,49145.03201962256,49156.40311409967,49146.304832830225,49146.05514962347,49145.908365892705
16,49144.60415980761,49156.40311409967,49146.304832830225,49146.05514962347,49145.86995490082
24,49141.4682398281,49156.40311409967,49143.273988604284,49143.86806159225,49143.51215141455
32,49144.957388620154,49156.40311409967,49145.605407239615,49146.05514962347,49146.637322082905
40,49144.22257376533,49156.40311409967,49144.67283978549,49143.86806159225,49145.07875862294
48,49141.286027825496,49156.40311409967,49144.43969792195,49143.86806159225,49144.60016649938
56,49143.087852106815,49156.40311409967,49144.43969792195,49143.86806159225,49144.34550661831
64,49141.71645567073,49156.40311409967,49144.67283978549,49143.86806159225,49144.02683962038
72,49144.1087820814,49156.40311409967,49147.00425842082,49146.05514962347,49146.58621680504
80,49148.89427558155,49156.40311409967,49149.80196078322,49150.42932568592,49150.15219591365
88,49149.152110378556,49156.40311409967,49151.43395382795,49150.42932568592,49151.60676904894
96,49148.8710462879,49156.40311409967,49150.96767010089,49150.42932568592,49150.96235581742
104,49147.348758263695,49156.40311409967,49149.80196078322,49150.42932568592,49150.39899236191
112,49147.082101573,49156.40311409967,49149.56881891969,49150.42932568592,49149.85372049134
120,49145.91723429679,49156.40311409967,49148.16996773849,49148.2422376547,49147.96134323952
128,49147.51504435858,49156.40311409967,49148.16996773849,49148.2422376547,49148.078200253905
136,49148.56237008592,49156.40311409967,49150.26824451029,49150.42932568592,49149.8056183434
144,49143.48681040001,49156.40311409967,49147.00425842082,49146.05514962347,49147.18177268033
152,49142.48660930268,49156.40311409967,49144.67283978549,49143.86806159225,49144.49107233619
160,49145.05865539538,49156.40311409967,49146.304832830225,49146.05514962347,49147.59011607937
168,49146.20067633479,49156.40311409967,49147.93682587496,49148.2422376547,49148.58178932508
176,49147.136264279194,49156.40311409967,49148.16996773849,49148.2422376547,49148.439104707155
184,49144.2596412359,49156.40311409967,49147.47054214789,49148.2422376547,49147.08464317691
192,49144.62952984105,49156.40311409967,49147.47054214789,49148.2422376547,49148.072389671
200,49147.37444261911,49156.40311409967,49148.869393329085,49148.2422376547,49148.79678626423
208,49146.55891070028,49156.40311409967,49148.16996773849,49148.2422376547,49147.2755464584
216,49144.48228765081,49156.40311409967,49145.83854910316,49146.05514962347,49145.90707476595
224,49142.01318315359,49156.40311409967,49143.97341419489,49143.86806159225,49143.764302578864
232,49146.243396532125,49156.40311409967,49146.77111655729,49146.05514962347,49146.54262806816
240,49146.079901432386,49156.40311409967,49148.403109602026,49148.2422376547,49148.07658620296
248,49146.67951797347,49156.40311409967,49149.10253519262,49148.2422376547,49149.625155419555
256,49143.38469561805,49156.40311409967,49146.537974693754,49146.05514962347,49145.31348642637
264,49143.0895811997,49156.40311409967,49145.83854910316,49146.05514962347,49146.19055076146
272,49143.82452784215,49156.40311409967,49145.605407239615,49146.05514962347,49147.319930794154
280,49139.28373182411,49156.40311409967,49141.87513742309,49141.68097356102,49142.68172912686
288,49139.86096784418,49156.40311409967,49140.709428105416,49141.68097356102,49142.41362771314
296,49139.39703345134,49156.40311409967,49142.10827928662,49141.68097356102,49141.13230653302
304,49142.81628626653,49156.40311409967,49143.040846740754,49143.86806159225,49145.03099236271
312,49140.51641642451,49156.40311409967,49143.040846740754,49143.86806159225,49143.99144016809
320,49141.46262316669,49156.40311409967,49144.20655605842,49143.86806159225,49145.57103615192
328,49142.595041259534,49156.40311409967,49143.273988604284,49143.86806159225,49144.156369301854
336,49142.14653299148,49156.40311409967,49145.372265376085,49146.05514962347,49146.09171161706
344,49141.26713388858,49156.40311409967,49142.80770487722,49141.68097356102,49141.78485294154
352,49142.05844398995,49156.40311409967,49141.17571183248,49141.68097356102,49141.25848997163
360,49139.04912274058,49156.40311409967,49141.641995559556,49141.68097356102,49140.87961888425
368,49143.826149243265,49156.40311409967,49143.50713046783,49143.86806159225,49144.45284858981
376,49142.39534065645,49156.40311409967,49143.97341419489,49143.86806159225,49144.125024505
384,49142.20018458965,49156.40311409967,49145.83854910316,49146.05514962347,49144.75122075571
392,49144.04802083226,49156.40311409967,49146.07169096669,49146.05514962347,49145.40547715512
400,49143.463727291055,49156.40311409967,49146.07169096669,49146.05514962347,49146.18918757347
408,49144.245300273935,49156.40311409967,49145.372265376085,49146.05514962347,49145.39902165414
416,49143.75833390987,49156.40311409967,49146.304832830225,49146.05514962347,49145.80747054161
424,49145.49929828561,49156.40311409967,49148.403109602026,49148.2422376547,49147.532011466225
432,49145.373465590514,49156.40311409967,49148.869393329085,49148.2422376547,49148.12662183154
440,49147.49145813648,49156.40311409967,49148.403109602026,49148.2422376547,49149.3320270547
448,49144.902323074835,49156.40311409967,49148.403109602026,49148.2422376547,49147.38901014237
456,49146.575270630485,49156.40311409967,49147.703684011416,49148.2422376547,49147.47129654085
464,49144.25894975451,49156.40311409967,49146.304832830225,49146.05514962347,49146.24890294235
472,49143.585842357366,49156.40311409967,49144.43969792195,49143.86806159225,49145.25603274243
480,49138.60516000598,49156.40311409967,49143.273988604284,49143.86806159225,49145.039452928024
488,49141.87314423972,49156.40311409967,49143.74027233136,49143.86806159225,49144.65277278888
496,49141.281318494686,49156.40311409967,49143.040846740754,49143.86806159225,49143.213609273145
504,49139.80364267008,49156.40311409967,49141.87513742309,49141.68097356102,49141.648882777816
512,49141.427326340185,49156.40311409967,49143.50713046783,49143.86806159225,49143.67288155062
520,49141.90879267686,49156.40311409967,49144.20655605842,49143.86806159225,49144.288700718425
528,49143.07451018252,49156.40311409967,49144.20655605842,49143.86806159225,49145.96614388435
536,49144.36674464046,49156.40311409967,49144.90598164902,49143.86806159225,49146.21856106111
544,49144.450352787186,49156.40311409967,49147.703684011416,49148.2422376547,49147.31218358965
552,49146.21057624654,49156.40311409967,49149.10253519262,49148.2422376547,49148.16955571018
560,49146.04478093877,49156.40311409967,49148.869393329085,49148.2422376547,49147.624978913205
568,49148.55413615219,49156.40311409967,49147.93682587496,49148.2422376547,49149.04890969572
576,49143.51017885069,49156.40311409967,49147.00425842082,49146.05514962347,49146.38027726468
584,49146.090960921276,49156.40311409967,49148.16996773849,49148.2422376547,49148.8197064693
592,49147.205165096864,49156.40311409967,49147.00425842082,49146.05514962347,49147.40385899957
600,49144.61916400792,49156.40311409967,49144.90598164902,49143.86806159225,49145.54685305166
608,49143.493741934384,49156.40311409967,49145.139123512556,49146.05514962347,49145.3513996861
616,49145.40749056957,49156.40311409967,49144.67283978549,49143.86806159225,49145.53361920035
624,49145.152897413245,49156.40311409967,49145.372265376085,49146.05514962347,49146.73611123129
632,49144.99929791458,49156.40311409967,49146.77111655729,49146.05514962347,49147.96973626623
640,49144.49526418964,49156.40311409967,49145.372265376085,49146.05514962347,49144.47319643578
648,49142.3133324636,49156.40311409967,49143.97341419489,49143.86806159225,49143.228778353936
656,49143.76872146129,49156.40311409967,49144.67283978549,49143.86806159225,49142.55166552749
664,49140.58753913787,49156.40311409967,49144.43969792195,49143.86806159225,49145.40289495452
672,49141.82943177553,49156.40311409967,49144.20655605842,49143.86806159225,49143.46696642506
680,49142.49719780275,49156.40311409967,49145.83854910316,49146.05514962347,49144.82933037214
688,49141.88362675625,49156.40311409967,49146.77111655729,49146.05514962347,49145.71566597534
696,49146.20591318965,49156.40311409967,49147.47054214789,49148.2422376547,49147.310109478414
704,49145.685468075084,49156.40311409967,49146.77111655729,49146.05514962347,49147.299594387536
712,49144.2486857351,49156.40311409967,49146.537974693754,49146.05514962347,49147.06362874116
720,49144.199709594395,49156.40311409967,49144.43969792195,49143.86806159225,49144.877422780126
728,49142.338856031434,49156.40311409967,49144.20655605842,49143.86806159225,49145.04849049762
736,49142.55896847887,49156.40311409967,49143.74027233136,49143.86806159225,49145.56234635005
744,49142.50704785038,49156.40311409967,49145.83854910316,49146.05514962347,49146.20855470424
752,49142.41536631015,49156.40311409967,49144.90598164902,49143.86806159225,49145.35172267946
760,49144.5229217924,49156.40311409967,49144.43969792195,49143.86806159225,49146.819595517634
768,49143.59617109219,49156.40311409967,49145.139123512556,49146.05514962347,49145.77925355322
776,49143.75367560524,49156.40311409967,49144.20655605842,49143.86806159225,49145.24344459367
784,49145.31519957184,49156.40311409967,49144.90598164902,49143.86806159225,49146.42611318861
792,49141.087931925336,49156.40311409967,49145.139123512556,49146.05514962347,49143.98472034764
800,49146.01638663657,49156.40311409967,49144.90598164902,49146.05514962347,49146.75374569791
808,49143.250908949616,49156.40311409967,49144.20655605842,49143.86806159225,49145.766342356575
816,49143.24771765262,49156.40311409967,49144.90598164902,49143.86806159225,49144.86239260605
824,49145.577592845606,49156.40311409967,49145.605407239615,49146.05514962347,49147.32722949699
832,49143.89988886535,49156.40311409967,49147.47054214789,49148.2422376547,49148.491723598796
