time,hilbert transform,fft without zero padding,fft with zero padding (4410000),fft with zero padding (441000),comparator
0,49148.15671613132,49168.09602401701,49147.50518027742,49148.59248853765,49146.356275099555
8,49144.843345950656,49168.09602401701,49145.869127090446,49146.35327069226,49145.87089013865
16,49143.026365324775,49168.09602401701,49145.16796143889,49144.11405284687,49145.51491470723
24,49145.16782155414,49168.09602401701,49145.16796143889,49146.35327069226,49146.192688553674
32,49145.11568444747,49168.09602401701,49145.869127090446,49146.35327069226,49146.42463994884
40,49143.09907673683,49120.03336905707,49143.99935201964,49144.11405284687,49144.75561534609
48,49141.19668937877,49120.03336905707,49143.76563013578,49144.11405284687,49143.24343435961
56,49139.83590843025,49120.03336905707,49143.29818636807,49144.11405284687,49141.91443252565
64,49144.83102963132,49168.09602401701,49145.869127090446,49146.35327069226,49145.86307717946
72,49148.08844935394,49168.09602401701,49148.20634592898,49148.59248853765,49148.029315250256
80,49146.710970226784,49168.09602401701,49146.57029274201,49146.35327069226,49147.210849386334
88,49144.80807490068,49168.09602401701,49143.99935201964,49144.11405284687,49145.145760447376
96,49138.67517233864,49120.03336905707,49142.12957694881,49141.87483500147,49142.92802183475
104,49139.24811225497,49120.03336905707,49143.53190825193,49144.11405284687,49141.452569954345
112,49139.0454608738,49120.03336905707,49140.96096752955,49141.87483500147,49141.58194918618
120,49139.034199252295,49120.03336905707,49140.96096752955,49141.87483500147,49141.00438603394
128,49139.74291866676,49120.03336905707,49141.895855064955,49141.87483500147,49142.80547100163
136,49142.37263477074,49120.03336905707,49142.363298832664,49141.87483500147,49142.71416858703
144,49140.943146684265,49120.03336905707,49142.59702071652,49141.87483500147,49143.54273822382
152,49142.04009181949,49120.03336905707,49143.06446448422,49141.87483500147,49143.99243326508
160,49142.595070285075,49120.03336905707,49143.76563013578,49144.11405284687,49146.08477086139
168,49139.79493629186,49120.03336905707,49143.06446448422,49144.11405284687,49142.13364940584
176,49139.46330056862,49120.03336905707,49142.83074260036,49141.87483500147,49141.706446826014
184,49139.05284911057,49120.03336905707,49142.59702071652,49141.87483500147,49142.22055552555
192,49139.64783759702,49120.03336905707,49142.363298832664,49141.87483500147,49142.305997235024
200,49139.3139501868,49120.03336905707,49142.363298832664,49141.87483500147,49142.52863531375
208,49138.51387103572,49120.03336905707,49141.662133181104,49141.87483500147,49141.609778015634
216,49137.55245120993,49120.03336905707,49142.363298832664,49141.87483500147,49142.525705852255
224,49136.95781623554,49120.03336905707,49141.1946894134,49141.87483500147,49140.74172866871
232,49135.212947427215,49120.03336905707,49139.32491434258,49139.635617156084,49139.629615770944
240,49137.17348995506,49120.03336905707,49141.428411297245,49141.87483500147,49140.03286072373
248,49136.88334862738,49120.03336905707,49141.1946894134,49141.87483500147,49138.69280467892
256,49137.77736980475,49120.03336905707,49140.49352376184,49139.635617156084,49140.63237029621
264,49137.21657424294,49120.03336905707,49139.55863622644,49139.635617156084,49139.78485941237
272,49132.764047355355,49120.03336905707,49137.68886115561,49137.39639931069,49136.152512882196
280,49133.825206754926,49120.03336905707,49138.390026807174,49137.39639931069,49137.209796889285
288,49135.381249888844,49120.03336905707,49139.32491434258,49139.635617156084,49138.5922424012
296,49142.18878973659,49120.03336905707,49141.662133181104,49141.87483500147,49141.47600463261
304,49143.120170621834,49120.03336905707,49143.53190825193,49144.11405284687,49145.669218924966
312,49145.84143104576,49168.09602401701,49145.635405206594,49146.35327069226,49146.01543033181
320,49145.89988858945,49168.09602401701,49144.93423955504,49144.11405284687,49148.68274014457
328,49147.387521042816,49168.09602401701,49145.869127090446,49146.35327069226,49147.94141188186
336,49143.02887468748,49168.09602401701,49145.40168332275,49146.35327069226,49145.20337939782
344,49143.67725899064,49168.09602401701,49145.869127090446,49146.35327069226,49144.47143345202
352,49142.93664539078,49168.09602401701,49145.635405206594,49146.35327069226,49145.12134567862
360,49142.941544428635,49168.09602401701,49144.93423955504,49144.11405284687,49144.145263095306
368,49143.25764916782,49168.09602401701,49144.70051767118,49144.11405284687,49145.765088022265
376,49143.73023491108,49168.09602401701,49144.70051767118,49144.11405284687,49145.24830274104
384,49141.227931774825,49120.03336905707,49143.29818636807,49144.11405284687,49143.38942388034
392,49140.23942720541,49120.03336905707,49143.06446448422,49144.11405284687,49143.65113301843
400,49137.68285669072,49120.03336905707,49141.662133181104,49141.87483500147,49139.82928466009
408,49138.904895613494,49120.03336905707,49143.06446448422,49144.11405284687,49141.81092768512
416,49139.35622137693,49120.03336905707,49143.06446448422,49144.11405284687,49143.15164206161
424,49140.40661080671,49120.03336905707,49142.59702071652,49141.87483500147,49142.96757024202
432,49139.591821741924,49120.03336905707,49142.12957694881,49141.87483500147,49141.932008862634
440,49139.65017579714,49120.03336905707,49141.895855064955,49141.87483500147,49142.49689949942
448,49141.9302431811,49120.03336905707,49141.428411297245,49141.87483500147,49142.48859937012
456,49142.31538063115,49120.03336905707,49141.895855064955,49141.87483500147,49145.727327410015
464,49139.794173805814,49120.03336905707,49141.428411297245,49141.87483500147,49140.99950390118
472,49137.9458902452,49120.03336905707,49139.79235811029,49139.635617156084,49141.23131154278
480,49137.46771093171,49120.03336905707,49139.32491434258,49139.635617156084,49138.99693484879
488,49137.55756609431,49120.03336905707,49139.79235811029,49139.635617156084,49140.92236633215
496,49136.44316949642,49120.03336905707,49140.02607999413,49139.635617156084,49139.41481486578
504,49135.35983533379,49120.03336905707,49139.79235811029,49139.635617156084,49138.80166624935
512,49135.56800522021,49120.03336905707,49140.02607999413,49139.635617156084,49138.02695337386
520,49139.52263109993,49120.03336905707,49142.363298832664,49141.87483500147,49142.21030254038
528,49140.66083968747,49120.03336905707,49143.06446448422,49144.11405284687,49141.55607328531
536,49139.79232751681,49120.03336905707,49143.06446448422,49144.11405284687,49140.67142680194
544,49140.79655652332,49120.03336905707,49142.12957694881,49141.87483500147,49143.22195102509
552,49139.604794804916,49120.03336905707,49141.1946894134,49141.87483500147,49142.09947292612
560,49142.04963536829,49120.03336905707,49141.662133181104,49141.87483500147,49143.41676649571
568,49140.297363120124,49120.03336905707,49141.1946894134,49141.87483500147,49141.538985441184
576,49138.92683168349,49120.03336905707,49141.428411297245,49141.87483500147,49139.13850555382
584,49135.58494447703,49120.03336905707,49139.55863622644,49139.635617156084,49138.961786386346
592,49135.14841787365,49120.03336905707,49140.02607999413,49139.635617156084,49139.18390598714
600,49137.47766057376,49120.03336905707,49140.25980187799,49139.635617156084,49140.88867974823
608,49135.98565244076,49120.03336905707,49140.02607999413,49139.635617156084,49140.022608651416
616,49136.63052312742,49120.03336905707,49138.15630492332,49137.39639931069,49138.877820818525
624,49135.72975662782,49120.03336905707,49137.922583039464,49137.39639931069,49139.03403605812
632,49136.88417632217,49120.03336905707,49139.09119245873,49139.635617156084,49140.230091900085
640,49136.98057417322,49120.03336905707,49139.55863622644,49139.635617156084,49139.14338731682
648,49135.646721178615,49120.03336905707,49140.02607999413,49139.635617156084,49138.795808215335
656,49135.884145255885,49120.03336905707,49140.72724564569,49139.635617156084,49140.01528574524
664,49136.68391204815,49120.03336905707,49141.1946894134,49141.87483500147,49138.62494950462
672,49143.15266585432,49168.09602401701,49144.23307390348,49144.11405284687,49143.179472668926
680,49144.55625353956,49168.09602401701,49144.70051767118,49144.11405284687,49145.61599362647
688,49139.53509209553,49120.03336905707,49142.363298832664,49141.87483500147,49142.76934059379
696,49138.07604060459,49120.03336905707,49141.662133181104,49141.87483500147,49140.71634186029
704,49139.86966097184,49120.03336905707,49140.96096752955,49141.87483500147,49141.24947034568
712,49139.107608556005,49120.03336905707,49140.72724564569,49141.87483500147,49140.372157911486
720,49138.48063098746,49120.03336905707,49140.49352376184,49139.635617156084,49142.08384940837
728,49137.97530772024,49120.03336905707,49139.55863622644,49139.635617156084,49141.11276963126
736,49135.98929985645,49120.03336905707,49138.62374869102,49139.635617156084,49139.17707150793
744,49134.27879361498,49120.03336905707,49138.85747057487,49139.635617156084,49138.21586976242
