time,hilbert transform,fft without zero padding,fft with zero padding (4410000),fft with zero padding (441000),comparator
0,49142.38901124702,49144.8883140059,49143.8963674415,49143.19432278938,49143.78776338559
8,49145.53457540865,49144.8883140059,49146.21055692098,49145.23863388064,49146.348595164076
16,49145.48773473052,49144.8883140059,49146.21055692098,49145.23863388064,49146.531345724674
24,49142.720225053665,49144.8883140059,49143.20211059765,49143.19432278938,49143.36475932862
32,49144.945209020276,49144.8883140059,49145.05346218124,49145.23863388064,49145.55004036003
40,49144.681120583286,49144.8883140059,49144.82204323329,49145.23863388064,49144.989050435724
48,49143.8578145755,49144.8883140059,49145.28488112919,49145.23863388064,49144.2551401779
56,49144.509954620284,49144.8883140059,49144.82204323329,49145.23863388064,49144.577139381334
64,49143.373425772734,49144.8883140059,49144.359205337394,49145.23863388064,49145.104751152845
72,49145.22653532242,49144.8883140059,49146.90481376483,49147.2829449719,49146.45343610895
80,49149.3082518824,49144.8883140059,49149.91326008817,49149.32725606315,49149.681901235206
88,49150.57321712185,49144.8883140059,49152.227449567654,49151.37156715441,49152.212847959716
96,49149.13807467557,49144.8883140059,49150.60751693202,49151.37156715441,49150.82252712129
104,49149.580391161115,49144.8883140059,49150.14467903612,49149.32725606315,49150.89182960376
112,49147.66479261204,49144.8883140059,49149.68184114022,49149.32725606315,49149.280078102696
120,49148.2440558413,49144.8883140059,49149.219003244325,49149.32725606315,49148.27362281002
128,49148.22031245224,49144.8883140059,49149.450422192276,49149.32725606315,49148.35315456437
136,49149.19111880893,49144.8883140059,49151.301773775864,49151.37156715441,49150.44006075901
144,49145.17125329335,49144.8883140059,49146.90481376483,49147.2829449719,49146.670621801335
152,49143.93687006515,49144.8883140059,49144.82204323329,49145.23863388064,49144.81873773116
160,49146.79400429353,49144.8883140059,49147.36765166072,49147.2829449719,49146.98938231219
168,49146.834085536015,49144.8883140059,49147.599070608674,49147.2829449719,49147.69193969124
176,49147.730782521576,49144.8883140059,49148.52474640047,49149.32725606315,49148.22021758781
184,49146.92296103635,49144.8883140059,49148.52474640047,49149.32725606315,49146.84560273267
192,49147.80836228889,49144.8883140059,49148.52474640047,49149.32725606315,49147.74080395813
200,49147.555513101805,49144.8883140059,49148.756165348415,49149.32725606315,49148.76639884649
208,49147.70356890103,49144.8883140059,49148.987584296374,49149.32725606315,49147.985125272535
216,49144.87495754218,49144.8883140059,49145.74771902509,49145.23863388064,49145.87105554036
224,49142.47383972748,49144.8883140059,49143.8963674415,49143.19432278938,49143.861526380184
232,49146.173070692435,49144.8883140059,49146.90481376483,49147.2829449719,49147.1529472155
240,49146.88875619,49144.8883140059,49148.29332745252,49147.2829449719,49147.42953639242
248,49148.04347330021,49144.8883140059,49148.987584296374,49149.32725606315,49148.93204480445
256,49145.12349429203,49144.8883140059,49146.44197586893,49147.2829449719,49146.3006955051
264,49144.61224151347,49144.8883140059,49146.673394816884,49147.2829449719,49145.99210205271
272,49145.639874347304,49144.8883140059,49145.516300077135,49145.23863388064,49145.8357466391
280,49141.83535940722,49144.8883140059,49142.73927270176,49143.19432278938,49143.19645808432
288,49140.836549580126,49144.8883140059,49141.58217796202,49141.15001169812,49141.48607141567
296,49142.136861986924,49144.8883140059,49142.9706916497,49143.19432278938,49141.97587578546
304,49143.03188243943,49144.8883140059,49143.20211059765,49143.19432278938,49143.59899420758
312,49142.601998068705,49144.8883140059,49143.20211059765,49143.19432278938,49143.17645435593
320,49143.103650254016,49144.8883140059,49143.8963674415,49143.19432278938,49144.75587764786
328,49143.91455905773,49144.8883140059,49143.8963674415,49143.19432278938,49143.84312584565
336,49143.89383696608,49144.8883140059,49145.28488112919,49145.23863388064,49145.1513318339
344,49142.158619420916,49144.8883140059,49142.73927270176,49143.19432278938,49142.82523770096
352,49141.22860592466,49144.8883140059,49141.81359690996,49141.15001169812,49142.02039416528
360,49141.205860433234,49144.8883140059,49142.73927270176,49143.19432278938,49141.87836260748
368,49142.59011343993,49144.8883140059,49143.433529545604,49143.19432278938,49143.47199933523
376,49143.02723419831,49144.8883140059,49143.8963674415,49143.19432278938,49143.498850794065
384,49144.252851694066,49144.8883140059,49145.74771902509,49145.23863388064,49145.34222975751
392,49144.66812256093,49144.8883140059,49146.21055692098,49145.23863388064,49146.003681230315
400,49145.40416565322,49144.8883140059,49145.97913797304,49145.23863388064,49146.14141538285
408,49143.65000577324,49144.8883140059,49145.28488112919,49145.23863388064,49144.89317973964
416,49144.68328213388,49144.8883140059,49146.44197586893,49147.2829449719,49146.38796102689
424,49147.64811795315,49144.8883140059,49149.68184114022,49149.32725606315,49148.469743427726
432,49146.774745774484,49144.8883140059,49148.756165348415,49149.32725606315,49148.39066947079
440,49148.68205336535,49144.8883140059,49149.450422192276,49149.32725606315,49149.119239547974
448,49147.01385832381,49144.8883140059,49149.219003244325,49149.32725606315,49148.0180357611
456,49147.37285204958,49144.8883140059,49147.599070608674,49147.2829449719,49147.723959975665
464,49145.9365274439,49144.8883140059,49146.90481376483,49147.2829449719,49146.21432246044
472,49144.22172976543,49144.8883140059,49144.12778638945,49143.19432278938,49144.85220775358
480,49141.96899673741,49144.8883140059,49143.20211059765,49143.19432278938,49144.022972522
488,49144.11918501917,49144.8883140059,49144.590624285345,49145.23863388064,49144.17800562832
496,49142.788963601575,49144.8883140059,49143.66494849355,49143.19432278938,49142.720604575
504,49141.1764916187,49144.8883140059,49142.50785375381,49143.19432278938,49141.325219499515
512,49143.753483890825,49144.8883140059,49144.590624285345,49145.23863388064,49143.90668293953
520,49144.512825812875,49144.8883140059,49145.28488112919,49145.23863388064,49144.64272696418
528,49144.30413031624,49144.8883140059,49145.05346218124,49145.23863388064,49145.36705429404
536,49144.72950220585,49144.8883140059,49145.05346218124,49145.23863388064,49145.95462805237
544,49146.24893974014,49144.8883140059,49147.599070608674,49147.2829449719,49147.51456706653
552,49146.90350529067,49144.8883140059,49148.987584296374,49149.32725606315,49149.015926342596
560,49148.652647203344,49144.8883140059,49149.68184114022,49149.32725606315,49148.797950371445
568,49148.59483914125,49144.8883140059,49147.830489556625,49147.2829449719,49148.52187590159
576,49145.80979826748,49144.8883140059,49147.830489556625,49147.2829449719,49147.17810125611
584,49146.29705025699,49144.8883140059,49147.830489556625,49147.2829449719,49148.43299404934
592,49146.459930825986,49144.8883140059,49147.13623271278,49147.2829449719,49146.94436699837
600,49144.62932370796,49144.8883140059,49144.82204323329,49145.23863388064,49146.07716499776
608,49143.76658987159,49144.8883140059,49145.05346218124,49145.23863388064,49145.600675579575
616,49145.576020903114,49144.8883140059,49145.516300077135,49145.23863388064,49145.35377605045
624,49146.190786231775,49144.8883140059,49146.21055692098,49145.23863388064,49146.26152409359
632,49146.612138771474,49144.8883140059,49147.599070608674,49147.2829449719,49146.95956446689
640,49145.584494702816,49144.8883140059,49146.21055692098,49145.23863388064,49145.32952884154
648,49143.31303621784,49144.8883140059,49143.8963674415,49143.19432278938,49143.87293990953
656,49144.02999996318,49144.8883140059,49144.82204323329,49145.23863388064,49144.42037102223
664,49143.21568783889,49144.8883140059,49145.28488112919,49145.23863388064,49144.51212367053
672,49142.81190287738,49144.8883140059,49144.12778638945,49143.19432278938,49144.49077239475
680,49144.450087079415,49144.8883140059,49145.74771902509,49145.23863388064,49144.800079175235
688,49145.36970377648,49144.8883140059,49146.673394816884,49147.2829449719,49145.88537667374
696,49147.38057671689,49144.8883140059,49148.52474640047,49149.32725606315,49147.389615019245
704,49146.44217679575,49144.8883140059,49146.44197586893,49147.2829449719,49146.41861732353
712,49145.99075887046,49144.8883140059,49146.44197586893,49147.2829449719,49146.07928102572
720,49143.879904216425,49144.8883140059,49144.12778638945,49145.23863388064,49145.093231732535
728,49143.31892473691,49144.8883140059,49143.8963674415,49143.19432278938,49144.176468373546
736,49143.65213088578,49144.8883140059,49143.66494849355,49143.19432278938,49144.01854847031
744,49144.494411947395,49144.8883140059,49145.516300077135,49145.23863388064,49145.38523362265
752,49145.4496868597,49144.8883140059,49145.74771902509,49145.23863388064,49144.52182529478
760,49144.02921094299,49144.8883140059,49143.8963674415,49143.19432278938,49145.14497621503
768,49145.0956769218,49144.8883140059,49145.97913797304,49145.23863388064,49144.65600482355
776,49144.97028926477,49144.8883140059,49145.28488112919,49145.23863388064,49144.15223212271
784,49144.442058851055,49144.8883140059,49144.82204323329,49145.23863388064,49145.91589463994
792,49144.41268347467,49144.8883140059,49145.05346218124,49145.23863388064,49144.61228727603
800,49145.37716699421,49144.8883140059,49144.82204323329,49145.23863388064,49145.71167199105
808,49143.79234182181,49144.8883140059,49144.12778638945,49143.19432278938,49144.38574747041
816,49144.2215396584,49144.8883140059,49145.516300077135,49145.23863388064,49144.690285598044
824,49145.074758611496,49144.8883140059,49145.74771902509,49145.23863388064,49146.175189764625
832,49146.62964432911,49144.8883140059,49147.599070608674,49147.2829449719,49148.10137070412
