time,hilbert transform,fft without zero padding,fft with zero padding (4410000),fft with zero padding (441000),comparator
0,49146.635244783865,49144.8883140059,49147.13623271278,49147.2829449719,49147.37888731449
8,49145.194035834524,49144.8883140059,49145.97913797304,49145.23863388064,49144.92233325712
16,49145.17467414761,49144.8883140059,49145.97913797304,49145.23863388064,49145.1438268047
24,49145.22678869082,49144.8883140059,49145.516300077135,49145.23863388064,49145.582575858374
32,49146.50653407752,49144.8883140059,49146.44197586893,49147.2829449719,49146.34177394388
40,49144.800712684395,49144.8883140059,49144.12778638945,49143.19432278938,49143.538255075124
48,49143.52321446166,49144.8883140059,49144.590624285345,49145.23863388064,49143.922181281356
56,49143.4326726566,49144.8883140059,49143.66494849355,49143.19432278938,49143.5272199669
64,49145.68936052704,49144.8883140059,49146.44197586893,49147.2829449719,49145.991524722944
72,49147.307279522705,49144.8883140059,49148.29332745252,49149.32725606315,49148.866217768315
80,49146.12591535103,49144.8883140059,49146.673394816884,49147.2829449719,49147.34205965463
88,49144.09666417205,49144.8883140059,49143.8963674415,49143.19432278938,49144.26470242825
96,49142.455118919344,49144.8883140059,49143.20211059765,49143.19432278938,49142.39285957878
104,49143.08926442764,49144.8883140059,49143.66494849355,49143.19432278938,49143.210299754006
112,49140.1133920509,49144.8883140059,49140.42508322227,49141.15001169812,49140.3153195732
120,49140.714823039154,49144.8883140059,49141.119340066114,49141.15001169812,49140.58061618039
128,49142.53314530302,49144.8883140059,49142.9706916497,49143.19432278938,49142.506432080394
136,49142.8081236295,49144.8883140059,49142.50785375381,49143.19432278938,49142.12339645693
144,49143.092384415344,49144.8883140059,49142.73927270176,49143.19432278938,49142.273992594164
152,49142.095199872914,49144.8883140059,49143.20211059765,49143.19432278938,49143.50847587317
160,49144.095459369644,49144.8883140059,49143.8963674415,49143.19432278938,49144.283992981014
168,49143.022912924294,49144.8883140059,49143.8963674415,49143.19432278938,49142.06665763231
176,49143.17503985763,49144.8883140059,49142.73927270176,49143.19432278938,49141.99018547523
184,49141.87210756091,49144.8883140059,49142.50785375381,49143.19432278938,49142.36673848843
192,49142.315926201285,49144.8883140059,49143.20211059765,49143.19432278938,49142.37740350518
200,49141.64456486853,49144.8883140059,49142.50785375381,49143.19432278938,49142.597315011255
208,49141.78554244669,49144.8883140059,49141.81359690996,49141.15001169812,49142.10627862824
216,49142.001720881955,49144.8883140059,49142.04501585791,49141.15001169812,49141.97216847467
224,49141.32682520611,49144.8883140059,49142.04501585791,49141.15001169812,49141.01918661079
232,49139.922894521886,49144.8883140059,49139.96224532637,49139.10570060686,49139.54662428952
240,49141.12837477749,49144.8883140059,49142.276434805855,49143.19432278938,49141.004863788374
248,49141.38684756069,49144.8883140059,49142.04501585791,49141.15001169812,49139.82677323568
256,49140.72287080624,49144.8883140059,49141.119340066114,49141.15001169812,49139.781395914244
264,49139.28394320834,49144.8883140059,49139.73082637842,49139.10570060686,49139.987414340474
272,49137.42144060249,49144.8883140059,49138.80515058663,49139.10570060686,49137.613514968
280,49139.31933252781,49144.8883140059,49139.26798848253,49139.10570060686,49138.54570782706
288,49139.87662426736,49144.8883140059,49140.193664274324,49141.15001169812,49139.76647708549
296,49142.348841284955,49144.8883140059,49142.73927270176,49143.19432278938,49142.621357389326
304,49144.11474327662,49144.8883140059,49143.66494849355,49143.19432278938,49144.80469572384
312,49145.947423661964,49144.8883140059,49145.516300077135,49145.23863388064,49146.43035182581
320,49145.952024039616,49144.8883140059,49145.05346218124,49145.23863388064,49145.807052719145
328,49146.85383504859,49144.8883140059,49146.673394816884,49147.2829449719,49146.34073780406
336,49145.20711994838,49144.8883140059,49146.21055692098,49147.2829449719,49145.44903317424
344,49145.09372374796,49144.8883140059,49145.97913797304,49145.23863388064,49146.507256581695
352,49145.59607470948,49144.8883140059,49146.44197586893,49147.2829449719,49146.298194722265
360,49145.15936376699,49144.8883140059,49145.97913797304,49145.23863388064,49144.609820995815
368,49145.101622887625,49144.8883140059,49144.82204323329,49145.23863388064,49146.376339853094
376,49143.67952681179,49144.8883140059,49144.82204323329,49145.23863388064,49145.1557674491
384,49144.09059450205,49144.8883140059,49144.359205337394,49145.23863388064,49143.25592641531
392,49143.99306101244,49144.8883140059,49142.9706916497,49143.19432278938,49142.86432837786
400,49141.82549807951,49144.8883140059,49141.81359690996,49141.15001169812,49141.88128056973
408,49142.857094939354,49144.8883140059,49143.433529545604,49143.19432278938,49142.456357589515
416,49142.84662504417,49144.8883140059,49143.8963674415,49143.19432278938,49142.68865067291
424,49142.15357069446,49144.8883140059,49142.50785375381,49143.19432278938,49141.36159909997
432,49141.95475269639,49144.8883140059,49142.276434805855,49143.19432278938,49141.968250526115
440,49142.12688791096,49144.8883140059,49142.73927270176,49143.19432278938,49142.05896424246
448,49142.90125936632,49144.8883140059,49141.58217796202,49141.15001169812,49141.71641850027
456,49142.33323572219,49144.8883140059,49141.81359690996,49141.15001169812,49143.71772042249
464,49142.91138202249,49144.8883140059,49142.276434805855,49143.19432278938,49140.09684381139
472,49140.41590772813,49144.8883140059,49140.65650217022,49141.15001169812,49140.633353225414
480,49139.86730917524,49144.8883140059,49140.193664274324,49139.10570060686,49138.67141408053
488,49140.75078923507,49144.8883140059,49140.88792111817,49141.15001169812,49140.999345375
496,49137.96019943078,49144.8883140059,49140.193664274324,49139.10570060686,49139.790480984404
504,49138.73739972307,49144.8883140059,49139.96224532637,49139.10570060686,49140.09604412682
512,49140.82344695336,49144.8883140059,49140.88792111817,49141.15001169812,49138.107765210065
520,49143.3653665283,49144.8883140059,49143.20211059765,49143.19432278938,49141.61198242718
528,49143.14781893528,49144.8883140059,49144.12778638945,49143.19432278938,49142.44050009611
536,49143.805094069976,49144.8883140059,49143.8963674415,49143.19432278938,49142.43819017718
544,49141.77628247507,49144.8883140059,49141.81359690996,49141.15001169812,49141.02207734951
552,49141.69164707555,49144.8883140059,49141.119340066114,49141.15001169812,49140.7640087215
560,49142.43464202455,49144.8883140059,49141.81359690996,49141.15001169812,49142.25860157002
568,49140.77432267855,49144.8883140059,49141.350759014065,49141.15001169812,49141.75887443322
576,49142.50627184078,49144.8883140059,49142.04501585791,49141.15001169812,49140.58810238155
584,49140.58606246816,49144.8883140059,49140.65650217022,49141.15001169812,49140.00342031338
592,49139.31763402466,49144.8883140059,49139.96224532637,49139.10570060686,49140.21268418509
600,49140.07177337144,49144.8883140059,49140.42508322227,49141.15001169812,49140.36512813723
608,49140.19443388212,49144.8883140059,49139.96224532637,49139.10570060686,49139.34430968877
616,49138.85581611129,49144.8883140059,49139.03656953458,49139.10570060686,49137.49795575936
624,49137.693318845966,49144.8883140059,49137.879474794834,49137.0613895156,49138.140192175975
632,49138.770634155546,49144.8883140059,49139.03656953458,49139.10570060686,49139.78312746591
640,49141.13356090112,49144.8883140059,49140.65650217022,49141.15001169812,49140.32759250672
648,49141.15886456305,49144.8883140059,49141.119340066114,49141.15001169812,49140.90308217508
656,49140.839390464855,49144.8883140059,49141.58217796202,49141.15001169812,49140.20812497828
664,49140.744684153826,49144.8883140059,49141.350759014065,49141.15001169812,49140.85594338548
672,49144.51872882827,49144.8883140059,49144.359205337394,49145.23863388064,49144.037726027156
680,49143.509659053394,49144.8883140059,49144.590624285345,49145.23863388064,49144.56290515775
688,49143.84878977083,49144.8883140059,49142.50785375381,49143.19432278938,49142.97303167681
696,49141.4976008879,49144.8883140059,49142.276434805855,49143.19432278938,49141.0625851175
704,49140.67356894772,49144.8883140059,49140.88792111817,49141.15001169812,49141.3109859153
712,49141.07912043429,49144.8883140059,49140.65650217022,49141.15001169812,49140.250409470966
720,49139.27486695907,49144.8883140059,49141.119340066114,49141.15001169812,49140.5677707191
728,49139.284538627435,49144.8883140059,49139.49940743048,49139.10570060686,49139.442014141634
736,49137.478242903315,49144.8883140059,49138.80515058663,49139.10570060686,49139.956643399535
744,49139.630489433024,49144.8883140059,49139.96224532637,49139.10570060686,49140.20409053888
