time,hilbert transform,fft without zero padding,fft with zero padding (441000),fft with zero padding (4410000),comparator
0,49022.92299433902,49168.09602401701,49146.102848974304,49146.35327069226,49103.66760216404
8,48912.69758702165,49120.03336905707,49142.59702071652,49141.87483500147,48955.25196655634
16,49099.894503614014,49168.09602401701,49144.93423955504,49144.11405284687,49091.22930405496
24,49049.98626455172,49168.09602401701,49147.97262404513,49148.59248853765,49047.4480806718
32,48998.204254361866,49168.09602401701,49146.804014625865,49146.35327069226,49013.372875762194
40,48807.32211436839,49168.09602401701,49146.57029274201,49146.35327069226,49022.89344747471
48,49150.371326055625,49168.09602401701,49149.37495534824,49148.59248853765,49144.81387343623
56,49099.6427473329,49168.09602401701,49151.47845230291,49150.83170638305,49090.99834664732
64,49043.19816483058,49168.09602401701,49152.41333983833,49153.07092422844,49135.25338742202
72,49000.81312534869,49168.09602401701,49152.17961795447,49153.07092422844,48980.188964384484
80,49094.426912193296,49168.09602401701,49151.244730419065,49150.83170638305,49101.42778706859
88,48952.52391817529,49168.09602401701,49148.20634592898,49148.59248853765,48994.61553736174
96,49085.67017154855,49168.09602401701,49148.44006781284,49148.59248853765,49050.01891542119
104,49087.70547030146,49168.09602401701,49148.44006781284,49148.59248853765,49079.86355091228
112,49086.41462412895,49168.09602401701,49145.635405206594,49146.35327069226,49101.04869267815
120,48899.46318132745,49168.09602401701,49144.93423955504,49144.11405284687,48974.31369447303
128,49041.87877430869,49120.03336905707,49143.99935201964,49144.11405284687,49070.56101585999
136,49084.07045233092,49168.09602401701,49146.102848974304,49146.35327069226,49059.22822614829
144,49036.718657432946,49168.09602401701,49146.57029274201,49146.35327069226,49088.89413479352
152,48986.968082589075,49120.03336905707,49143.29818636807,49144.11405284687,49081.03721581817
160,49084.006117045246,49120.03336905707,49143.29818636807,49144.11405284687,49102.538946174376
168,49044.215992501,49168.09602401701,49146.804014625865,49146.35327069226,49048.81624273776
176,48941.94694202065,49168.09602401701,49146.336570858155,49146.35327069226,48990.890122549565
184,49030.277217185736,49120.03336905707,49142.83074260036,49141.87483500147,49013.11684506936
192,49080.304745786096,49120.03336905707,49143.76563013578,49144.11405284687,48986.46708709327
200,49078.41572370303,49168.09602401701,49145.16796143889,49144.11405284687,49138.680967007414
208,49127.92617257814,49168.09602401701,49146.804014625865,49146.35327069226,49068.5394055886
216,49163.17690084554,49168.09602401701,49146.102848974304,49146.35327069226,49131.26735143478
224,49031.796399608,49168.09602401701,49145.16796143889,49144.11405284687,49093.3709250672
232,49143.54928051268,49168.09602401701,49147.73890216127,49148.59248853765,49116.69868564674
240,49036.17495097694,49168.09602401701,49147.97262404513,49148.59248853765,49086.89607379625
248,49086.730313513406,49168.09602401701,49150.076120999795,49150.83170638305,49119.54157966479
256,49127.98933789606,49168.09602401701,49148.90751158053,49148.59248853765,49145.63595309989
264,49150.80148346422,49168.09602401701,49148.44006781284,49148.59248853765,49114.99668069158
272,48985.78595273793,49168.09602401701,49145.40168332275,49146.35327069226,49067.43451374073
280,49032.21890603643,49168.09602401701,49146.102848974304,49146.35327069226,49099.47999871607
288,49038.114303477065,49168.09602401701,49145.635405206594,49146.35327069226,49106.42386475523
296,49139.7854770497,49168.09602401701,49146.336570858155,49146.35327069226,49125.84720851964
304,49129.62810103758,49168.09602401701,49146.336570858155,49146.35327069226,49112.27346515845
312,49035.00795760581,49168.09602401701,49147.27145839356,49146.35327069226,49076.16122093206
320,49028.7660976584,49168.09602401701,49146.57029274201,49146.35327069226,49088.190692245145
328,49083.49772264995,49168.09602401701,49146.336570858155,49146.35327069226,49137.90577327112
336,49140.28131592497,49168.09602401701,49151.71217418676,49150.83170638305,49141.95903111394
344,49084.650818753464,49168.09602401701,49148.67378969667,49148.59248853765,49106.863665210476
352,49030.85940817171,49168.09602401701,49148.90751158053,49148.59248853765,49137.768644207536
360,48827.29562295397,49168.09602401701,49147.50518027742,49148.59248853765,49060.161527935335
368,48985.197612797856,49168.09602401701,49146.57029274201,49146.35327069226,49074.91381989964
376,49027.599680021944,49168.09602401701,49147.27145839356,49146.35327069226,49069.37701279875
384,48984.492036951306,49168.09602401701,49147.03773650971,49146.35327069226,49107.50700383845
392,49075.21225712563,49168.09602401701,49146.804014625865,49146.35327069226,49130.551127820334
400,49062.15682816597,49168.09602401701,49146.57029274201,49146.35327069226,49135.768825468665
408,49016.7097552129,49168.09602401701,49147.03773650971,49146.35327069226,49080.51520506297
416,49073.59496141885,49168.09602401701,49144.93423955504,49144.11405284687,49097.30825035808
424,48971.627748692925,49168.09602401701,49144.46679578733,49144.11405284687,49084.14619424414
432,49065.67874315063,49168.09602401701,49145.40168332275,49146.35327069226,49084.852733556494
440,48972.198665819116,49168.09602401701,49146.336570858155,49146.35327069226,49109.86117468788
448,49158.583802118825,49168.09602401701,49145.16796143889,49146.35327069226,49125.17587460381
456,49154.31015460889,49168.09602401701,49144.70051767118,49144.11405284687,49110.56631787785
464,49023.79482824251,49168.09602401701,49146.57029274201,49146.35327069226,49151.96532683098
472,48969.61114232564,49168.09602401701,49145.40168332275,49146.35327069226,49025.649628481755
480,49066.19748893943,49168.09602401701,49145.635405206594,49146.35327069226,49145.28222007461
488,48905.41176295359,49168.09602401701,49147.97262404513,49148.59248853765,48944.47943139477
496,48922.62423720936,49168.09602401701,49147.27145839356,49146.35327069226,48932.84199532615
504,49107.94769700352,49168.09602401701,49148.20634592898,49148.59248853765,49137.8348339835
512,49068.47207024165,49168.09602401701,49147.73890216127,49148.59248853765,49115.65535339571
520,49120.192201650796,49168.09602401701,49148.44006781284,49148.59248853765,49144.19452479856
