time,hilbert transform,fft without zero padding,fft with zero padding (4410000),fft with zero padding (441000),comparator
0,49147.751507960005,49156.40311409967,49147.23740028435,49148.2422376547,49146.719206892434
8,49145.741179043755,49156.40311409967,49145.83854910316,49146.05514962347,49146.32282108643
16,49143.32283451874,49156.40311409967,49145.139123512556,49146.05514962347,49145.456798448184
24,49145.141283569305,49156.40311409967,49145.372265376085,49146.05514962347,49145.482620522955
32,49146.139884621305,49156.40311409967,49145.83854910316,49146.05514962347,49146.6514205929
40,49143.093539734145,49156.40311409967,49143.97341419489,49143.86806159225,49144.27191718223
48,49143.33030141349,49156.40311409967,49143.74027233136,49143.86806159225,49142.800497481505
56,49142.9365348439,49156.40311409967,49143.50713046783,49143.86806159225,49144.67956669783
64,49145.494228739,49156.40311409967,49145.605407239615,49146.05514962347,49145.36125700743
72,49147.96716255536,49156.40311409967,49148.16996773849,49148.2422376547,49148.15793450254
80,49146.08747216858,49156.40311409967,49146.77111655729,49146.05514962347,49147.43387954265
88,49143.44606238316,49156.40311409967,49143.97341419489,49143.86806159225,49143.84274401916
96,49141.59846851493,49156.40311409967,49142.10827928662,49141.68097356102,49142.178583687586
104,49141.697057530866,49156.40311409967,49143.50713046783,49143.86806159225,49142.87924638099
112,49139.181617484544,49156.40311409967,49140.709428105416,49141.68097356102,49141.20007760875
120,49139.705061400775,49156.40311409967,49140.94256996895,49141.68097356102,49140.19030793741
128,49140.948873192596,49156.40311409967,49141.87513742309,49141.68097356102,49142.146955902805
136,49141.20724136883,49156.40311409967,49142.34142115015,49141.68097356102,49142.84632672837
144,49141.79579632334,49156.40311409967,49142.80770487722,49141.68097356102,49143.366591495724
152,49141.86184843058,49156.40311409967,49143.040846740754,49143.86806159225,49143.4072578164
160,49144.76448250854,49156.40311409967,49143.74027233136,49143.86806159225,49144.055668798945
168,49143.065715176,49156.40311409967,49143.040846740754,49143.86806159225,49142.1198464054
176,49141.64144735591,49156.40311409967,49142.80770487722,49141.68097356102,49142.099837033646
184,49141.073860265045,49156.40311409967,49142.80770487722,49141.68097356102,49142.80888874566
192,49140.7204374189,49156.40311409967,49142.34142115015,49141.68097356102,49142.71753000761
200,49139.97372240889,49156.40311409967,49142.34142115015,49141.68097356102,49142.05788195221
208,49140.00680175753,49156.40311409967,49141.87513742309,49141.68097356102,49142.1782609549
216,49141.44527933211,49156.40311409967,49142.34142115015,49141.68097356102,49142.40933865555
224,49140.59823586075,49156.40311409967,49141.17571183248,49141.68097356102,49141.2678109944
232,49138.47812274108,49124.60725180077,49139.310576924225,49139.493885529795,49138.910164241846
240,49140.813178691446,49156.40311409967,49141.408853696026,49141.68097356102,49140.42818215942
248,49140.18744616633,49156.40311409967,49141.408853696026,49141.68097356102,49140.76795952505
256,49139.07344249331,49124.60725180077,49140.47628624189,49139.493885529795,49139.55974735058
264,49139.329974252076,49124.60725180077,49139.543718787754,49139.493885529795,49140.14512905624
272,49135.467410147605,49124.60725180077,49137.91172574302,49137.306797498575,49135.89739451887
280,49136.67505206984,49124.60725180077,49138.378009470085,49139.493885529795,49138.6949311031
288,49139.15691382536,49124.60725180077,49139.310576924225,49139.493885529795,49138.81755245029
296,49141.67965175756,49156.40311409967,49141.87513742309,49141.68097356102,49142.61040384195
304,49142.12026002121,49156.40311409967,49143.50713046783,49143.86806159225,49144.006609729084
312,49144.51141755999,49156.40311409967,49145.605407239615,49146.05514962347,49145.29637941655
320,49144.852264537076,49156.40311409967,49144.90598164902,49146.05514962347,49145.890290124335
328,49146.06229375638,49156.40311409967,49145.83854910316,49146.05514962347,49146.71630176147
336,49144.50262069211,49156.40311409967,49145.372265376085,49146.05514962347,49145.556536362004
344,49145.027876807726,49156.40311409967,49145.83854910316,49146.05514962347,49145.18211780729
352,49145.93657902484,49156.40311409967,49145.605407239615,49146.05514962347,49144.81900181357
360,49144.66331171566,49156.40311409967,49145.139123512556,49146.05514962347,49145.11950008862
368,49145.0694972442,49156.40311409967,49144.67283978549,49143.86806159225,49145.311793452216
376,49145.324424470404,49156.40311409967,49144.90598164902,49143.86806159225,49144.59435673883
384,49142.164122698545,49156.40311409967,49143.273988604284,49143.86806159225,49143.286550045275
392,49143.214543819464,49156.40311409967,49143.273988604284,49143.86806159225,49143.37530570163
400,49141.62509785262,49156.40311409967,49141.641995559556,49141.68097356102,49140.545287751454
408,49143.05295245098,49156.40311409967,49143.273988604284,49143.86806159225,49143.23265131224
416,49143.856727534105,49156.40311409967,49143.040846740754,49143.86806159225,49142.53294675348
424,49142.36597973627,49156.40311409967,49142.57456301369,49141.68097356102,49142.407724976925
432,49143.546407150614,49156.40311409967,49142.34142115015,49141.68097356102,49142.10015976532
440,49140.27800378487,49156.40311409967,49142.10827928662,49141.68097356102,49141.32142057321
448,49140.758663364264,49156.40311409967,49141.641995559556,49141.68097356102,49142.28508571121
456,49142.051002715394,49156.40311409967,49141.87513742309,49141.68097356102,49143.71161186109
464,49139.85487872906,49156.40311409967,49141.641995559556,49141.68097356102,49141.89780783807
472,49138.71460685304,49124.60725180077,49139.77686065129,49139.493885529795,49140.504393438925
480,49136.789377960704,49124.60725180077,49139.310576924225,49139.493885529795,49139.75143089377
488,49137.374160998275,49124.60725180077,49139.77686065129,49139.493885529795,49140.57788160963
496,49137.19788405801,49124.60725180077,49140.01000251482,49139.493885529795,49139.572977984804
504,49138.82448297839,49124.60725180077,49139.77686065129,49139.493885529795,49139.44615780842
512,49138.533984809656,49124.60725180077,49140.01000251482,49139.493885529795,49138.682991688824
520,49142.107533727976,49156.40311409967,49142.34142115015,49141.68097356102,49142.03561351502
528,49143.482875481815,49156.40311409967,49143.273988604284,49143.86806159225,49142.00624502725
536,49142.779810091066,49156.40311409967,49143.040846740754,49143.86806159225,49141.63930325482
544,49141.535696372564,49156.40311409967,49141.87513742309,49141.68097356102,49142.50099577563
552,49140.75585540077,49156.40311409967,49141.17571183248,49141.68097356102,49141.12456127913
560,49141.0625668785,49156.40311409967,49141.87513742309,49141.68097356102,49142.17406543014
568,49139.25314161688,49156.40311409967,49141.17571183248,49141.68097356102,49141.147151609825
576,49141.24648861573,49156.40311409967,49141.408853696026,49141.68097356102,49140.03992712635
584,49138.02299798374,49124.60725180077,49139.77686065129,49139.493885529795,49139.00600329263
592,49137.85803340681,49124.60725180077,49139.77686065129,49139.493885529795,49138.709452020164
600,49140.49085872348,49124.60725180077,49140.47628624189,49139.493885529795,49140.14512905624
608,49138.434776249334,49124.60725180077,49140.01000251482,49139.493885529795,49139.528445634554
616,49136.82713077973,49124.60725180077,49138.144867606556,49137.306797498575,49137.9014567047
624,49136.49043137907,49124.60725180077,49137.91172574302,49137.306797498575,49140.052512609574
632,49136.717524851214,49124.60725180077,49139.07743506068,49139.493885529795,49139.54167625192
640,49138.22848286769,49124.60725180077,49139.77686065129,49139.493885529795,49139.706252819604
648,49138.20361993168,49124.60725180077,49140.24314437836,49139.493885529795,49139.77595616883
656,49139.055014556405,49156.40311409967,49140.94256996895,49141.68097356102,49139.96860950981
664,49139.12928077472,49156.40311409967,49141.408853696026,49141.68097356102,49140.2196742547
672,49144.565491200156,49156.40311409967,49144.20655605842,49143.86806159225,49143.68675990485
680,49143.37717922215,49156.40311409967,49144.67283978549,49143.86806159225,49145.04558556417
688,49142.14383247457,49156.40311409967,49142.34142115015,49141.68097356102,49142.58716668977
696,49139.8425699377,49156.40311409967,49141.641995559556,49141.68097356102,49140.985147126536
704,49140.61778090816,49156.40311409967,49140.94256996895,49141.68097356102,49141.4098464088
712,49140.34976315374,49156.40311409967,49140.94256996895,49141.68097356102,49140.56400501126
720,49138.47121628223,49124.60725180077,49140.24314437836,49139.493885529795,49140.199756034555
728,49138.23905470368,49124.60725180077,49139.543718787754,49139.493885529795,49140.34391675474
736,49135.78815181069,49124.60725180077,49138.61115133362,49139.493885529795,49139.31901559148
744,49137.77911622118,49124.60725180077,49139.07743506068,49139.493885529795,49138.40608616669
