time,hilbert transform,fft without zero padding,fft with zero padding (4410000),fft with zero padding (441000),comparator
0,49144.65739123028,49105.877147643696,49147.07138159051,49146.66595035596,49146.60650165432
8,49137.51663503261,49105.877147643696,49145.66555280631,49146.66595035596,49146.83804573097
16,49138.07139924298,49105.877147643696,49144.9626384142,49144.37205696271,49143.53048023661
24,49141.02766630713,49105.877147643696,49144.9626384142,49144.37205696271,49147.54772688166
32,49142.564814915044,49105.877147643696,49145.66555280631,49146.66595035596,49147.37732134574
40,49138.9800981143,49105.877147643696,49144.72833361684,49144.37205696271,49143.85319884451
48,49139.05990405201,49105.877147643696,49144.02541922473,49144.37205696271,49143.27290973072
56,49137.03007077075,49105.877147643696,49142.85389523789,49142.078163569466,49143.26188537243
64,49139.497548208856,49105.877147643696,49145.43124800894,49144.37205696271,49145.14211108039
72,49144.42705843546,49105.877147643696,49148.24290557736,49148.9598437492,49147.432452419234
80,49140.40295022941,49105.877147643696,49146.83707679315,49146.66595035596,49148.236377760746
88,49140.23715055192,49105.877147643696,49144.49402881947,49144.37205696271,49148.23938501215
96,49135.53410598178,49105.877147643696,49141.916676048415,49142.078163569466,49141.98409553744
104,49137.161954634874,49105.877147643696,49143.55680962999,49144.37205696271,49139.81050220027
112,49134.358507177225,49105.877147643696,49141.682371251045,49142.078163569466,49140.798566436126
120,49131.76084419102,49105.877147643696,49140.27654246684,49139.784270176206,49139.461783132945
128,49133.74096579958,49105.877147643696,49141.448066453675,49142.078163569466,49140.810591803405
136,49134.4592649117,49105.877147643696,49142.38528564315,49142.078163569466,49143.86923466227
144,49135.94442288008,49105.877147643696,49142.85389523789,49142.078163569466,49145.230312834006
152,49138.7259706674,49105.877147643696,49143.32250483263,49144.37205696271,49147.2700667026
160,49137.41879976875,49105.877147643696,49143.08820003526,49142.078163569466,49145.43077254237
168,49136.977480932444,49105.877147643696,49143.08820003526,49142.078163569466,49142.23363515445
176,49136.91814368181,49105.877147643696,49143.55680962999,49144.37205696271,49141.01301970269
184,49135.11408252541,49105.877147643696,49142.85389523789,49142.078163569466,49140.18928886398
192,49133.932409388995,49105.877147643696,49142.15098084578,49142.078163569466,49140.14319282034
200,49134.82670138164,49105.877147643696,49142.85389523789,49142.078163569466,49142.866013966304
208,49134.27513409484,49105.877147643696,49141.448066453675,49142.078163569466,49141.33670738335
216,49136.027902842,49105.877147643696,49141.916676048415,49142.078163569466,49140.674304652195
224,49132.109370960956,49105.877147643696,49140.979456858935,49142.078163569466,49138.212247117066
232,49134.06401404154,49105.877147643696,49140.27654246684,49139.784270176206,49139.56098719148
240,49133.70278212785,49105.877147643696,49140.979456858935,49142.078163569466,49139.19924503196
248,49133.795994930864,49105.877147643696,49140.979456858935,49142.078163569466,49137.55694248468
256,49135.3857627226,49105.877147643696,49140.5108472642,49139.784270176206,49137.24733215566
264,49134.59600155362,49105.877147643696,49139.80793287211,49139.784270176206,49141.14229383771
272,49129.113100520466,49105.877147643696,49138.402104087894,49137.49037678296,49133.6785782823
280,49131.27359687075,49105.877147643696,49138.402104087894,49137.49037678296,49137.52387711783
288,49132.61251655666,49105.877147643696,49139.10501848,49139.784270176206,49139.220288058765
296,49137.72082049837,49105.877147643696,49141.682371251045,49142.078163569466,49145.09299887755
304,49138.18411860866,49105.877147643696,49143.79111442736,49144.37205696271,49146.18451568018
312,49141.356519727145,49105.877147643696,49145.89985760368,49146.66595035596,49148.485980879275
320,49142.119148669,49105.877147643696,49145.19694321157,49144.37205696271,49149.257861986836
328,49139.36415353568,49105.877147643696,49146.368467198416,49146.66595035596,49149.73002458939
336,49139.58251000964,49105.877147643696,49145.66555280631,49146.66595035596,49143.491393488
