time,hilbert transform,fft without zero padding,fft with zero padding (441000),fft with zero padding (4410000),comparator
0,49139.968161653946,49126.98149480398,49149.241224516605,49149.55954242922,49145.831630043824
8,49138.36418208907,49126.98149480398,49146.42819560037,49147.25464843455,49144.6369616814
16,49142.60015604502,49126.98149480398,49149.241224516605,49149.55954242922,49152.110186127524
24,49135.68251307219,49126.98149480398,49147.131452829424,49147.25464843455,49140.191426653604
32,49135.42802612591,49126.98149480398,49149.94448174567,49149.55954242922,49163.558761440356
40,49143.53023953903,49126.98149480398,49148.53796728755,49149.55954242922,49148.10686581635
48,49139.14486426754,49126.98149480398,49149.241224516605,49149.55954242922,49141.61182856221
56,49136.272291484456,49126.98149480398,49147.83471005849,49147.25464843455,49148.62661860904
64,49135.27936649996,49126.98149480398,49147.365871905786,49147.25464843455,49151.12592639579
72,49127.86829456382,49126.98149480398,49146.42819560037,49147.25464843455,49151.60108087259
80,49137.84892482555,49126.98149480398,49148.06912913484,49147.25464843455,49152.55076017596
88,49133.16428208875,49126.98149480398,49147.365871905786,49147.25464843455,49154.919866496246
96,49128.22239503973,49126.98149480398,49149.00680544025,49149.55954242922,49149.44391903336
104,49149.52382186207,49126.98149480398,49150.88215805107,49151.8644364239,49141.96261605224
112,49141.035543037106,49126.98149480398,49148.30354821119,49147.25464843455,49141.45061706549
120,49142.81787593975,49126.98149480398,49151.11657712743,49151.8644364239,49153.98077025016
128,49139.698749780495,49126.98149480398,49148.77238636389,49149.55954242922,49157.054953030405
136,49135.10290897496,49126.98149480398,49144.78726206589,49144.94975443987,49141.770502328065
144,49137.30464125992,49126.98149480398,49148.06912913484,49147.25464843455,49149.76228885575
152,49138.823970535086,49126.98149480398,49148.30354821119,49147.25464843455,49154.85001254499
160,49137.02510895772,49126.98149480398,49148.30354821119,49147.25464843455,49156.01832815893
168,49134.82489139221,49126.98149480398,49149.710062669306,49149.55954242922,49156.62055394741
176,49136.69908729699,49126.98149480398,49150.178900822015,49149.55954242922,49154.87668403023
184,49130.91319478369,49126.98149480398,49147.83471005849,49147.25464843455,49153.676352844894
192,49136.53399667645,49126.98149480398,49149.47564359295,49149.55954242922,49152.82472926826
200,49140.25307092264,49126.98149480398,49146.89703375307,49147.25464843455,49153.51088242763
208,49141.53919941049,49126.98149480398,49148.06912913484,49147.25464843455,49153.04276933167
216,49136.90683611598,49126.98149480398,49147.83471005849,49147.25464843455,49159.96257613961
224,49133.18681873675,49126.98149480398,49148.53796728755,49149.55954242922,49160.54995310652
232,49137.562471931094,49126.98149480398,49149.710062669306,49149.55954242922,49146.52347554095
240,49137.27790774629,49126.98149480398,49149.710062669306,49149.55954242922,49151.70527243544
248,49138.05396001026,49126.98149480398,49148.53796728755,49149.55954242922,49156.1861625419
256,49134.75700099206,49126.98149480398,49145.02168114225,49144.94975443987,49152.72251198502
264,49138.9433904392,49126.98149480398,49144.55284298954,49144.94975443987,49155.50791762923
272,49137.14337246162,49126.98149480398,49147.131452829424,49147.25464843455,49150.474580591406
280,49127.998192985935,49126.98149480398,49146.19377652401,49147.25464843455,49146.95271598624
288,49128.08391521759,49126.98149480398,49146.89703375307,49147.25464843455,49149.03148157836
296,49141.01128152709,49126.98149480398,49150.64773897472,49149.55954242922,49154.37755103274
304,49135.825854299226,49126.98149480398,49149.710062669306,49149.55954242922,49159.89780280118
312,49136.28073241787,49126.98149480398,49147.60029098213,49147.25464843455,49135.088813352355
320,49136.41811551492,49126.98149480398,49148.30354821119,49147.25464843455,49152.03315863587
328,49133.20416440435,49126.98149480398,49146.42819560037,49147.25464843455,49156.09979323591
336,49134.90400372123,49126.98149480398,49147.60029098213,49147.25464843455,49149.3738491556
344,49140.72795415269,49126.98149480398,49146.42819560037,49147.25464843455,49144.1570182712
352,49135.7045626515,49126.98149480398,49146.42819560037,49147.25464843455,49153.17484725778
360,49133.50770138465,49126.98149480398,49147.60029098213,49147.25464843455,49149.07222287545
368,49137.39034786488,49126.98149480398,49147.365871905786,49147.25464843455,49146.436909344244
376,49137.07493552208,49126.98149480398,49148.30354821119,49147.25464843455,49155.419778000876
384,49134.58938369629,49126.98149480398,49147.131452829424,49147.25464843455,49145.81695152447
392,49137.75153836904,49126.98149480398,49147.60029098213,49147.25464843455,49142.34974769394
400,49139.3152335033,49126.98149480398,49147.83471005849,49147.25464843455,49136.5589223946
408,49130.4588590531,49126.98149480398,49147.83471005849,49147.25464843455,49148.638884925385
416,49136.916452783764,49126.98149480398,49147.60029098213,49147.25464843455,49152.56272284774
424,49129.81172000606,49126.98149480398,49146.89703375307,49147.25464843455,49150.06531288122
432,49126.840316999405,49126.98149480398,49145.95935744766,49144.94975443987,49142.233835588886
440,49137.74778846716,49126.98149480398,49143.84958576049,49144.94975443987,49152.7277560204
448,49127.930007753224,49126.98149480398,49141.97423314965,49142.6448604452,49141.40004565304
456,49127.45384912711,49126.98149480398,49141.505394996944,49142.6448604452,49144.29703898507
464,49134.15862639688,49126.98149480398,49143.38074760777,49142.6448604452,49148.557868956
472,49130.14452845024,49126.98149480398,49142.91190945507,49142.6448604452,49143.669589477046
480,49125.16725792951,49126.98149480398,49143.84958576049,49144.94975443987,49143.57530439402
