time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49023.92114939743,49168.09602401701,49145.995376656356,49145.29078467378,49103.66760216404
8,48904.840840059034,49120.03336905707,49142.472416743476,49142.94214473186,48955.25196655634
16,49094.86208401952,49168.09602401701,49145.05592067959,49145.29078467378,49091.22930405496
24,49047.208442153846,49168.09602401701,49147.87428860989,49147.6394246157,49047.4480806718
32,48994.52045517024,49168.09602401701,49146.69996863894,49147.6394246157,49013.372875762194
40,48803.01168729263,49168.09602401701,49146.69996863894,49147.6394246157,49022.89344747471
48,49147.89181960072,49168.09602401701,49149.518336569236,49149.98806455762,49144.81387343623
56,49096.23287786666,49168.09602401701,49151.39724852277,49152.33670449954,49090.99834664732
64,49042.34688564974,49168.09602401701,49152.33670449954,49152.33670449954,49135.25338742202
72,49000.47245743952,49168.09602401701,49152.33670449954,49152.33670449954,48980.188964384484
80,49093.3594446335,49168.09602401701,49151.16238452858,49149.98806455762,49101.42778706859
88,48952.02323090905,49168.09602401701,49148.34401659827,49147.6394246157,48994.61553736174
96,49086.08258199701,49168.09602401701,49148.34401659827,49147.6394246157,49050.01891542119
104,49088.00120906676,49168.09602401701,49148.578880592475,49147.6394246157,49079.86355091228
112,49086.036033042285,49168.09602401701,49145.52564866797,49145.29078467378,49101.04869267815
120,48899.35864068154,49168.09602401701,49144.821056685396,49145.29078467378,48974.31369447303
128,49043.26755690972,49120.03336905707,49143.88160070863,49142.94214473186,49070.56101585999
136,49085.239795563255,49168.09602401701,49146.23024065054,49145.29078467378,49059.22822614829
144,49039.65463946407,49168.09602401701,49146.46510464475,49147.6394246157,49088.89413479352
152,48986.37933356225,49120.03336905707,49143.411872720244,49142.94214473186,49081.03721581817
160,49085.99327161823,49120.03336905707,49143.17700872605,49142.94214473186,49102.538946174376
168,49045.598434935324,49168.09602401701,49146.934832633124,49147.6394246157,49048.81624273776
176,48942.807663449006,49168.09602401701,49146.23024065054,49145.29078467378,48990.890122549565
184,49033.16709529497,49120.03336905707,49142.70728073767,49142.94214473186,49013.11684506936
192,49082.643432371995,49120.03336905707,49143.88160070863,49142.94214473186,48986.46708709327
200,49076.412317788425,49168.09602401701,49145.29078467378,49145.29078467378,49138.680967007414
