time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49137.550028229874,49120.03336905707,49143.88160070863,49142.94214473186,49143.82056187594
8,49139.941856501566,49168.09602401701,49146.23024065054,49145.29078467378,49145.25611550477
16,49143.77529277212,49168.09602401701,49146.69996863894,49147.6394246157,49147.91259917953
24,49139.36154513261,49120.03336905707,49143.17700872605,49142.94214473186,49144.44018340995
32,49143.73656879994,49168.09602401701,49145.995376656356,49145.29078467378,49146.79967587216
40,49141.41931335777,49168.09602401701,49144.821056685396,49145.29078467378,49145.72195603169
48,49139.79654718434,49168.09602401701,49144.58619269121,49145.29078467378,49143.959719016
56,49138.726710519564,49168.09602401701,49144.35132869702,49145.29078467378,49144.41283965575
64,49139.407005294815,49168.09602401701,49144.821056685396,49145.29078467378,49144.909426504935
72,49140.7208719111,49168.09602401701,49146.934832633124,49147.6394246157,49145.25660380259
80,49146.406064778654,49168.09602401701,49149.75320056343,49149.98806455762,49149.26634433149
88,49147.10025237587,49168.09602401701,49151.63211251696,49152.33670449954,49152.069302666765
96,49146.79378046186,49168.09602401701,49151.16238452858,49149.98806455762,49150.936652156204
104,49145.96482149541,49168.09602401701,49149.98806455762,49149.98806455762,49150.65825963485
112,49145.064833681536,49168.09602401701,49149.98806455762,49149.98806455762,49149.45876582123
120,49142.70416049959,49168.09602401701,49148.34401659827,49147.6394246157,49148.08987108696
128,49142.526092135806,49168.09602401701,49148.109152604084,49147.6394246157,49146.57699658294
136,49146.01767925018,49168.09602401701,49150.457792545996,49149.98806455762,49150.72956689252
144,49142.340878847164,49168.09602401701,49147.169696627316,49147.6394246157,49148.4048615154
152,49139.39638879176,49168.09602401701,49144.58619269121,49145.29078467378,49144.76733425765
160,49144.90179367777,49168.09602401701,49146.23024065054,49145.29078467378,49147.79588366315
168,49144.86384415774,49168.09602401701,49148.109152604084,49147.6394246157,49148.96892423161
176,49144.76244885431,49168.09602401701,49148.34401659827,49147.6394246157,49149.515906502995
184,49141.9501429653,49168.09602401701,49147.40456062151,49147.6394246157,49146.7461478061
192,49144.791444214476,49168.09602401701,49147.6394246157,49147.6394246157,49148.70227478856
200,49143.12694754599,49168.09602401701,49148.81374458667,49147.6394246157,49148.11038196872
208,49143.853893357766,49168.09602401701,49148.109152604084,49147.6394246157,49147.36696820293
216,49142.27425394787,49168.09602401701,49145.995376656356,49145.29078467378,49146.485191831336
224,49137.39139881969,49120.03336905707,49144.11646470281,49142.94214473186,49143.128979567315
232,49142.07203265449,49168.09602401701,49147.169696627316,49147.6394246157,49146.31598224197
240,49141.165073695214,49168.09602401701,49148.109152604084,49147.6394246157,49147.048722151674
