time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49144.735138542135,49156.40311409967,49147.40456062151,49147.6394246157,49146.719206892434
8,49143.32646126759,49156.40311409967,49145.995376656356,49145.29078467378,49146.32282108643
16,49140.82540226629,49156.40311409967,49145.05592067959,49145.29078467378,49145.456798448184
24,49142.935120423965,49156.40311409967,49145.29078467378,49145.29078467378,49145.482620522955
32,49143.7344901134,49156.40311409967,49145.760512662164,49145.29078467378,49146.6514205929
40,49140.71415764173,49156.40311409967,49144.11646470281,49142.94214473186,49144.27191718223
48,49141.246600551356,49156.40311409967,49143.646736714436,49142.94214473186,49142.800497481505
56,49140.70334897604,49156.40311409967,49143.646736714436,49142.94214473186,49144.67956669783
64,49143.187925385966,49156.40311409967,49145.760512662164,49145.29078467378,49145.36125700743
72,49145.4458296133,49156.40311409967,49148.34401659827,49147.6394246157,49148.15793450254
80,49143.68349192042,49156.40311409967,49146.69996863894,49147.6394246157,49147.43387954265
88,49141.310837635174,49156.40311409967,49143.88160070863,49142.94214473186,49143.84274401916
96,49139.681340141644,49156.40311409967,49142.23755274929,49142.94214473186,49142.178583687586
104,49139.221234592005,49156.40311409967,49143.646736714436,49142.94214473186,49142.87924638099
112,49137.33008994057,49156.40311409967,49140.59350478994,49140.59350478994,49141.20007760875
120,49137.725707149926,49156.40311409967,49140.82836878413,49140.59350478994,49140.19030793741
128,49138.79377676894,49156.40311409967,49142.0026887551,49142.94214473186,49142.146955902805
136,49138.8118471881,49156.40311409967,49142.472416743476,49142.94214473186,49142.84632672837
144,49139.66520102937,49156.40311409967,49142.70728073767,49142.94214473186,49143.366591495724
152,49139.66769946408,49156.40311409967,49143.17700872605,49142.94214473186,49143.4072578164
160,49142.60187299308,49156.40311409967,49143.88160070863,49142.94214473186,49144.055668798945
168,49140.86679505638,49156.40311409967,49143.17700872605,49142.94214473186,49142.1198464054
176,49139.52171234148,49156.40311409967,49142.70728073767,49142.94214473186,49142.099837033646
184,49138.943499622044,49156.40311409967,49142.70728073767,49142.94214473186,49142.80888874566
192,49139.04492060975,49156.40311409967,49142.23755274929,49142.94214473186,49142.71753000761
200,49138.26825221009,49156.40311409967,49142.23755274929,49142.94214473186,49142.05788195221
208,49138.18055159245,49156.40311409967,49141.7678247609,49142.94214473186,49142.1782609549
216,49139.408935760264,49156.40311409967,49142.23755274929,49142.94214473186,49142.40933865555
224,49138.58270185616,49156.40311409967,49141.298096772516,49140.59350478994,49141.2678109944
232,49137.039754988415,49124.60725180077,49139.18432082479,49138.24486484801,49138.910164241846
240,49138.9870261157,49156.40311409967,49141.53296076671,49140.59350478994,49140.42818215942
248,49138.05686085029,49156.40311409967,49141.298096772516,49140.59350478994,49140.76795952505
256,49137.264561475386,49124.60725180077,49140.35864079575,49140.59350478994,49139.55974735058
264,49137.728540627366,49124.60725180077,49139.654048813165,49140.59350478994,49140.14512905624
272,49133.89763549653,49124.60725180077,49137.775136859644,49138.24486484801,49135.89739451887
