time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49143.08603646803,49156.40311409967,49145.995376656356,49145.29078467378,49127.82710548021
8,49147.453491579385,49156.40311409967,49147.40456062151,49147.6394246157,49107.006824312004
16,49114.077806537214,49156.40311409967,49146.934832633124,49147.6394246157,49109.191311859686
24,49113.55217196027,49156.40311409967,49147.40456062151,49147.6394246157,49104.891080545574
32,49085.05217598611,49156.40311409967,49148.578880592475,49147.6394246157,49072.562184062714
40,49146.95880023584,49156.40311409967,49148.81374458667,49149.98806455762,49118.73806307586
48,49051.0769400928,49156.40311409967,49148.81374458667,49149.98806455762,49097.10587376831
56,49083.14006274163,49156.40311409967,49147.40456062151,49147.6394246157,49089.89266597615
64,49112.39464928695,49156.40311409967,49147.40456062151,49147.6394246157,49133.91692677869
72,49112.01349572653,49156.40311409967,49147.169696627316,49147.6394246157,49123.61486287635
80,49079.624309180006,49156.40311409967,49146.934832633124,49147.6394246157,49098.96071151013
88,49144.859872500914,49156.40311409967,49146.46510464475,49147.6394246157,49114.29164693534
96,49085.984707488584,49156.40311409967,49148.578880592475,49147.6394246157,49087.97482464284
104,49117.30135289025,49156.40311409967,49149.75320056343,49149.98806455762,49117.50075620616
112,49146.29626646182,49156.40311409967,49149.75320056343,49149.98806455762,49129.36296318038
120,49148.82373755491,49156.40311409967,49150.6926565402,49149.98806455762,49149.39417622541
128,49145.4367590505,49156.40311409967,49148.109152604084,49147.6394246157,49143.69769584567
136,49141.09700944112,49156.40311409967,49145.760512662164,49145.29078467378,49125.63124180282
144,49147.158293560795,49156.40311409967,49147.6394246157,49147.6394246157,49149.210491586135
152,49144.51542622899,49156.40311409967,49147.87428860989,49147.6394246157,49139.120466364955
160,49147.16914435146,49156.40311409967,49147.6394246157,49147.6394246157,49139.641452453
168,49143.79464882513,49156.40311409967,49148.34401659827,49147.6394246157,49143.02740251205
176,49148.4031794619,49156.40311409967,49148.81374458667,49147.6394246157,49117.7191773728
184,49141.80741607479,49156.40311409967,49148.109152604084,49147.6394246157,49145.105133686026
192,49141.64248794101,49156.40311409967,49148.578880592475,49147.6394246157,49155.244303626045
200,49146.05349886062,49156.40311409967,49148.34401659827,49147.6394246157,49151.38182170326
208,49146.555514366744,49156.40311409967,49148.578880592475,49147.6394246157,49141.84515771524
216,49143.546626357915,49156.40311409967,49147.87428860989,49147.6394246157,49144.72800048755
224,49145.45789396028,49156.40311409967,49149.04860858085,49149.98806455762,49141.310366815786
232,49115.49977918647,49156.40311409967,49149.518336569236,49149.98806455762,49148.629378243146
240,49140.38842729287,49156.40311409967,49148.578880592475,49147.6394246157,49150.16227867805
248,49143.06407679226,49156.40311409967,49147.6394246157,49147.6394246157,49152.13332975601
256,49140.1785314159,49156.40311409967,49144.821056685396,49145.29078467378,49147.35880085857
264,49141.50101680375,49156.40311409967,49144.821056685396,49145.29078467378,49145.39762508216
272,49112.11645933705,49156.40311409967,49147.6394246157,49147.6394246157,49139.82270061217
280,49144.157141181364,49156.40311409967,49147.40456062151,49147.6394246157,49144.52267712329
288,49147.30868986013,49156.40311409967,49148.578880592475,49147.6394246157,49146.716278815205
296,49142.32098416235,49156.40311409967,49149.04860858085,49149.98806455762,49145.66785512753
304,49143.43920828339,49156.40311409967,49149.518336569236,49149.98806455762,49151.92996447735
312,49145.12942593553,49156.40311409967,49148.81374458667,49149.98806455762,49143.085060242985
320,49143.05222677651,49156.40311409967,49148.109152604084,49147.6394246157,49143.51817381578
328,49139.98507638056,49156.40311409967,49146.46510464475,49147.6394246157,49149.19957624064
336,49143.81803912305,49156.40311409967,49146.46510464475,49147.6394246157,49149.94525824071
344,49140.76739776779,49156.40311409967,49147.40456062151,49147.6394246157,49139.65622242339
352,49143.51237925302,49156.40311409967,49147.40456062151,49147.6394246157,49145.52812913937
360,49146.7141787089,49156.40311409967,49148.109152604084,49147.6394246157,49138.82643795125
368,49143.78975728277,49156.40311409967,49148.34401659827,49147.6394246157,49137.280982717355
376,49144.8718965361,49156.40311409967,49148.81374458667,49149.98806455762,49150.196040999916
384,49145.25357418086,49156.40311409967,49148.578880592475,49147.6394246157,49126.252577959414
392,49111.202171877216,49156.40311409967,49148.34401659827,49147.6394246157,49134.3374881005
400,49144.68529432891,49156.40311409967,49148.578880592475,49147.6394246157,49129.42814566867
408,49143.8952742105,49156.40311409967,49148.34401659827,49147.6394246157,49152.12110689844
416,49143.182649874274,49156.40311409967,49147.87428860989,49147.6394246157,49149.16990579852
424,49110.342794393684,49156.40311409967,49147.40456062151,49147.6394246157,49128.890346562206
432,49144.00340380778,49156.40311409967,49146.69996863894,49147.6394246157,49138.388326119144
440,49114.85511686789,49156.40311409967,49144.821056685396,49145.29078467378,49114.761019533726
448,49074.56555777338,49156.40311409967,49142.70728073767,49142.94214473186,49130.7022195873
456,49137.17318101605,49156.40311409967,49142.70728073767,49142.94214473186,49144.988290597845
464,49139.57964980479,49156.40311409967,49143.646736714436,49142.94214473186,49145.736348646045
472,49139.17220227674,49156.40311409967,49144.58619269121,49145.29078467378,49147.10202972494
480,49140.20622623552,49156.40311409967,49145.05592067959,49145.29078467378,49148.0617604683
488,49107.879488675004,49156.40311409967,49144.58619269121,49145.29078467378,49131.70987837163
496,49141.492506652605,49156.40311409967,49145.52564866797,49145.29078467378,49143.9503633646
504,49140.38301218114,49156.40311409967,49145.760512662164,49145.29078467378,49138.813767192616
512,49141.79844486147,49156.40311409967,49146.23024065054,49145.29078467378,49147.889396207705
520,49108.9663349533,49156.40311409967,49145.995376656356,49145.29078467378,49124.25572428435
528,49110.984982140966,49156.40311409967,49145.995376656356,49145.29078467378,49137.284218570756
536,49141.557838350105,49156.40311409967,49145.52564866797,49145.29078467378,49143.34706755028
544,49143.55721181872,49156.40311409967,49147.6394246157,49147.6394246157,49147.3995413943
552,49110.264851122854,49156.40311409967,49146.934832633124,49147.6394246157,49132.237993125025
560,49140.43647415086,49156.40311409967,49145.760512662164,49145.29078467378,49134.24273524242
568,49142.921196713316,49156.40311409967,49146.23024065054,49145.29078467378,49136.638615268515
576,49080.54341138441,49156.40311409967,49148.34401659827,49147.6394246157,49129.947462961776
584,49140.74356462966,49156.40311409967,49148.81374458667,49147.6394246157,49143.938005554235
592,49141.623631092385,49156.40311409967,49149.04860858085,49149.98806455762,49120.89703147861
600,49143.49051561759,49156.40311409967,49148.578880592475,49147.6394246157,49149.24825873444
608,49141.96328583706,49156.40311409967,49147.169696627316,49147.6394246157,49151.83265691681
616,49143.88860018108,49156.40311409967,49148.81374458667,49149.98806455762,49153.60648309967
624,49113.795182889546,49156.40311409967,49148.34401659827,49147.6394246157,49150.89987706298
632,49143.34907903439,49156.40311409967,49149.04860858085,49149.98806455762,49141.851976617894
640,49142.86487408246,49156.40311409967,49149.28347257504,49149.98806455762,49148.04558170219
648,49142.67453282919,49156.40311409967,49148.109152604084,49147.6394246157,49148.781827495804
656,49114.33755678409,49156.40311409967,49149.04860858085,49149.98806455762,49130.605815514464
664,49112.930736589406,49156.40311409967,49148.81374458667,49149.98806455762,49125.73453204656
672,49143.867577774145,49156.40311409967,49148.34401659827,49147.6394246157,49148.61492003931
680,49144.68236619153,49156.40311409967,49147.6394246157,49147.6394246157,49120.210683491074
688,49109.9681142296,49156.40311409967,49147.40456062151,49147.6394246157,49138.676196337314
696,49142.41210451254,49156.40311409967,49146.23024065054,49145.29078467378,49140.63332194646
704,49146.52951032861,49156.40311409967,49145.995376656356,49145.29078467378,49134.56989514605
712,49142.09869862017,49156.40311409967,49145.995376656356,49145.29078467378,49117.06186919299
720,49107.44739588358,49156.40311409967,49146.23024065054,49145.29078467378,49149.3091657877
728,49140.233621464424,49156.40311409967,49145.29078467378,49145.29078467378,49113.823705803734
736,49137.47318568451,49156.40311409967,49146.46510464475,49145.29078467378,49139.24676212057
744,49138.1437754825,49156.40311409967,49147.40456062151,49147.6394246157,49142.92930449561
752,49141.91896341816,49156.40311409967,49147.169696627316,49147.6394246157,49144.95432345417
760,49138.40835076028,49156.40311409967,49144.35132869702,49145.29078467378,49147.926337046156
768,49140.08409889909,49156.40311409967,49144.11646470281,49142.94214473186,49145.45013127033
776,49139.25331375255,49156.40311409967,49144.821056685396,49145.29078467378,49147.909695006216
784,49110.453837989204,49156.40311409967,49144.821056685396,49145.29078467378,49136.302633300744
792,49105.69786177368,49156.40311409967,49145.52564866797,49145.29078467378,49120.28390926271
800,49107.824457147886,49156.40311409967,49144.58619269121,49145.29078467378,49131.47141242575
808,49142.034221999325,49156.40311409967,49143.411872720244,49142.94214473186,49144.04257225969
816,49139.64002207825,49156.40311409967,49144.58619269121,49145.29078467378,49138.69470240477
824,49140.31889948321,49156.40311409967,49145.52564866797,49145.29078467378,49142.48340342871
