time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
504,49133.49915513275,49105.877147643696,49142.23755274929,49142.94214473186,49142.440083500194
512,49134.049497923945,49105.877147643696,49143.17700872605,49142.94214473186,49145.97302424819
520,49136.379529850834,49105.877147643696,49144.35132869702,49145.29078467378,49147.314171359
528,49137.27613426992,49105.877147643696,49145.05592067959,49145.29078467378,49148.314566416746
536,49136.31858777628,49105.877147643696,49145.52564866797,49145.29078467378,49146.66163099849
544,49136.49995826362,49105.877147643696,49147.6394246157,49147.6394246157,49145.179195870056
552,49143.14628902376,49105.877147643696,49150.22292855181,49149.98806455762,49145.052907356134
560,49141.536170356914,49105.877147643696,49149.75320056343,49149.98806455762,49146.004096335026
568,49143.70211853764,49105.877147643696,49148.81374458667,49149.98806455762,49151.79722116844
576,49138.31104057295,49105.877147643696,49147.40456062151,49147.6394246157,49147.43846672563
584,49136.95523346154,49105.877147643696,49148.578880592475,49147.6394246157,49148.47194690173
592,49138.565111593736,49105.877147643696,49147.169696627316,49147.6394246157,49147.80433980063
600,49137.94388894627,49105.877147643696,49145.760512662164,49145.29078467378,49150.71046763198
608,49136.37715345296,49105.877147643696,49145.760512662164,49145.29078467378,49147.334847029975
616,49139.98461883143,49105.877147643696,49145.05592067959,49145.29078467378,49148.72054997614
624,49141.76832418333,49105.877147643696,49145.52564866797,49145.29078467378,49146.344434895655
632,49139.66518148364,49105.877147643696,49147.87428860989,49147.6394246157,49149.59168301464
640,49136.91351473897,49105.877147643696,49145.760512662164,49145.29078467378,49148.247949970675
648,49139.010205720326,49105.877147643696,49145.29078467378,49145.29078467378,49143.797073564754
656,49135.198077984736,49105.877147643696,49145.52564866797,49145.29078467378,49143.11556254005
664,49136.728764992105,49105.877147643696,49145.52564866797,49145.29078467378,49147.89956793274
672,49133.7860638173,49105.877147643696,49144.35132869702,49145.29078467378,49141.30463906369
680,49131.31545670808,49105.877147643696,49146.69996863894,49147.6394246157,49141.17536407453
688,49132.68252162909,49105.877147643696,49146.934832633124,49147.6394246157,49144.92461492723
696,49134.22203704278,49105.877147643696,49148.34401659827,49147.6394246157,49150.76961626495
704,49138.66200518217,49105.877147643696,49146.934832633124,49147.6394246157,49150.842800363804
712,49139.473512139615,49105.877147643696,49147.87428860989,49147.6394246157,49146.71876517659
720,49143.341593690704,49105.877147643696,49145.760512662164,49145.29078467378,49151.19168098159
728,49136.4250803996,49105.877147643696,49143.88160070863,49142.94214473186,49146.56941471055
736,49136.57449795319,49105.877147643696,49144.35132869702,49145.29078467378,49146.82802213269
744,49133.44724045019,49105.877147643696,49146.934832633124,49147.6394246157,49149.16864332091
752,49135.834628824734,49105.877147643696,49145.29078467378,49145.29078467378,49150.154626334355
760,49138.713076649445,49105.877147643696,49144.821056685396,49145.29078467378,49150.13703402824
768,49135.01531558307,49105.877147643696,49145.05592067959,49145.29078467378,49147.99279161953
776,49138.92887644685,49105.877147643696,49144.821056685396,49145.29078467378,49148.774681624156
784,49139.73446818014,49105.877147643696,49145.760512662164,49145.29078467378,49149.172653141635
792,49128.32556885636,49105.877147643696,49143.88160070863,49142.94214473186,49143.68679190774
800,49139.3144092344,49105.877147643696,49145.29078467378,49145.29078467378,49153.00433585796
808,49138.7400044625,49105.877147643696,49145.05592067959,49145.29078467378,49150.05382711696
816,49137.22355607721,49105.877147643696,49145.05592067959,49145.29078467378,49144.942256365204
824,49138.85291072828,49105.877147643696,49145.52564866797,49145.29078467378,49146.105331471146
832,49136.393872431436,49105.877147643696,49148.34401659827,49147.6394246157,49149.740049371445
