time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
592,49145.309102199666,49150.623705642814,49147.169696627316,49147.6394246157,49147.59991460643
600,49143.17594288546,49150.623705642814,49144.821056685396,49145.29078467378,49145.9555533534
608,49143.9800452789,49150.623705642814,49145.05592067959,49145.29078467378,49146.0838001698
616,49143.871047471664,49150.623705642814,49144.821056685396,49145.29078467378,49145.27534910296
624,49143.61468449451,49150.623705642814,49145.29078467378,49145.29078467378,49147.16555509009
632,49145.40098214531,49150.623705642814,49146.69996863894,49147.6394246157,49147.36510243872
640,49142.74257074522,49150.623705642814,49145.29078467378,49145.29078467378,49144.922986599864
648,49141.7079674328,49150.623705642814,49143.88160070863,49142.94214473186,49144.63575641973
656,49141.56510641046,49150.623705642814,49144.58619269121,49145.29078467378,49144.36602034616
664,49142.165873700025,49150.623705642814,49144.35132869702,49145.29078467378,49144.884764735325
672,49141.33236793425,49150.623705642814,49144.11646470281,49145.29078467378,49143.88416675831
680,49141.75534614629,49150.623705642814,49145.760512662164,49145.29078467378,49145.58045864929
688,49143.93582812014,49150.623705642814,49146.69996863894,49147.6394246157,49145.79452227774
696,49145.43044771485,49150.623705642814,49147.6394246157,49147.6394246157,49147.73913365067
704,49144.96730741799,49150.623705642814,49146.46510464475,49147.6394246157,49146.57220606257
712,49145.299846881426,49150.623705642814,49146.69996863894,49147.6394246157,49146.79833200481
720,49142.62042390716,49150.623705642814,49144.35132869702,49145.29078467378,49145.486685867894
728,49142.428793765626,49150.623705642814,49143.88160070863,49142.94214473186,49144.41712293169
736,49142.36433602364,49150.623705642814,49143.88160070863,49142.94214473186,49144.86451614301
744,49143.35793843333,49150.623705642814,49145.52564866797,49145.29078467378,49145.65783954302
752,49143.07071396694,49150.623705642814,49144.821056685396,49145.29078467378,49144.86882959074
760,49143.64045380178,49150.623705642814,49144.35132869702,49145.29078467378,49145.85382401819
768,49143.460236548846,49150.623705642814,49145.05592067959,49145.29078467378,49145.030121191485
776,49143.665473114495,49150.623705642814,49144.11646470281,49145.29078467378,49144.53089888117
784,49143.38482913183,49150.623705642814,49144.821056685396,49145.29078467378,49145.53055894987
792,49142.83456423344,49150.623705642814,49145.05592067959,49145.29078467378,49144.0285642334
800,49143.962656838696,49150.623705642814,49145.05592067959,49145.29078467378,49145.92156317323
808,49142.79935366862,49150.623705642814,49144.35132869702,49145.29078467378,49145.184156583404
816,49142.3234952042,49150.623705642814,49144.58619269121,49145.29078467378,49144.01214814984
824,49143.72485936944,49150.623705642814,49145.52564866797,49145.29078467378,49145.99017147527
832,49144.770035202135,49150.623705642814,49147.6394246157,49147.6394246157,49147.42725769274
