time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49145.49677968299,49105.877147643696,49147.6394246157,49147.6394246157,49152.75769464838
8,49139.99493909656,49105.877147643696,49146.69996863894,49147.6394246157,49138.4617357453
16,49146.52122984071,49105.877147643696,49149.28347257504,49149.98806455762,49162.654948598436
24,49144.42040049516,49105.877147643696,49147.169696627316,49147.6394246157,49150.44881182785
32,49138.782936019314,49105.877147643696,49149.98806455762,49149.98806455762,49157.837077241624
40,49147.69189461354,49105.877147643696,49148.578880592475,49147.6394246157,49152.601289310194
48,49147.7220603936,49105.877147643696,49149.75320056343,49149.98806455762,49147.77783332824
56,49141.764621680566,49105.877147643696,49146.934832633124,49147.6394246157,49148.560361517026
64,49142.49688550077,49105.877147643696,49148.109152604084,49147.6394246157,49152.6862387278
72,49141.797899890815,49105.877147643696,49146.46510464475,49147.6394246157,49143.60098857365
80,49144.614484897975,49105.877147643696,49147.6394246157,49147.6394246157,49147.66263102038
88,49142.22705903852,49105.877147643696,49146.69996863894,49147.6394246157,49142.25568295329
96,49130.84782278085,49105.877147643696,49148.34401659827,49147.6394246157,49141.03206003646
104,49143.93843689719,49105.877147643696,49149.28347257504,49149.98806455762,49144.730329464735
112,49147.74594102368,49105.877147643696,49148.81374458667,49147.6394246157,49144.28516734143
120,49146.77838302208,49105.877147643696,49150.22292855181,49149.98806455762,49160.73219051529
128,49142.45750492817,49105.877147643696,49149.04860858085,49149.98806455762,49157.75015461093
136,49135.64139568646,49105.877147643696,49144.11646470281,49142.94214473186,49138.04591431668
144,49141.37345156734,49105.877147643696,49147.6394246157,49147.6394246157,49155.28369705811
152,49145.50560847128,49105.877147643696,49147.6394246157,49147.6394246157,49156.832747028624
160,49143.48690498454,49105.877147643696,49148.34401659827,49147.6394246157,49152.203112090865
168,49144.23680376947,49105.877147643696,49149.04860858085,49149.98806455762,49148.3245906214
176,49141.99886270459,49105.877147643696,49149.04860858085,49149.98806455762,49149.25184723513
184,49138.348661808726,49105.877147643696,49147.6394246157,49147.6394246157,49147.33106740493
192,49144.49049400017,49105.877147643696,49148.578880592475,49147.6394246157,49147.899190706965
200,49142.6097542249,49105.877147643696,49147.6394246157,49147.6394246157,49149.27460347648
208,49143.08415916151,49105.877147643696,49148.109152604084,49147.6394246157,49161.64836749407
