time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49144.75117981531,49168.09602401701,49146.23024065054,49145.29078467378,49147.74680069883
8,49146.82513166094,49168.09602401701,49147.169696627316,49147.6394246157,49149.772541487284
16,49144.37023241722,49168.09602401701,49147.169696627316,49147.6394246157,49151.27889778424
24,49143.46428155931,49168.09602401701,49147.40456062151,49147.6394246157,49148.01716465116
32,49095.89450758366,49168.09602401701,49148.578880592475,49147.6394246157,49136.11168052352
40,49145.35323403052,49168.09602401701,49148.81374458667,49147.6394246157,49139.6753882952
48,49142.66687311657,49168.09602401701,49148.81374458667,49149.98806455762,49140.91483047656
56,49145.35805137469,49168.09602401701,49147.40456062151,49147.6394246157,49132.253603392484
64,49142.7101633869,49168.09602401701,49147.6394246157,49147.6394246157,49146.01431017317
72,49138.91289145896,49168.09602401701,49146.934832633124,49147.6394246157,49144.910242001126
80,49144.9423573707,49168.09602401701,49146.934832633124,49147.6394246157,49137.23226130905
88,49142.04992259979,49168.09602401701,49146.46510464475,49145.29078467378,49142.07080283336
96,49096.26074354198,49168.09602401701,49148.81374458667,49147.6394246157,49091.10794853063
104,49147.86954292922,49168.09602401701,49149.28347257504,49149.98806455762,49134.97093854234
112,49145.15999038264,49168.09602401701,49149.75320056343,49149.98806455762,49147.40862652754
120,49149.63490186041,49168.09602401701,49150.927520534395,49149.98806455762,49153.95038689293
128,49148.04374507323,49168.09602401701,49148.34401659827,49147.6394246157,49153.02323123718
136,49143.451211590116,49168.09602401701,49145.52564866797,49145.29078467378,49145.56472165895
144,49142.56441417289,49168.09602401701,49147.6394246157,49147.6394246157,49147.8274608649
152,49144.17071723253,49168.09602401701,49147.6394246157,49147.6394246157,49151.37786282578
160,49143.354469362166,49168.09602401701,49147.87428860989,49147.6394246157,49135.38746944932
168,49143.071182669184,49168.09602401701,49148.34401659827,49147.6394246157,49149.22903462504
176,49141.37472722725,49168.09602401701,49149.04860858085,49149.98806455762,49141.338861150274
184,49145.318388383064,49168.09602401701,49147.87428860989,49147.6394246157,49146.31348360317
192,49143.273268563426,49168.09602401701,49148.578880592475,49147.6394246157,49148.541428280005
200,49144.14448204153,49168.09602401701,49148.34401659827,49147.6394246157,49147.9873063406
208,49144.55625634757,49168.09602401701,49148.81374458667,49147.6394246157,49151.133390501345
216,49145.6012263623,49168.09602401701,49148.578880592475,49147.6394246157,49141.7165289973
224,49146.76408249478,49168.09602401701,49149.04860858085,49149.98806455762,49152.71351640093
232,49145.356031554744,49168.09602401701,49149.518336569236,49149.98806455762,49150.24897297523
240,49146.17957924564,49168.09602401701,49148.81374458667,49147.6394246157,49147.45085872034
248,49143.98191739774,49168.09602401701,49147.6394246157,49147.6394246157,49148.98571194798
256,49139.96408684166,49168.09602401701,49144.58619269121,49145.29078467378,49149.68724878698
264,49141.54630821376,49168.09602401701,49144.821056685396,49145.29078467378,49148.47912151676
272,49143.59444791332,49168.09602401701,49147.6394246157,49147.6394246157,49139.658178199374
280,49146.67273662538,49168.09602401701,49147.169696627316,49147.6394246157,49141.91271142219
288,49145.635484533195,49168.09602401701,49148.578880592475,49147.6394246157,49148.88077004799
296,49146.880822146,49168.09602401701,49149.28347257504,49149.98806455762,49152.84836598316
304,49143.3059101165,49168.09602401701,49149.75320056343,49149.98806455762,49153.64578021324
312,49145.97394732701,49168.09602401701,49148.81374458667,49149.98806455762,49144.41944509846
320,49146.56546313657,49168.09602401701,49148.109152604084,49147.6394246157,49150.27858502551
328,49143.20222406686,49168.09602401701,49146.23024065054,49145.29078467378,49147.500911038434
336,49145.46333218545,49168.09602401701,49146.69996863894,49147.6394246157,49149.577447292475
344,49142.59988404704,49168.09602401701,49147.169696627316,49147.6394246157,49145.37210063284
352,49145.06483025999,49168.09602401701,49147.40456062151,49147.6394246157,49150.11072087717
360,49143.08231561077,49168.09602401701,49148.34401659827,49147.6394246157,49152.05374423796
368,49147.439482642745,49168.09602401701,49148.34401659827,49147.6394246157,49147.50724383426
376,49147.43061385072,49168.09602401701,49148.34401659827,49147.6394246157,49150.21414389332
384,49143.900199650554,49168.09602401701,49148.109152604084,49147.6394246157,49146.49188781915
392,49144.87532422096,49168.09602401701,49148.109152604084,49147.6394246157,49150.58655651288
400,49145.429130204364,49168.09602401701,49148.81374458667,49147.6394246157,49146.96326394945
408,49139.98486921637,49168.09602401701,49148.34401659827,49147.6394246157,49150.61064318596
416,49143.00071808344,49168.09602401701,49147.87428860989,49147.6394246157,49151.111127060416
424,49140.897380728115,49168.09602401701,49147.169696627316,49147.6394246157,49145.61456143309
432,49140.51870014169,49168.09602401701,49146.46510464475,49145.29078467378,49145.17412472397
440,49143.35745714889,49168.09602401701,49144.35132869702,49145.29078467378,49148.75738336907
448,49139.914969701254,49120.03336905707,49142.472416743476,49142.94214473186,49144.294422501735
456,49140.70223221794,49120.03336905707,49142.70728073767,49142.94214473186,49147.252579644024
464,49139.923340912865,49120.03336905707,49143.411872720244,49142.94214473186,49146.30936985661
472,49140.31486452072,49168.09602401701,49144.58619269121,49145.29078467378,49144.94018130133
480,49140.209445544,49168.09602401701,49145.05592067959,49145.29078467378,49147.37058723694
488,49140.905703583536,49168.09602401701,49144.58619269121,49145.29078467378,49133.061875370724
496,49139.748926747074,49168.09602401701,49145.29078467378,49145.29078467378,49149.208898805766
504,49140.45355883522,49168.09602401701,49145.760512662164,49145.29078467378,49148.52169636833
512,49140.60428098855,49168.09602401701,49146.46510464475,49147.6394246157,49148.126859025884
520,49142.577923790195,49168.09602401701,49145.760512662164,49145.29078467378,49133.51681533224
528,49139.89084582488,49168.09602401701,49145.52564866797,49145.29078467378,49150.871773513274
536,49141.45014032696,49168.09602401701,49145.52564866797,49145.29078467378,49147.95982071417
544,49142.06396335772,49168.09602401701,49147.6394246157,49147.6394246157,49147.20079711961
552,49139.922877820485,49168.09602401701,49146.69996863894,49147.6394246157,49150.28219053461
560,49140.11448982957,49168.09602401701,49145.52564866797,49145.29078467378,49147.180231599596
568,49137.8693344729,49168.09602401701,49145.760512662164,49145.29078467378,49131.95146160644
576,49095.74337531399,49168.09602401701,49148.34401659827,49147.6394246157,49133.64044189309
