time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49073.953087129004,49105.877147643696,49144.821056685396,49145.29078467378,49137.2290783451
8,48927.62499371481,49105.877147643696,49143.411872720244,49142.94214473186,48906.045191616104
16,49164.3614607653,49105.877147643696,49148.34401659827,49147.6394246157,49114.73337738551
24,48945.68891024641,49105.877147643696,49150.457792545996,49149.98806455762,49054.150041447574
32,49146.27734069712,49105.877147643696,49149.518336569236,49149.98806455762,49131.048621110174
40,48941.50098462169,49105.877147643696,49144.821056685396,49145.29078467378,49023.801095620365
48,49138.15856560036,49105.877147643696,49150.6926565402,49149.98806455762,49136.778471106176
56,49044.78290568739,49105.877147643696,49151.39724852277,49152.33670449954,49028.29288863689
64,49048.98107066604,49204.28571908186,49155.62480041823,49154.68534444146,49108.96786147079
72,48931.43530894243,49105.877147643696,49145.760512662164,49145.29078467378,48852.28455414012
80,49130.9860646631,49105.877147643696,49148.109152604084,49147.6394246157,49107.437016117
88,48738.30980829811,49105.877147643696,49147.169696627316,49147.6394246157,49002.810329095184
96,49026.47282855641,49105.877147643696,49144.821056685396,49145.29078467378,49020.57603476349
104,49129.67469774893,49105.877147643696,49147.169696627316,49147.6394246157,49089.346075494825
112,49127.738075694295,49105.877147643696,49146.934832633124,49147.6394246157,49087.51050778058
120,49031.41173887165,49105.877147643696,49144.58619269121,49145.29078467378,48956.40504546564
128,48936.764466511355,49105.877147643696,49140.82836878413,49140.59350478994,49063.53794994104
136,49130.69212598935,49105.877147643696,49143.411872720244,49142.94214473186,49151.86433639252
144,48924.31552914038,49105.877147643696,49141.063232778324,49140.59350478994,49041.47557494475
152,49020.00815251125,49105.877147643696,49142.23755274929,49142.94214473186,49117.472463950064
160,49125.47158296839,49105.877147643696,49141.298096772516,49140.59350478994,49136.358441967124
168,49022.14988390797,49105.877147643696,49148.109152604084,49147.6394246157,49114.09510029172
176,48925.219386423625,49105.877147643696,49141.063232778324,49140.59350478994,49001.383148544715
184,49032.8150952067,49105.877147643696,49139.41918481898,49138.24486484801,49064.8796050725
192,49118.23649291025,49105.877147643696,49143.411872720244,49142.94214473186,49004.89270502714
200,49018.35280673198,49105.877147643696,49147.87428860989,49147.6394246157,49125.756731102294
208,49126.03995744264,49105.877147643696,49149.04860858085,49149.98806455762,49084.50934516767
216,49131.47387962525,49105.877147643696,49145.760512662164,49145.29078467378,49123.017599389066
224,49113.585528605785,49105.877147643696,49144.58619269121,49145.29078467378,49119.64690150232
232,49135.35231550826,49105.877147643696,49149.04860858085,49149.98806455762,49128.20162867044
240,49123.90907929206,49105.877147643696,49147.87428860989,49147.6394246157,49119.67558380368
248,49022.7739999661,49105.877147643696,49147.169696627316,49147.6394246157,49136.05504639637
256,49114.84079837004,49105.877147643696,49149.28347257504,49149.98806455762,49135.44366735108
264,49136.60105504182,49105.877147643696,49145.760512662164,49145.29078467378,49125.013056404256
272,49015.96487475406,49105.877147643696,49145.52564866797,49145.29078467378,49101.189077923074
280,49110.320133878966,49105.877147643696,49143.88160070863,49142.94214473186,49105.20361939897
288,49027.32937914971,49105.877147643696,49148.109152604084,49147.6394246157,49076.930070583265
296,49099.485338840175,49105.877147643696,49144.35132869702,49145.29078467378,49132.80561904589
304,49116.307383465966,49105.877147643696,49148.81374458667,49147.6394246157,49139.61647596271
312,49041.47511391947,49105.877147643696,49149.28347257504,49149.98806455762,49074.425667258336
320,49114.63782437046,49105.877147643696,49145.760512662164,49145.29078467378,49110.93984238644
328,49027.435830179355,49105.877147643696,49143.646736714436,49142.94214473186,49130.46121218778
336,49126.9267072489,49105.877147643696,49151.63211251696,49152.33670449954,49154.76287942327
344,49011.16177127083,49105.877147643696,49145.52564866797,49145.29078467378,49073.41198760124
352,48900.11999308508,49105.877147643696,49151.63211251696,49152.33670449954,49116.57429817672
360,48767.78386744318,49105.877147643696,49145.29078467378,49145.29078467378,49101.68572807124
368,49021.203558662964,49105.877147643696,49144.35132869702,49145.29078467378,49107.60159259818
376,49024.129764256184,49105.877147643696,49148.109152604084,49147.6394246157,49076.15143548256
384,49037.41781603257,49105.877147643696,49146.23024065054,49145.29078467378,49068.2573293782
392,49116.51144546938,49105.877147643696,49144.821056685396,49145.29078467378,49122.833073900416
400,49046.994012291914,49105.877147643696,49146.23024065054,49145.29078467378,49157.286526574055
408,49042.84966187567,49105.877147643696,49145.995376656356,49145.29078467378,49121.55186089135
416,49124.7098022763,49105.877147643696,49143.88160070863,49142.94214473186,49075.903622488746
424,49006.789307071165,49105.877147643696,49141.298096772516,49140.59350478994,49067.95785063933
432,49090.104653490744,49105.877147643696,49145.52564866797,49145.29078467378,49043.53631227742
440,49123.155156017674,49105.877147643696,49148.81374458667,49147.6394246157,49127.18129962586
448,49150.112739148964,49105.877147643696,49142.23755274929,49142.94214473186,49130.012264506724
456,49129.980117190826,49105.877147643696,49143.411872720244,49142.94214473186,49096.70332033834
464,49106.17804370993,49105.877147643696,49141.7678247609,49142.94214473186,49175.16865478991
472,48995.46727578332,49105.877147643696,49145.995376656356,49145.29078467378,49027.438377659615
480,49057.446078957466,49105.877147643696,49143.646736714436,49142.94214473186,49173.02688140518
488,49035.770619654635,49105.877147643696,49144.35132869702,49145.29078467378,49068.57806358221
496,49127.719687621524,49105.877147643696,49146.934832633124,49147.6394246157,49038.238013118906
504,49052.510123454435,49105.877147643696,49147.40456062151,49147.6394246157,49118.260027095224
512,49107.94022033991,49105.877147643696,49150.6926565402,49149.98806455762,49124.55834696508
520,49070.011387494385,49105.877147643696,49150.22292855181,49149.98806455762,49154.67837225087
