time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49142.279176384705,49137.917147646825,49143.88160070863,49142.94214473186,49143.74116308128
8,49144.633244724304,49153.71204226195,49146.23024065054,49145.29078467378,49145.57889478757
16,49145.57179771325,49153.71204226195,49146.23024065054,49145.29078467378,49146.14765679313
24,49141.92273076551,49137.917147646825,49143.17700872605,49142.94214473186,49143.46815707287
32,49144.695250914134,49137.917147646825,49145.05592067959,49145.29078467378,49145.73072962312
40,49144.06502074998,49137.917147646825,49144.821056685396,49145.29078467378,49145.12488199993
48,49143.87424408415,49137.917147646825,49145.29078467378,49145.29078467378,49144.36571852766
56,49143.3879243061,49137.917147646825,49144.821056685396,49145.29078467378,49144.733777809444
64,49142.927397604704,49137.917147646825,49144.35132869702,49145.29078467378,49144.585545911825
72,49144.76522787481,49153.71204226195,49146.934832633124,49147.6394246157,49146.80269361306
80,49148.69182785665,49153.71204226195,49149.98806455762,49149.98806455762,49150.574885368675
88,49150.526335190974,49153.71204226195,49152.33670449954,49152.33670449954,49151.15948619566
96,49148.79153408897,49153.71204226195,49150.6926565402,49149.98806455762,49150.76257334947
104,49149.543246760455,49153.71204226195,49149.98806455762,49149.98806455762,49150.519635647324
112,49147.42329542786,49153.71204226195,49149.518336569236,49149.98806455762,49149.60324093395
120,49147.11035475427,49153.71204226195,49149.28347257504,49149.98806455762,49148.33115256513
128,49146.54230207269,49153.71204226195,49149.518336569236,49149.98806455762,49148.19924623878
136,49149.11361526501,49153.71204226195,49151.16238452858,49152.33670449954,49150.04745957946
144,49145.4986655042,49153.71204226195,49146.934832633124,49147.6394246157,49146.43284292283
152,49143.3007826893,49137.917147646825,49144.821056685396,49145.29078467378,49144.58399301906
160,49146.11231442744,49153.71204226195,49147.169696627316,49147.6394246157,49146.685426273165
168,49146.72423145894,49153.71204226195,49147.6394246157,49147.6394246157,49148.03345048652
176,49147.56757444714,49153.71204226195,49148.578880592475,49147.6394246157,49149.537977656095
184,49146.31319826918,49153.71204226195,49148.578880592475,49147.6394246157,49147.497113705365
192,49146.90896487854,49153.71204226195,49148.34401659827,49147.6394246157,49147.9055570828
200,49146.972714009666,49153.71204226195,49148.81374458667,49149.98806455762,49149.1437848739
208,49147.6008906086,49153.71204226195,49149.04860858085,49149.98806455762,49147.98622035964
216,49143.86485033088,49137.917147646825,49145.760512662164,49145.29078467378,49146.152343598216
224,49141.53978409799,49137.917147646825,49143.88160070863,49142.94214473186,49143.87115244369
232,49145.32113928953,49153.71204226195,49146.934832633124,49147.6394246157,49146.915481704425
240,49145.96006786668,49153.71204226195,49148.34401659827,49147.6394246157,49147.77335809603
248,49147.916500636944,49153.71204226195,49149.04860858085,49149.98806455762,49148.89483139593
256,49144.881226357735,49153.71204226195,49146.46510464475,49147.6394246157,49146.419192230824
264,49145.188589564124,49153.71204226195,49146.69996863894,49147.6394246157,49145.69366707643
272,49144.689512626464,49137.917147646825,49145.52564866797,49145.29078467378,49146.70703890469
280,49141.13988750096,49137.917147646825,49142.70728073767,49142.94214473186,49142.16803928012
288,49140.27952129088,49137.917147646825,49141.53296076671,49140.59350478994,49141.28926705564
296,49141.560180204186,49137.917147646825,49142.94214473186,49142.94214473186,49141.98002793887
304,49142.095294323946,49137.917147646825,49143.17700872605,49142.94214473186,49143.64191720619
312,49142.160089420395,49137.917147646825,49143.17700872605,49142.94214473186,49144.03366977557
320,49142.66743120264,49137.917147646825,49143.88160070863,49142.94214473186,49144.10165308377
328,49142.666728926735,49137.917147646825,49144.11646470281,49142.94214473186,49143.70930648375
336,49143.496214458435,49137.917147646825,49145.29078467378,49145.29078467378,49145.30898094186
344,49141.8249348938,49137.917147646825,49142.70728073767,49142.94214473186,49142.61325876865
352,49139.4153582635,49137.917147646825,49141.7678247609,49142.94214473186,49141.291667930906
360,49140.595055199265,49137.917147646825,49142.70728073767,49142.94214473186,49141.49872546071
368,49141.717520967715,49137.917147646825,49143.411872720244,49142.94214473186,49143.61112071051
376,49142.36698466526,49137.917147646825,49143.88160070863,49142.94214473186,49144.395307859326
384,49143.73314067124,49137.917147646825,49145.760512662164,49145.29078467378,49145.87776785664
392,49143.92275211432,49153.71204226195,49146.23024065054,49145.29078467378,49146.06907404171
400,49144.668841157065,49153.71204226195,49145.995376656356,49145.29078467378,49146.12461159385
408,49143.62401669378,49137.917147646825,49145.29078467378,49145.29078467378,49145.10264275117
416,49144.771878521366,49153.71204226195,49146.46510464475,49147.6394246157,49146.125279298845
424,49147.2371461425,49153.71204226195,49149.75320056343,49149.98806455762,49148.10505540609
432,49147.006004109135,49153.71204226195,49148.81374458667,49147.6394246157,49148.54706396438
440,49147.8958368487,49153.71204226195,49149.518336569236,49149.98806455762,49148.96093381701
448,49146.960006422145,49153.71204226195,49149.28347257504,49149.98806455762,49147.91575103688
456,49146.0034524656,49153.71204226195,49147.6394246157,49147.6394246157,49147.75007108691
464,49145.49997265416,49153.71204226195,49146.934832633124,49147.6394246157,49146.2143919713
472,49143.367062976795,49137.917147646825,49144.11646470281,49142.94214473186,49144.794794814086
480,49141.92718928444,49137.917147646825,49143.17700872605,49142.94214473186,49143.874768032496
488,49143.518265016144,49137.917147646825,49144.58619269121,49145.29078467378,49143.529647240226
