time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
240,48861.819110648124,49153.71204226195,49148.578880592475,49147.6394246157,48985.04159635951
248,48877.82319975439,49153.71204226195,49147.169696627316,49147.6394246157,48965.59912074515
256,48748.90098120274,49137.917147646825,49145.52564866797,49145.29078467378,48991.52800769323
264,48874.995719242645,49137.917147646825,49145.05592067959,49145.29078467378,48985.76567064379
272,48845.36730806734,49153.71204226195,49147.40456062151,49147.6394246157,48980.45181677952
280,48798.42085903657,49153.71204226195,49147.40456062151,49147.6394246157,48949.759850762624
288,48737.04479798302,49153.71204226195,49149.75320056343,49149.98806455762,48971.24454846151
296,48765.499613917345,49153.71204226195,49149.04860858085,49149.98806455762,48975.171382273846
304,48816.052965698196,49153.71204226195,49150.457792545996,49149.98806455762,48977.39841916407
312,48926.5280274747,49153.71204226195,49148.81374458667,49147.6394246157,48985.00637932556
320,48862.09012570884,49153.71204226195,49148.34401659827,49147.6394246157,48995.98402345261
328,48813.57179979284,49153.71204226195,49146.23024065054,49145.29078467378,48960.18067778523
336,48798.90963899236,49153.71204226195,49146.69996863894,49147.6394246157,48923.584810074586
344,48831.177962522386,49153.71204226195,49148.34401659827,49147.6394246157,48963.5694151707
352,48750.21304261846,49153.71204226195,49147.6394246157,49147.6394246157,48972.99072388869
360,48861.93612776382,49153.71204226195,49149.04860858085,49149.98806455762,48930.59116901753
368,48861.78143201121,49153.71204226195,49148.578880592475,49147.6394246157,48952.231897834565
376,48703.812167736156,49153.71204226195,49148.81374458667,49149.98806455762,48935.08198166627
384,48850.48207946807,49153.71204226195,49149.518336569236,49149.98806455762,48968.1344842723
392,48892.21956895185,49153.71204226195,49148.34401659827,49147.6394246157,48993.07713943663
400,48782.11166921499,49153.71204226195,49149.28347257504,49149.98806455762,48957.82413300576
408,48828.0640731186,49153.71204226195,49148.578880592475,49147.6394246157,48954.97995820545
416,48831.656085089366,49153.71204226195,49148.578880592475,49147.6394246157,48976.16438823736
424,48812.789501513624,49153.71204226195,49148.34401659827,49147.6394246157,48908.67801561094
432,48893.91570803553,49153.71204226195,49147.169696627316,49147.6394246157,48986.62861411252
440,48736.28487730878,49137.917147646825,49145.760512662164,49145.29078467378,48845.15684059709
448,48682.01613640014,49137.917147646825,49142.70728073767,49142.94214473186,48862.61090233427
456,48794.61822472446,49137.917147646825,49143.17700872605,49142.94214473186,49007.659714306676
464,48938.25940008286,49137.917147646825,49144.58619269121,49145.29078467378,49012.52563786864
472,48856.32473790739,49137.917147646825,49144.58619269121,49145.29078467378,49017.917339758045
480,48747.04434886858,49137.917147646825,49145.760512662164,49145.29078467378,48899.84729727302
488,48685.341616920414,49137.917147646825,49145.760512662164,49145.29078467378,48865.19436123435
496,48716.73984206612,49137.917147646825,49145.760512662164,49145.29078467378,48929.44501834192
504,48811.68300258617,49137.917147646825,49145.760512662164,49145.29078467378,48890.530908044115
512,48861.84431372882,49153.71204226195,49145.995376656356,49145.29078467378,48987.414265435465
520,48810.28459138757,49153.71204226195,49145.995376656356,49145.29078467378,48926.99171382728
528,48908.143934212836,49153.71204226195,49146.69996863894,49147.6394246157,48987.19990479089
536,48858.449390731796,49137.917147646825,49145.760512662164,49145.29078467378,48976.177102433474
544,48862.52012903406,49153.71204226195,49147.40456062151,49147.6394246157,48983.13639456939
552,48777.07670425801,49153.71204226195,49146.934832633124,49147.6394246157,48915.34534009198
560,48720.38900262291,49153.71204226195,49146.69996863894,49147.6394246157,48919.209975465485
568,48669.3150011665,49153.71204226195,49146.46510464475,49145.29078467378,48882.25860372804
576,48720.72808541659,49153.71204226195,49148.34401659827,49147.6394246157,48900.36981582274
584,48837.840772550415,49153.71204226195,49148.578880592475,49147.6394246157,48936.90944462708
592,48833.52911173797,49153.71204226195,49149.98806455762,49149.98806455762,48881.139049606885
600,48830.523511490865,49153.71204226195,49148.34401659827,49147.6394246157,48986.656472919545
608,48955.896660871265,49153.71204226195,49147.87428860989,49147.6394246157,49021.651376387104
616,48875.45275122229,49153.71204226195,49148.81374458667,49147.6394246157,49025.077111491424
624,48863.86296452027,49153.71204226195,49148.578880592475,49147.6394246157,48991.455414645934
632,48941.63398400571,49153.71204226195,49149.04860858085,49149.98806455762,48999.30668550088
640,49003.64598154605,49153.71204226195,49149.28347257504,49149.98806455762,49088.66729843739
648,48876.20416798297,49153.71204226195,49148.81374458667,49147.6394246157,48986.60444666779
656,48815.76816929271,49153.71204226195,49149.98806455762,49149.98806455762,48938.98902720742
664,48703.54244128701,49153.71204226195,49149.04860858085,49149.98806455762,48874.31044678586
672,48910.57693626039,49153.71204226195,49148.578880592475,49147.6394246157,48985.28252104089
680,48640.478692626166,49153.71204226195,49148.34401659827,49147.6394246157,48871.206516848266
688,48779.765590671246,49153.71204226195,49147.169696627316,49147.6394246157,48919.132521478576
696,48877.000875851474,49153.71204226195,49145.995376656356,49145.29078467378,49002.73246195139
704,48827.91878153755,49153.71204226195,49145.995376656356,49145.29078467378,48977.762766959815
712,48810.991850888495,49153.71204226195,49146.23024065054,49145.29078467378,48912.281601714094
720,48605.00964299688,49153.71204226195,49146.23024065054,49145.29078467378,48894.47828753102
728,48673.21753662639,49153.71204226195,49146.69996863894,49147.6394246157,48844.527281105555
736,48763.92731129359,49153.71204226195,49146.46510464475,49147.6394246157,48914.151041719946
744,48750.26564612244,49153.71204226195,49148.578880592475,49147.6394246157,48873.74232067941
752,48875.700260505015,49153.71204226195,49146.69996863894,49147.6394246157,49016.743429195514
760,48764.35720639348,49137.917147646825,49145.760512662164,49145.29078467378,48942.45319378686
768,48889.4495515641,49137.917147646825,49144.821056685396,49145.29078467378,48995.47035386544
776,48954.004368973634,49137.917147646825,49145.760512662164,49145.29078467378,49044.59854173213
784,48906.20828441181,49137.917147646825,49145.760512662164,49145.29078467378,49036.44147885345
792,48732.28303554946,49137.917147646825,49145.52564866797,49145.29078467378,48884.1537645326
800,48713.446165042,49137.917147646825,49144.821056685396,49145.29078467378,48849.939285798566
808,48858.59965982445,49137.917147646825,49143.646736714436,49142.94214473186,48946.83418490389
816,48844.80600079638,49137.917147646825,49144.58619269121,49145.29078467378,48998.81899376954
824,48894.68001007708,49153.71204226195,49146.46510464475,49147.6394246157,49009.344204133726
