time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,48577.166327464234,49153.71204226195,49146.23024065054,49145.29078467378,48760.3868524925
8,48764.620498206015,49153.71204226195,49147.6394246157,49147.6394246157,48848.68251366381
16,48595.69346685265,49153.71204226195,49146.934832633124,49147.6394246157,48716.19122295186
24,48420.66901417463,49153.71204226195,49147.6394246157,49147.6394246157,48664.66419787706
32,48485.210779746034,49153.71204226195,49148.81374458667,49147.6394246157,48687.62388206218
40,48673.684268378674,49153.71204226195,49149.75320056343,49149.98806455762,48832.14685680332
48,48641.7628792908,49153.71204226195,49149.75320056343,49149.98806455762,48769.02995059739
56,48591.97505740412,49153.71204226195,49147.87428860989,49147.6394246157,48786.75325843639
64,48608.93460203758,49153.71204226195,49148.34401659827,49147.6394246157,48805.592140210145
72,48704.085985351965,49153.71204226195,49147.87428860989,49147.6394246157,48826.904977640734
80,48512.18975106127,49153.71204226195,49147.87428860989,49147.6394246157,48690.2551681448
88,48514.66031090339,49153.71204226195,49147.169696627316,49147.6394246157,48721.042481775105
96,48498.806467194794,49153.71204226195,49149.518336569236,49149.98806455762,48679.45203568259
104,48549.35869508947,49153.71204226195,49149.75320056343,49149.98806455762,48692.229670086585
112,48567.51334196246,49153.71204226195,49149.75320056343,49149.98806455762,48758.616948707015
120,48736.79510384114,49153.71204226195,49151.866976511155,49152.33670449954,48999.768755804755
128,48799.17402710298,49153.71204226195,49149.04860858085,49149.98806455762,49006.67316857542
136,48717.80523395209,49153.71204226195,49146.23024065054,49145.29078467378,48863.394722530946
144,48751.00934430139,49153.71204226195,49148.578880592475,49147.6394246157,48903.65451447968
152,48812.44657278033,49153.71204226195,49148.578880592475,49147.6394246157,48959.09375441764
160,48813.921284123986,49153.71204226195,49147.6394246157,49147.6394246157,48980.24347309589
168,48859.84694999175,49153.71204226195,49148.34401659827,49147.6394246157,49055.202363112934
176,48845.315565543875,49153.71204226195,49148.81374458667,49149.98806455762,48951.26918979305
184,48879.40585815046,49153.71204226195,49148.81374458667,49149.98806455762,49056.1677162029
192,48797.74788831819,49153.71204226195,49149.28347257504,49149.98806455762,48905.52046934658
200,48846.17999089601,49153.71204226195,49148.81374458667,49147.6394246157,48965.617971859865
208,48877.90017351204,49153.71204226195,49148.34401659827,49147.6394246157,48998.64778879107
216,48779.52541677962,49153.71204226195,49147.87428860989,49147.6394246157,48949.238057457675
224,48797.70429309527,49153.71204226195,49149.518336569236,49149.98806455762,48977.760172816124
232,48641.83460431369,49153.71204226195,49149.75320056343,49149.98806455762,48946.08575918449
