time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49139.62196204879,49173.23734167499,49148.578880592475,49147.6394246157,49145.831630043824
8,49135.221854224554,49173.23734167499,49145.995376656356,49145.29078467378,49144.6369616814
16,49148.2783085106,49173.23734167499,49149.04860858085,49149.98806455762,49152.110186127524
24,49138.29169075335,49173.23734167499,49146.69996863894,49147.6394246157,49140.191426653604
32,49137.68621146226,49173.23734167499,49149.518336569236,49149.98806455762,49163.558761440356
40,49146.47816383516,49173.23734167499,49148.34401659827,49147.6394246157,49148.10686581635
48,49138.876880483855,49173.23734167499,49149.04860858085,49149.98806455762,49141.61182856221
56,49139.800407121336,49173.23734167499,49147.6394246157,49147.6394246157,49148.62661860904
64,49137.21608338983,49173.23734167499,49147.6394246157,49147.6394246157,49151.12592639579
72,49126.43420242069,49173.23734167499,49146.69996863894,49147.6394246157,49151.60108087259
80,49139.216186359976,49173.23734167499,49148.109152604084,49147.6394246157,49152.55076017596
88,49137.63718238014,49173.23734167499,49147.40456062151,49147.6394246157,49154.919866496246
96,49125.34327185087,49173.23734167499,49148.81374458667,49149.98806455762,49149.44391903336
104,49154.544847110956,49173.23734167499,49150.6926565402,49149.98806455762,49141.96261605224
112,49140.37843893633,49173.23734167499,49148.34401659827,49147.6394246157,49141.45061706549
120,49146.99802052622,49173.23734167499,49151.16238452858,49149.98806455762,49153.98077025016
128,49142.87609959858,49173.23734167499,49149.04860858085,49149.98806455762,49157.054953030405
136,49136.745795191186,49173.23734167499,49144.821056685396,49145.29078467378,49141.770502328065
144,49137.62284979781,49173.23734167499,49148.34401659827,49147.6394246157,49149.76228885575
152,49145.17820136933,49173.23734167499,49148.34401659827,49147.6394246157,49154.85001254499
160,49141.30955185342,49173.23734167499,49148.81374458667,49147.6394246157,49156.01832815893
168,49135.148939162,49173.23734167499,49150.22292855181,49149.98806455762,49156.62055394741
176,49140.69814921708,49173.23734167499,49150.6926565402,49149.98806455762,49154.87668403023
184,49133.94941983525,49173.23734167499,49148.34401659827,49147.6394246157,49153.676352844894
192,49137.03057274108,49173.23734167499,49149.98806455762,49149.98806455762,49152.82472926826
200,49142.9224994689,49173.23734167499,49147.169696627316,49147.6394246157,49153.51088242763
208,49143.93080431143,49173.23734167499,49148.34401659827,49147.6394246157,49153.04276933167
216,49136.95008411054,49173.23734167499,49148.109152604084,49147.6394246157,49159.96257613961
224,49134.814608904024,49173.23734167499,49148.578880592475,49147.6394246157,49160.54995310652
232,49138.26083017438,49173.23734167499,49149.75320056343,49149.98806455762,49146.52347554095
240,49137.84867669466,49173.23734167499,49149.98806455762,49149.98806455762,49151.70527243544
248,49140.162607451086,49173.23734167499,49148.81374458667,49147.6394246157,49156.1861625419
256,49137.53543015822,49173.23734167499,49145.29078467378,49145.29078467378,49152.72251198502
264,49140.047281915904,49173.23734167499,49144.821056685396,49145.29078467378,49155.50791762923
272,49139.328045263734,49173.23734167499,49147.6394246157,49147.6394246157,49150.474580591406
280,49132.474157608805,49173.23734167499,49146.69996863894,49147.6394246157,49146.95271598624
288,49133.82061690041,49173.23734167499,49147.40456062151,49147.6394246157,49149.03148157836
296,49145.043113807544,49173.23734167499,49151.16238452858,49149.98806455762,49154.37755103274
304,49137.20975654033,49173.23734167499,49150.22292855181,49149.98806455762,49159.89780280118
312,49136.96836963268,49173.23734167499,49147.87428860989,49147.6394246157,49135.088813352355
320,49139.34817747233,49173.23734167499,49148.34401659827,49147.6394246157,49152.03315863587
328,49132.85847677771,49173.23734167499,49146.69996863894,49147.6394246157,49156.09979323591
336,49141.42190331427,49173.23734167499,49147.87428860989,49147.6394246157,49149.3738491556
344,49140.23660617248,49173.23734167499,49146.69996863894,49147.6394246157,49144.1570182712
352,49138.21356725141,49173.23734167499,49147.169696627316,49147.6394246157,49153.17484725778
360,49133.87603943325,49173.23734167499,49148.109152604084,49147.6394246157,49149.07222287545
368,49140.63331660646,49173.23734167499,49147.6394246157,49147.6394246157,49146.436909344244
376,49141.8359114416,49173.23734167499,49148.81374458667,49149.98806455762,49155.419778000876
384,49135.859889578205,49173.23734167499,49147.40456062151,49147.6394246157,49145.81695152447
392,49139.80556347834,49173.23734167499,49147.6394246157,49147.6394246157,49142.34974769394
400,49140.802399447435,49173.23734167499,49148.34401659827,49147.6394246157,49136.5589223946
408,49129.101198341756,49173.23734167499,49148.109152604084,49147.6394246157,49148.638884925385
416,49137.50236292883,49173.23734167499,49148.109152604084,49147.6394246157,49152.56272284774
424,49129.516068342724,49173.23734167499,49147.40456062151,49147.6394246157,49150.06531288122
432,49126.13759855545,49173.23734167499,49146.46510464475,49147.6394246157,49142.233835588886
440,49139.43784999843,49173.23734167499,49144.58619269121,49145.29078467378,49152.7277560204
448,49131.713111876816,49173.23734167499,49142.70728073767,49142.94214473186,49141.40004565304
456,49126.5748307953,49173.23734167499,49142.23755274929,49142.94214473186,49144.29703898507
464,49137.95938936067,49173.23734167499,49143.88160070863,49142.94214473186,49148.557868956
472,49130.41561190784,49173.23734167499,49143.646736714436,49142.94214473186,49143.669589477046
480,49124.47036383462,49173.23734167499,49144.58619269121,49145.29078467378,49143.57530439402
488,49126.197819931884,49173.23734167499,49145.05592067959,49145.29078467378,49145.02770547337
496,49129.59970710857,49173.23734167499,49145.52564866797,49145.29078467378,49154.39835315973
504,49130.487147695734,49173.23734167499,49145.52564866797,49145.29078467378,49160.97378300099
512,49139.90355990453,49173.23734167499,49145.52564866797,49145.29078467378,49150.648672715964
520,49132.122148111834,49173.23734167499,49147.169696627316,49147.6394246157,49149.53056712211
528,49131.39792466985,49173.23734167499,49145.760512662164,49145.29078467378,49147.44898908522
536,49129.73538737597,49173.23734167499,49145.760512662164,49145.29078467378,49146.57188161806
544,49134.5166827481,49173.23734167499,49148.81374458667,49147.6394246157,49159.18768446276
552,49128.23155757039,49173.23734167499,49147.6394246157,49147.6394246157,49147.88593525119
560,49128.14291665494,49173.23734167499,49145.995376656356,49145.29078467378,49154.27594759305
568,49127.241398934566,49173.23734167499,49146.23024065054,49145.29078467378,49140.814667068094
576,49136.45288410959,49173.23734167499,49148.578880592475,49147.6394246157,49157.04099119921
584,49123.870341791735,49173.23734167499,49148.109152604084,49147.6394246157,49150.26648215504
592,49133.11972864518,49173.23734167499,49150.457792545996,49149.98806455762,49158.275630148295
600,49137.55375807964,49173.23734167499,49147.40456062151,49147.6394246157,49146.46770990155
608,49128.91710018692,49173.23734167499,49147.87428860989,49147.6394246157,49151.3487501794
616,49137.21169730826,49173.23734167499,49148.34401659827,49147.6394246157,49159.40998695317
624,49143.55038773159,49173.23734167499,49148.81374458667,49147.6394246157,49148.74300457121
632,49131.291540186394,49173.23734167499,49148.34401659827,49147.6394246157,49146.62913763551
