time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
640,49132.41949517904,49173.23734167499,49146.934832633124,49147.6394246157,49157.867230379496
648,49130.76728495032,49173.23734167499,49147.6394246157,49147.6394246157,49145.95605155498
656,49128.712771610786,49173.23734167499,49148.81374458667,49147.6394246157,49147.87958670109
664,49134.87925991522,49173.23734167499,49148.578880592475,49147.6394246157,49143.477354280214
672,49136.42440453781,49173.23734167499,49150.22292855181,49149.98806455762,49153.70316606038
680,49138.51196840798,49173.23734167499,49147.40456062151,49147.6394246157,49157.318865899775
688,49136.199168497355,49173.23734167499,49147.40456062151,49147.6394246157,49147.48081616819
696,49123.51740273991,49173.23734167499,49147.169696627316,49147.6394246157,49148.9910073022
704,49129.23752242478,49173.23734167499,49144.11646470281,49145.29078467378,49141.60928979028
712,49128.40507248923,49173.23734167499,49146.23024065054,49145.29078467378,49139.9324882379
720,49123.75268584102,49173.23734167499,49146.46510464475,49147.6394246157,49152.2987036616
728,49133.03102991547,49173.23734167499,49147.40456062151,49147.6394246157,49147.743728122055
736,49130.15557032811,49173.23734167499,49146.23024065054,49145.29078467378,49146.83463770709
744,49130.84284206407,49173.23734167499,49145.29078467378,49145.29078467378,49148.02952155979
752,49131.42788097638,49173.23734167499,49147.40456062151,49147.6394246157,49145.76688032297
760,49132.60301510373,49173.23734167499,49144.821056685396,49145.29078467378,49140.82975589775
768,49129.17682148484,49173.23734167499,49142.23755274929,49142.94214473186,49141.33640727855
776,49132.60614045283,49173.23734167499,49145.05592067959,49145.29078467378,49153.751426517105
784,49135.66661781316,49173.23734167499,49144.821056685396,49145.29078467378,49142.52901781476
792,49116.270075732886,49173.23734167499,49144.35132869702,49145.29078467378,49143.776227064925
800,49120.41499096243,49173.23734167499,49143.17700872605,49142.94214473186,49145.857687492484
808,49128.15507188879,49173.23734167499,49142.94214473186,49142.94214473186,49143.44547079144
816,49129.69478336375,49173.23734167499,49145.995376656356,49145.29078467378,49145.64753814726
824,49131.038356732504,49173.23734167499,49147.169696627316,49147.6394246157,49153.13395993623
