time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,48851.403178014974,49137.917147646825,49145.05592067959,49145.29078467378,49014.42071742628
8,48952.44470489886,49137.917147646825,49143.646736714436,49142.94214473186,49001.92740858912
16,48954.04070551149,49137.917147646825,49145.05592067959,49145.29078467378,49028.94671269619
24,48954.527099272935,49153.71204226195,49146.23024065054,49145.29078467378,48990.17463558963
32,48907.8906604561,49153.71204226195,49147.169696627316,49147.6394246157,48973.63018707279
40,48874.17388001228,49153.71204226195,49147.40456062151,49147.6394246157,49006.921735409785
48,48990.126111033685,49153.71204226195,49150.22292855181,49149.98806455762,49095.25092546215
56,48990.41768336398,49153.71204226195,49151.63211251696,49152.33670449954,49059.58296617598
64,48930.07165903976,49153.71204226195,49152.80643248793,49152.33670449954,49087.63959593121
72,48908.58806060025,49153.71204226195,49153.5110244705,49152.33670449954,48997.79246816975
80,48896.194392021556,49153.71204226195,49151.866976511155,49152.33670449954,49042.93885965182
88,48865.1858254313,49153.71204226195,49149.75320056343,49149.98806455762,48990.842606135084
96,49034.680647830326,49153.71204226195,49149.28347257504,49149.98806455762,49076.935268497145
104,49034.32434390697,49153.71204226195,49148.109152604084,49147.6394246157,49064.09663344589
112,49032.42387580055,49153.71204226195,49146.23024065054,49145.29078467378,49088.35538637117
120,48764.83357073065,49137.917147646825,49145.05592067959,49145.29078467378,48896.78779762815
128,48811.06619982048,49153.71204226195,49146.23024065054,49145.29078467378,48956.4171422143
136,49032.31381843224,49137.917147646825,49145.29078467378,49145.29078467378,49053.861138254884
144,48950.938591374106,49153.71204226195,49147.40456062151,49147.6394246157,49085.879711042384
152,48823.98382706634,49137.917147646825,49145.52564866797,49145.29078467378,49051.730751077666
160,48938.72288800066,49137.917147646825,49145.52564866797,49145.29078467378,49026.97440607343
168,48873.54065604821,49153.71204226195,49146.46510464475,49145.29078467378,48932.59730203776
176,48873.529879164555,49137.917147646825,49145.29078467378,49145.29078467378,49023.09255009738
184,48840.640433950946,49137.917147646825,49145.05592067959,49145.29078467378,49004.558724209906
192,48997.29865935557,49153.71204226195,49146.69996863894,49147.6394246157,48945.00446802304
200,48963.707502720645,49153.71204226195,49147.40456062151,49147.6394246157,49086.46587705669
208,49063.9140810559,49153.71204226195,49146.23024065054,49145.29078467378,49102.38896352893
216,48937.48915828303,49153.71204226195,49146.69996863894,49147.6394246157,49046.068416064445
224,48951.54112058432,49153.71204226195,49146.46510464475,49145.29078467378,49115.98053664961
232,48986.491162519415,49153.71204226195,49147.40456062151,49147.6394246157,49049.41249422604
240,48988.106283924106,49153.71204226195,49149.75320056343,49149.98806455762,49051.603534929825
248,49051.639101435656,49153.71204226195,49150.927520534395,49149.98806455762,49097.84923742203
256,49094.486150218676,49153.71204226195,49150.457792545996,49149.98806455762,49115.1402626853
264,49021.94511038033,49153.71204226195,49147.6394246157,49147.6394246157,49080.8438804127
272,48952.7436457868,49153.71204226195,49147.169696627316,49147.6394246157,49057.60371547134
280,48874.14069487529,49153.71204226195,49146.46510464475,49145.29078467378,49038.006857991
288,49033.26334197876,49153.71204226195,49148.34401659827,49147.6394246157,49088.241876627166
296,49028.78055071924,49137.917147646825,49145.760512662164,49145.29078467378,49068.35924748115
304,49091.63258547394,49153.71204226195,49145.995376656356,49145.29078467378,49111.95381268147
312,48957.21345103479,49153.71204226195,49146.23024065054,49145.29078467378,49043.1210577724
320,49029.2589623283,49153.71204226195,49147.6394246157,49147.6394246157,49048.92228153542
328,48923.41038952241,49153.71204226195,49148.34401659827,49147.6394246157,49023.67938764091
336,49055.166970610444,49153.71204226195,49152.57156849373,49152.33670449954,49086.61438295296
344,49098.54382449198,49153.71204226195,49151.39724852277,49152.33670449954,49086.497074504245
352,48980.35475920332,49153.71204226195,49149.518336569236,49149.98806455762,49085.09084506712
360,48881.7862790242,49153.71204226195,49146.934832633124,49147.6394246157,49029.49927738262
368,48859.00315319649,49153.71204226195,49148.34401659827,49147.6394246157,49050.42854233735
376,48969.175849456304,49153.71204226195,49146.934832633124,49147.6394246157,49041.582497546886
