time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
384,48985.416628807856,49153.71204226195,49147.6394246157,49147.6394246157,49083.36781432211
392,48921.98133555358,49153.71204226195,49148.578880592475,49147.6394246157,49051.897037132374
400,48969.1215235614,49153.71204226195,49147.6394246157,49147.6394246157,49064.19380112696
408,48924.60595744325,49137.917147646825,49145.52564866797,49145.29078467378,49012.572049426126
416,48917.76938940198,49137.917147646825,49144.821056685396,49145.29078467378,49045.11297093772
424,48853.23483598799,49137.917147646825,49145.52564866797,49145.29078467378,49015.5093638752
432,48928.43623845814,49137.917147646825,49145.52564866797,49145.29078467378,49071.742476155276
440,48971.284940853424,49153.71204226195,49147.40456062151,49147.6394246157,49035.21325829114
448,48988.51707161496,49137.917147646825,49145.760512662164,49145.29078467378,49021.56907525727
456,48954.00344743865,49153.71204226195,49146.23024065054,49145.29078467378,49052.37323406264
464,48915.109907207705,49153.71204226195,49146.46510464475,49145.29078467378,49025.40975331423
472,48945.40540499773,49137.917147646825,49144.11646470281,49145.29078467378,49025.41115857972
480,49053.67779400226,49153.71204226195,49146.934832633124,49147.6394246157,49135.32364299337
488,48798.01506786815,49153.71204226195,49147.87428860989,49147.6394246157,48964.30945575069
496,49006.59529505863,49153.71204226195,49147.40456062151,49147.6394246157,49025.695306874346
504,49017.476344808485,49153.71204226195,49147.6394246157,49147.6394246157,49117.22413510523
512,49061.42343576479,49153.71204226195,49147.169696627316,49147.6394246157,49062.14181628572
520,48982.395957621884,49153.71204226195,49149.28347257504,49149.98806455762,49072.97086774135
