
1,1995.7641045973007,46873.703518013026
2,1995.744396214385,46873.24063520264
3,1995.6560609980024,46871.16594173893
4,2074.0762672722085,48712.9895772333
1,1995.7641045973007,46873.703518013026
2,1995.744396214385,46873.24063520264
3,1995.6560609980024,46871.16594173893
4,1995.2186771562244,46860.89328452666
5,1994.9894489869407,46855.5094953202
6,1995.0259999206853,46856.367952303015
7,1995.0468003407523,46856.85648334785
8,1994.804424171729,46851.163892394616
9,1994.8651556285106,46852.59026753226
10,1994.9166471965123,46853.799629142995
11,1994.727380974309,46849.354410008586
12,1994.9500619074695,46854.584426930945
13,1995.0153441972354,46856.117685640435
14,1994.752532555117,46849.945135004134
15,1994.8869976177227,46853.103261489916
16,1994.8041162897002,46851.15666129406
17,1994.7965491949542,46850.978936003376
18,1994.8683998135853,46852.66646239367
19,1994.7685451566379,46850.321216493176
20,1994.8403311802679,46852.00722576683
21,1994.697742154749,46848.658295053174
22,1994.848714000197,46852.20410966463
23,1994.7477158355837,46849.83200666255
24,1994.8526752072914,46852.297144931916
25,1994.8433086743962,46852.07715696595
26,1994.6282063622039,46847.02513604598
27,1994.3824834083846,46841.25394051323
28,1994.2741968063024,46838.71065693112
29,1994.2686302699965,46838.579917946576
30,1994.4015329796737,46841.70135008167
31,1994.2279215525896,46837.623808782206
32,1994.3694413232395,46840.94762633965
33,1994.2704798030823,46838.62335718136
34,1994.3968191342178,46841.59063790189
35,1994.1923395103267,46836.78810776135
36,1994.2105542727054,46837.215910510895
37,1994.260353107153,46838.385515573966
38,1994.3057352212259,46839.45138691376
39,1994.2826031722288,46838.90809384423
40,1994.1938442048424,46836.82344791225
41,1994.209333972138,46837.18724980552
42,1994.0206494879399,46832.75569371611
43,1994.229451620291,46837.659744862845
44,1994.3043987864728,46839.41999861178
45,1994.2196814134736,46837.430275970895
46,1994.2979394183606,46839.26829004808
47,1994.2576925156593,46838.32302733872
48,1994.2971927684612,46839.25075378418
49,1994.2028553369203,46837.0350887231
50,1994.3614748605266,46840.76052125522
51,1994.3401104328195,46840.25874359129
52,1994.6944960086098,46848.58205413304
53,1994.406005062818,46841.806384087904
54,1994.263167935613,46838.451626310394
55,1994.7659233434313,46850.25963902786
56,1994.7255827736926,46849.31217639873
57,1994.258928393861,46838.35205390969
58,1994.183001232684,46836.56878341506
59,1994.1340530471568,46835.41915719878
60,1994.1877573769598,46836.680489050086
61,1994.106999580888,46834.783763389416
62,1994.2790363566455,46838.82432149068
63,1994.3448403602467,46840.369833481804
