time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49141.60414035345,49156.40311409967,49144.11646470281,49142.94214473186,49144.48687641651
8,49143.37291222617,49156.40311409967,49146.23024065054,49145.29078467378,49145.908365892705
16,49143.18921463234,49156.40311409967,49146.46510464475,49145.29078467378,49145.86995490082
24,49140.85621995392,49156.40311409967,49143.411872720244,49142.94214473186,49143.51215141455
32,49143.56445389651,49156.40311409967,49145.760512662164,49145.29078467378,49146.637322082905
40,49141.73131806085,49156.40311409967,49144.58619269121,49145.29078467378,49145.07875862294
48,49140.181222460706,49156.40311409967,49144.35132869702,49145.29078467378,49144.60016649938
56,49141.40633969364,49156.40311409967,49144.35132869702,49145.29078467378,49144.34550661831
64,49141.075343849596,49156.40311409967,49144.58619269121,49145.29078467378,49144.02683962038
72,49143.116435100834,49156.40311409967,49146.934832633124,49147.6394246157,49146.58621680504
80,49147.28807708174,49156.40311409967,49149.75320056343,49149.98806455762,49150.15219591365
88,49147.96874327866,49156.40311409967,49151.39724852277,49152.33670449954,49151.60676904894
96,49147.7302182362,49156.40311409967,49150.927520534395,49149.98806455762,49150.96235581742
104,49146.161007062394,49156.40311409967,49149.75320056343,49149.98806455762,49150.39899236191
112,49146.12163745202,49156.40311409967,49149.75320056343,49149.98806455762,49149.85372049134
120,49144.217786423054,49156.40311409967,49148.109152604084,49147.6394246157,49147.96134323952
128,49145.65786380184,49156.40311409967,49148.109152604084,49147.6394246157,49148.078200253905
136,49147.67946188567,49156.40311409967,49150.22292855181,49149.98806455762,49149.8056183434
144,49143.536258951586,49156.40311409967,49146.934832633124,49147.6394246157,49147.18177268033
152,49141.90864034977,49156.40311409967,49144.821056685396,49145.29078467378,49144.49107233619
160,49143.770567016625,49156.40311409967,49146.23024065054,49145.29078467378,49147.59011607937
168,49145.04719852692,49156.40311409967,49147.87428860989,49147.6394246157,49148.58178932508
176,49145.94833882536,49156.40311409967,49148.34401659827,49147.6394246157,49148.439104707155
184,49143.28183654119,49156.40311409967,49147.40456062151,49147.6394246157,49147.08464317691
192,49143.48030966496,49156.40311409967,49147.6394246157,49147.6394246157,49148.072389671
200,49145.8542451571,49156.40311409967,49148.81374458667,49149.98806455762,49148.79678626423
208,49145.649955273795,49156.40311409967,49148.109152604084,49147.6394246157,49147.2755464584
216,49143.425168430804,49156.40311409967,49145.760512662164,49145.29078467378,49145.90707476595
224,49141.44780526837,49156.40311409967,49143.88160070863,49142.94214473186,49143.764302578864
232,49144.16257533632,49156.40311409967,49146.934832633124,49147.6394246157,49146.54262806816
240,49144.690153047566,49156.40311409967,49148.34401659827,49147.6394246157,49148.07658620296
248,49145.4390984648,49156.40311409967,49149.04860858085,49149.98806455762,49149.625155419555
256,49142.20343857506,49156.40311409967,49146.46510464475,49145.29078467378,49145.31348642637
264,49142.204837863734,49156.40311409967,49145.760512662164,49145.29078467378,49146.19055076146
272,49142.61146789137,49156.40311409967,49145.760512662164,49145.29078467378,49147.319930794154
280,49138.55273854704,49156.40311409967,49142.0026887551,49142.94214473186,49142.68172912686
288,49137.80898243867,49156.40311409967,49140.82836878413,49140.59350478994,49142.41362771314
296,49138.85535411155,49156.40311409967,49142.0026887551,49142.94214473186,49141.13230653302
304,49141.192365374176,49156.40311409967,49143.17700872605,49142.94214473186,49145.03099236271
312,49139.40303524597,49156.40311409967,49142.94214473186,49142.94214473186,49143.99144016809
320,49140.77591637773,49156.40311409967,49144.11646470281,49145.29078467378,49145.57103615192
328,49140.31143637454,49156.40311409967,49143.17700872605,49142.94214473186,49144.156369301854
336,49142.10121018577,49156.40311409967,49145.52564866797,49145.29078467378,49146.09171161706
344,49140.519799833426,49156.40311409967,49142.70728073767,49142.94214473186,49141.78485294154
352,49139.36864668629,49156.40311409967,49141.063232778324,49140.59350478994,49141.25848997163
360,49138.04989690648,49156.40311409967,49141.53296076671,49140.59350478994,49140.87961888425
368,49141.404965515365,49156.40311409967,49143.411872720244,49142.94214473186,49144.45284858981
376,49141.16420063075,49156.40311409967,49143.88160070863,49142.94214473186,49144.125024505
384,49141.86063508645,49156.40311409967,49145.760512662164,49145.29078467378,49144.75122075571
392,49143.66645214736,49156.40311409967,49146.23024065054,49145.29078467378,49145.40547715512
400,49142.993695526246,49156.40311409967,49146.23024065054,49145.29078467378,49146.18918757347
408,49143.21192691511,49156.40311409967,49145.52564866797,49145.29078467378,49145.39902165414
416,49142.98515802798,49156.40311409967,49146.23024065054,49145.29078467378,49145.80747054161
424,49144.59716687699,49156.40311409967,49148.578880592475,49147.6394246157,49147.532011466225
432,49144.99306367829,49156.40311409967,49148.81374458667,49149.98806455762,49148.12662183154
440,49145.766812924645,49156.40311409967,49148.578880592475,49147.6394246157,49149.3320270547
448,49144.10715780855,49156.40311409967,49148.578880592475,49147.6394246157,49147.38901014237
456,49145.156846952224,49156.40311409967,49147.87428860989,49147.6394246157,49147.47129654085
464,49143.35162563428,49156.40311409967,49146.23024065054,49145.29078467378,49146.24890294235
472,49141.284199742244,49156.40311409967,49144.35132869702,49145.29078467378,49145.25603274243
480,49140.41231002344,49156.40311409967,49143.17700872605,49142.94214473186,49145.039452928024
488,49140.4683850075,49156.40311409967,49143.646736714436,49142.94214473186,49144.65277278888
496,49140.386694090834,49156.40311409967,49142.94214473186,49142.94214473186,49143.213609273145
504,49139.3917934183,49156.40311409967,49141.7678247609,49142.94214473186,49141.648882777816
512,49140.751464622044,49156.40311409967,49143.411872720244,49142.94214473186,49143.67288155062
520,49140.951904005815,49156.40311409967,49144.35132869702,49145.29078467378,49144.288700718425
528,49141.45764680114,49156.40311409967,49144.35132869702,49145.29078467378,49145.96614388435
536,49142.172512740166,49156.40311409967,49144.821056685396,49145.29078467378,49146.21856106111
544,49143.69247413057,49156.40311409967,49147.6394246157,49147.6394246157,49147.31218358965
552,49146.33144241297,49156.40311409967,49149.28347257504,49149.98806455762,49148.16955571018
560,49145.308125508,49156.40311409967,49148.81374458667,49149.98806455762,49147.624978913205
568,49146.67874623028,49156.40311409967,49147.87428860989,49147.6394246157,49149.04890969572
576,49142.83119701443,49156.40311409967,49146.934832633124,49147.6394246157,49146.38027726468
584,49145.28964203222,49156.40311409967,49148.109152604084,49147.6394246157,49148.8197064693
592,49145.17475169023,49156.40311409967,49146.934832633124,49147.6394246157,49147.40385899957
600,49142.75554021611,49156.40311409967,49144.821056685396,49145.29078467378,49145.54685305166
608,49141.32471445536,49156.40311409967,49145.05592067959,49145.29078467378,49145.3513996861
616,49142.668425361655,49156.40311409967,49144.58619269121,49145.29078467378,49145.53361920035
624,49143.79195600255,49156.40311409967,49145.52564866797,49145.29078467378,49146.73611123129
632,49143.784956262745,49156.40311409967,49146.69996863894,49147.6394246157,49147.96973626623
640,49142.354744613156,49156.40311409967,49145.52564866797,49145.29078467378,49144.47319643578
648,49141.37007757383,49156.40311409967,49143.88160070863,49142.94214473186,49143.228778353936
656,49142.12816127328,49156.40311409967,49144.821056685396,49145.29078467378,49142.55166552749
664,49141.93613328274,49156.40311409967,49144.35132869702,49145.29078467378,49145.40289495452
672,49141.32222495,49156.40311409967,49144.11646470281,49145.29078467378,49143.46696642506
680,49141.372632019185,49156.40311409967,49145.760512662164,49145.29078467378,49144.82933037214
688,49141.63186040927,49156.40311409967,49146.69996863894,49147.6394246157,49145.71566597534
696,49144.65102144943,49156.40311409967,49147.6394246157,49147.6394246157,49147.310109478414
704,49143.86983139079,49156.40311409967,49146.69996863894,49147.6394246157,49147.299594387536
712,49143.5776652347,49156.40311409967,49146.69996863894,49147.6394246157,49147.06362874116
720,49142.75929225899,49156.40311409967,49144.35132869702,49145.29078467378,49144.877422780126
728,49141.143350234124,49156.40311409967,49144.11646470281,49142.94214473186,49145.04849049762
736,49141.51587260254,49156.40311409967,49143.88160070863,49142.94214473186,49145.56234635005
744,49142.26584564266,49156.40311409967,49145.760512662164,49145.29078467378,49146.20855470424
752,49141.28000078465,49156.40311409967,49144.821056685396,49145.29078467378,49145.35172267946
760,49143.12250241124,49156.40311409967,49144.35132869702,49145.29078467378,49146.819595517634
768,49142.633984333086,49156.40311409967,49145.05592067959,49145.29078467378,49145.77925355322
776,49142.19391798619,49156.40311409967,49144.11646470281,49145.29078467378,49145.24344459367
784,49143.497710283096,49156.40311409967,49144.821056685396,49145.29078467378,49146.42611318861
792,49141.28403522539,49156.40311409967,49145.29078467378,49145.29078467378,49143.98472034764
800,49143.72288101364,49156.40311409967,49145.05592067959,49145.29078467378,49146.75374569791
808,49142.553771389394,49156.40311409967,49144.11646470281,49145.29078467378,49145.766342356575
816,49142.011679960815,49156.40311409967,49144.821056685396,49145.29078467378,49144.86239260605
824,49144.75632740224,49156.40311409967,49145.52564866797,49145.29078467378,49147.32722949699
832,49143.36761035582,49156.40311409967,49147.6394246157,49147.6394246157,49148.491723598796
