time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49144.776628125146,49150.623705642814,49147.169696627316,49147.6394246157,49147.663319098036
8,49143.644149311054,49150.623705642814,49145.995376656356,49145.29078467378,49145.68821341836
16,49142.2447113369,49150.623705642814,49145.05592067959,49145.29078467378,49144.49257175459
24,49143.983854857994,49150.623705642814,49145.29078467378,49145.29078467378,49145.514889983024
32,49144.72350010666,49150.623705642814,49145.760512662164,49145.29078467378,49144.96383082705
40,49141.53875543232,49150.623705642814,49144.11646470281,49142.94214473186,49144.21078484193
48,49141.49417187555,49150.623705642814,49143.646736714436,49142.94214473186,49143.525976567165
56,49141.47590326555,49150.623705642814,49143.646736714436,49142.94214473186,49142.97242234282
64,49143.4632234734,49150.623705642814,49145.52564866797,49145.29078467378,49145.14124834904
72,49146.26842287707,49150.623705642814,49148.34401659827,49147.6394246157,49148.18574940635
80,49144.704752873935,49150.623705642814,49146.69996863894,49147.6394246157,49147.63734539326
88,49141.52331771535,49150.623705642814,49143.88160070863,49142.94214473186,49143.79386620659
96,49139.68702097177,49150.623705642814,49142.23755274929,49142.94214473186,49142.0383138326
104,49141.24918339256,49150.623705642814,49143.646736714436,49142.94214473186,49142.96363332161
112,49138.09729322067,49150.623705642814,49140.59350478994,49140.59350478994,49141.25764027684
120,49138.20199101097,49150.623705642814,49140.82836878413,49140.59350478994,49140.25261081286
128,49140.23148622718,49150.623705642814,49142.0026887551,49142.94214473186,49141.551444425095
136,49140.71322578927,49150.623705642814,49142.472416743476,49142.94214473186,49142.4495090744
144,49141.877098995144,49150.623705642814,49142.70728073767,49142.94214473186,49143.54083198865
152,49141.23125673762,49150.623705642814,49143.17700872605,49142.94214473186,49142.86920688612
160,49142.59760346706,49150.623705642814,49143.88160070863,49142.94214473186,49143.886818252955
168,49140.42512378372,49150.623705642814,49142.94214473186,49142.94214473186,49143.23480023241
176,49139.96689893953,49150.623705642814,49142.70728073767,49142.94214473186,49142.08796541327
184,49139.954334660484,49150.623705642814,49142.70728073767,49142.94214473186,49143.02668297875
192,49140.459992036835,49150.623705642814,49142.23755274929,49142.94214473186,49142.50879773383
200,49140.04667293672,49150.623705642814,49142.472416743476,49142.94214473186,49142.87951192813
208,49139.235672101495,49150.623705642814,49141.7678247609,49142.94214473186,49142.17184306872
216,49139.93435178287,49150.623705642814,49142.23755274929,49142.94214473186,49142.43528825655
224,49139.63549941102,49150.623705642814,49141.298096772516,49140.59350478994,49141.45124403777
232,49136.45194852585,49150.623705642814,49139.18432082479,49138.24486484801,49138.969028646294
240,49138.426184041404,49150.623705642814,49141.53296076671,49140.59350478994,49140.840918213806
248,49138.01715278814,49150.623705642814,49141.298096772516,49140.59350478994,49139.55424382471
256,49137.72348470899,49150.623705642814,49140.35864079575,49140.59350478994,49139.838560271404
264,49138.074289535565,49150.623705642814,49139.654048813165,49140.59350478994,49140.0600451122
272,49134.601825385354,49126.867966780745,49138.010000853836,49138.24486484801,49137.09535043755
280,49135.634060125085,49126.867966780745,49138.47972884221,49138.24486484801,49137.66406595429
288,49136.96868578733,49150.623705642814,49139.41918481898,49138.24486484801,49139.08171411896
296,49139.79160572688,49150.623705642814,49141.7678247609,49140.59350478994,49141.95925715393
304,49142.66425100433,49150.623705642814,49143.646736714436,49142.94214473186,49144.25899452087
312,49144.18237449999,49150.623705642814,49145.52564866797,49145.29078467378,49145.09761701902
320,49144.30398990189,49150.623705642814,49145.05592067959,49145.29078467378,49146.372892081614
