time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
328,49144.38235961569,49150.623705642814,49145.995376656356,49145.29078467378,49146.40851917882
336,49143.151343893405,49150.623705642814,49145.52564866797,49145.29078467378,49145.923892612926
344,49142.102511103374,49150.623705642814,49145.995376656356,49145.29078467378,49144.7227764639
352,49142.68360004054,49150.623705642814,49145.760512662164,49145.29078467378,49145.278892444854
360,49144.08482870386,49150.623705642814,49145.05592067959,49145.29078467378,49144.844121762435
368,49143.069095061306,49150.623705642814,49144.821056685396,49145.29078467378,49145.41151696001
376,49142.94643994943,49150.623705642814,49144.821056685396,49145.29078467378,49145.01915930699
384,49141.09652977968,49150.623705642814,49143.411872720244,49142.94214473186,49143.61202851207
392,49141.267627415495,49150.623705642814,49143.17700872605,49142.94214473186,49143.29747034417
400,49139.53881533171,49150.623705642814,49141.7678247609,49140.59350478994,49141.56590575362
408,49139.53824017905,49150.623705642814,49143.17700872605,49142.94214473186,49142.85725591591
416,49141.2834396068,49150.623705642814,49143.17700872605,49142.94214473186,49143.79140895194
424,49140.657904689564,49150.623705642814,49142.70728073767,49142.94214473186,49142.22053080467
432,49140.12677003068,49150.623705642814,49142.23755274929,49142.94214473186,49141.298854592766
440,49138.95681077587,49150.623705642814,49142.0026887551,49142.94214473186,49141.76426783569
448,49139.63883009998,49150.623705642814,49141.53296076671,49140.59350478994,49142.029877894405
456,49140.51279367705,49150.623705642814,49141.7678247609,49142.94214473186,49143.388182451534
464,49139.759231228636,49150.623705642814,49141.53296076671,49140.59350478994,49141.041929049374
472,49138.26171120944,49150.623705642814,49139.88891280737,49140.59350478994,49140.24283998138
480,49137.089200475704,49150.623705642814,49139.41918481898,49138.24486484801,49138.47330335272
488,49138.615261424515,49150.623705642814,49139.88891280737,49140.59350478994,49140.43436426439
496,49136.7152866788,49150.623705642814,49140.12377680156,49140.59350478994,49139.58574704453
504,49136.921033164144,49150.623705642814,49139.88891280737,49140.59350478994,49139.677569278916
512,49136.96715619364,49150.623705642814,49140.12377680156,49140.59350478994,49139.55658572431
520,49139.13024770939,49150.623705642814,49142.23755274929,49142.94214473186,49142.51048996289
528,49141.1971041302,49150.623705642814,49143.17700872605,49142.94214473186,49142.72427189493
536,49141.09067304472,49150.623705642814,49143.17700872605,49142.94214473186,49143.28565942627
544,49139.95197052672,49150.623705642814,49142.0026887551,49142.94214473186,49141.1005112934
552,49140.60130676773,49150.623705642814,49141.298096772516,49140.59350478994,49141.32608982192
560,49139.36552575383,49150.623705642814,49141.7678247609,49142.94214473186,49142.03240598935
568,49139.043215595135,49150.623705642814,49141.298096772516,49140.59350478994,49140.95328840424
576,49139.34148433963,49150.623705642814,49141.298096772516,49140.59350478994,49140.5322645412
584,49136.98362844988,49150.623705642814,49139.654048813165,49140.59350478994,49138.72562314437
592,49136.592635794455,49150.623705642814,49139.88891280737,49140.59350478994,49139.77927304667
600,49138.04542293622,49150.623705642814,49140.35864079575,49140.59350478994,49140.11727614412
608,49136.99908114461,49150.623705642814,49139.88891280737,49140.59350478994,49139.61298037484
616,49135.80429604164,49126.867966780745,49138.010000853836,49138.24486484801,49138.04509149789
624,49136.54400280613,49126.867966780745,49138.010000853836,49138.24486484801,49137.861125440904
632,49137.632701126284,49150.623705642814,49139.18432082479,49138.24486484801,49139.00180422482
640,49137.09071185377,49150.623705642814,49139.88891280737,49140.59350478994,49140.06600177126
648,49137.086525366154,49150.623705642814,49140.35864079575,49140.59350478994,49139.684799390685
656,49137.28355222955,49150.623705642814,49140.82836878413,49140.59350478994,49141.243179129735
664,49138.19300336883,49150.623705642814,49141.298096772516,49140.59350478994,49140.7503001214
672,49141.899727860735,49150.623705642814,49144.11646470281,49145.29078467378,49143.61034121614
680,49144.157098856565,49150.623705642814,49144.821056685396,49145.29078467378,49144.854873962046
688,49139.316446387915,49150.623705642814,49142.472416743476,49142.94214473186,49142.30225307886
696,49139.089711064145,49150.623705642814,49141.53296076671,49140.59350478994,49141.66152179589
704,49138.54690104674,49150.623705642814,49141.063232778324,49140.59350478994,49140.95685016981
712,49138.355982698595,49150.623705642814,49140.82836878413,49140.59350478994,49140.32419068837
720,49137.96443873348,49150.623705642814,49140.35864079575,49140.59350478994,49140.785152243436
728,49139.00439397129,49150.623705642814,49139.654048813165,49140.59350478994,49139.80313252234
736,49135.73211627634,49126.867966780745,49138.714592836404,49138.24486484801,49138.67911127832
744,49137.255613229696,49150.623705642814,49139.18432082479,49138.24486484801,49138.36070619893
