time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49005.9127174755,49150.623705642814,49145.52564866797,49145.29078467378,49073.363244880245
8,48977.19799501196,49150.623705642814,49143.411872720244,49142.94214473186,48996.39168142143
16,49001.555977079355,49150.623705642814,49145.05592067959,49145.29078467378,49064.28386058848
24,49069.3434845031,49150.623705642814,49146.23024065054,49145.29078467378,49041.917231479696
32,48951.785559995755,49150.623705642814,49147.40456062151,49147.6394246157,49003.77839395017
40,48902.72497932201,49150.623705642814,49147.169696627316,49147.6394246157,49010.943328270994
48,49052.2513192344,49150.623705642814,49150.22292855181,49149.98806455762,49115.03155163521
56,49077.37862647935,49150.623705642814,49151.39724852277,49152.33670449954,49081.8453207993
64,49020.24239715699,49150.623705642814,49153.04129648212,49152.33670449954,49110.65688017938
72,49028.31471532036,49150.623705642814,49152.10184050535,49152.33670449954,49022.067161686435
80,48982.11800770949,49150.623705642814,49150.927520534395,49149.98806455762,49049.660438989966
88,48908.19690966133,49150.623705642814,49148.578880592475,49147.6394246157,49000.285810477246
96,49031.584809770815,49150.623705642814,49149.518336569236,49149.98806455762,49055.700085799355
104,49095.31392867411,49150.623705642814,49148.109152604084,49147.6394246157,49093.396763510726
112,49070.2850967867,49150.623705642814,49145.995376656356,49145.29078467378,49105.1432452134
120,48877.835247559735,49150.623705642814,49145.29078467378,49145.29078467378,49014.51304177823
128,48925.55099518166,49150.623705642814,49144.821056685396,49145.29078467378,49004.45436589262
136,49117.03427973697,49150.623705642814,49145.05592067959,49145.29078467378,49098.205399004866
144,49042.352179613365,49150.623705642814,49146.46510464475,49147.6394246157,49079.24748970572
152,48923.234749010066,49150.623705642814,49144.11646470281,49142.94214473186,49091.9277828427
160,48975.458013683616,49150.623705642814,49144.35132869702,49145.29078467378,49048.47892576438
168,49043.99022638729,49150.623705642814,49146.46510464475,49147.6394246157,49047.24051222348
176,48899.17198089081,49150.623705642814,49145.29078467378,49145.29078467378,49038.12570840769
184,48853.97657913398,49150.623705642814,49143.646736714436,49142.94214473186,49004.63680252726
192,49091.19910202698,49150.623705642814,49145.52564866797,49145.29078467378,48984.599211033084
200,48953.598655200534,49150.623705642814,49146.69996863894,49147.6394246157,49073.256055010555
208,49140.54484908297,49150.623705642814,49146.23024065054,49145.29078467378,49162.97985866756
216,48997.773176610106,49150.623705642814,49145.995376656356,49145.29078467378,49058.13786110866
224,48996.33317680434,49150.623705642814,49146.69996863894,49147.6394246157,49134.295906123494
232,49051.31753320126,49150.623705642814,49147.169696627316,49147.6394246157,49084.38017362518
