time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
240,49119.68402943983,49150.623705642814,49149.04860858085,49149.98806455762,49079.835391414206
248,49098.266081225,49150.623705642814,49150.22292855181,49149.98806455762,49121.224143795764
256,49116.62549863458,49150.623705642814,49149.28347257504,49149.98806455762,49135.15468193603
264,49029.21141650025,49150.623705642814,49147.87428860989,49147.6394246157,49087.23666291006
272,48972.13220554522,49150.623705642814,49145.995376656356,49145.29078467378,49046.68550111968
280,49014.08757278107,49150.623705642814,49145.52564866797,49145.29078467378,49089.02620405548
288,49070.06553352904,49150.623705642814,49146.934832633124,49147.6394246157,49102.52025993319
296,48993.52463755111,49150.623705642814,49145.760512662164,49145.29078467378,49064.426487576624
304,49138.22770437565,49150.623705642814,49145.29078467378,49145.29078467378,49106.080851147184
312,49074.74462372428,49150.623705642814,49146.23024065054,49145.29078467378,49089.32144424472
320,49068.18046485836,49150.623705642814,49146.69996863894,49147.6394246157,49088.80740442998
328,49024.285504987965,49150.623705642814,49146.934832633124,49147.6394246157,49070.95131207013
336,49099.96942785464,49150.623705642814,49151.63211251696,49152.33670449954,49110.02092265908
344,49094.69503957451,49150.623705642814,49150.457792545996,49149.98806455762,49117.71433262947
352,49063.63177895889,49150.623705642814,49148.34401659827,49147.6394246157,49117.63984466831
360,48889.74083836558,49150.623705642814,49147.40456062151,49147.6394246157,49063.25840245713
368,48881.53414323468,49150.623705642814,49147.6394246157,49147.6394246157,49062.451338460196
376,49042.80884267902,49150.623705642814,49146.69996863894,49147.6394246157,49068.869137598296
384,49023.85414271121,49150.623705642814,49147.6394246157,49147.6394246157,49111.27631358888
392,49002.56464256974,49150.623705642814,49148.34401659827,49147.6394246157,49103.68135762493
400,49050.91398509172,49150.623705642814,49146.934832633124,49147.6394246157,49097.222454189025
408,48906.88808976592,49150.623705642814,49145.52564866797,49145.29078467378,49043.3156567684
416,49019.531115964135,49150.623705642814,49145.05592067959,49145.29078467378,49071.99936975446
424,49013.956932820365,49150.623705642814,49144.35132869702,49145.29078467378,49088.741224913494
432,48985.36013824808,49150.623705642814,49145.29078467378,49145.29078467378,49083.31627376618
440,48951.0029431336,49150.623705642814,49146.23024065054,49145.29078467378,49048.47791293085
448,49072.28541637671,49150.623705642814,49144.821056685396,49145.29078467378,49057.478820682954
456,48998.26342636854,49150.623705642814,49145.52564866797,49145.29078467378,49091.050065971926
464,49016.70407462648,49150.623705642814,49145.760512662164,49145.29078467378,49055.97528854289
472,48984.72312507684,49150.623705642814,49143.88160070863,49142.94214473186,49036.339348749854
480,49051.581000551196,49150.623705642814,49146.934832633124,49147.6394246157,49156.07260055177
488,48881.64061744288,49150.623705642814,49146.934832633124,49147.6394246157,48987.99867213531
496,49005.71222565943,49150.623705642814,49146.23024065054,49145.29078467378,48985.163612921344
504,49077.98741302355,49150.623705642814,49147.6394246157,49147.6394246157,49116.2609084492
512,49088.794400463834,49150.623705642814,49147.6394246157,49147.6394246157,49095.71147100811
520,49036.73786225356,49150.623705642814,49148.34401659827,49147.6394246157,49107.614044796566
