time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
432,49135.591927880654,49105.877147643696,49142.0026887551,49142.94214473186,49141.93599180624
440,49129.08848151639,49105.877147643696,49142.0026887551,49142.94214473186,49143.31199613177
448,49132.7144157002,49105.877147643696,49142.0026887551,49142.94214473186,49142.98527581989
456,49133.524165857074,49105.877147643696,49141.298096772516,49140.59350478994,49148.288503503776
464,49129.709355611085,49105.877147643696,49141.063232778324,49140.59350478994,49140.16624083136
472,49130.45461225063,49105.877147643696,49140.35864079575,49140.59350478994,49143.499411277524
480,49126.70380304728,49105.877147643696,49138.714592836404,49138.24486484801,49137.003854928764
488,49128.64141923027,49105.877147643696,49139.41918481898,49140.59350478994,49141.58022755141
496,49128.52572363526,49105.877147643696,49139.41918481898,49138.24486484801,49135.00202254038
504,49129.59057211801,49105.877147643696,49138.949456830596,49138.24486484801,49136.164227691166
512,49127.34052798434,49105.877147643696,49139.41918481898,49140.59350478994,49137.87056469217
520,49131.77980517403,49105.877147643696,49142.23755274929,49142.94214473186,49139.60808420796
528,49133.892307746704,49105.877147643696,49143.411872720244,49142.94214473186,49139.809500126896
536,49131.89938429522,49105.877147643696,49143.411872720244,49142.94214473186,49141.11623853096
544,49133.02317614913,49105.877147643696,49142.70728073767,49142.94214473186,49144.46056275032
552,49130.622869740044,49105.877147643696,49141.53296076671,49140.59350478994,49143.4903912645
560,49131.8240515782,49105.877147643696,49142.0026887551,49142.94214473186,49143.6266940365
568,49127.18502601192,49105.877147643696,49140.82836878413,49140.59350478994,49141.88989248554
576,49130.02891462207,49105.877147643696,49141.53296076671,49140.59350478994,49138.14411065304
584,49128.634758953725,49105.877147643696,49139.41918481898,49140.59350478994,49136.3916656486
592,49128.26759292721,49105.877147643696,49139.88891280737,49140.59350478994,49138.09902044985
600,49131.776599513025,49105.877147643696,49140.59350478994,49140.59350478994,49142.94919654261
608,49128.7803210979,49105.877147643696,49140.59350478994,49140.59350478994,49139.419696683675
616,49127.014689356685,49105.877147643696,49138.010000853836,49138.24486484801,49137.908640504276
624,49126.01140484782,49105.877147643696,49137.07054487706,49138.24486484801,49141.01301970269
632,49128.018952149396,49105.877147643696,49138.949456830596,49138.24486484801,49141.548158913916
640,49131.07951430549,49105.877147643696,49139.88891280737,49140.59350478994,49139.42270285624
648,49129.896626361624,49105.877147643696,49140.35864079575,49140.59350478994,49137.78539532613
656,49129.987864381124,49105.877147643696,49141.53296076671,49140.59350478994,49141.53212461087
664,49129.397709873614,49105.877147643696,49140.82836878413,49140.59350478994,49136.597062970155
672,49134.44430574734,49105.877147643696,49143.88160070863,49142.94214473186,49143.694845706035
680,49134.15338981074,49105.877147643696,49145.29078467378,49145.29078467378,49147.33421895625
688,49133.22338460004,49105.877147643696,49143.17700872605,49142.94214473186,49140.52899933097
696,49131.57763630527,49105.877147643696,49140.82836878413,49140.59350478994,49138.842518367426
704,49133.413227411365,49105.877147643696,49141.298096772516,49140.59350478994,49143.40520241595
712,49133.65629656329,49105.877147643696,49140.59350478994,49140.59350478994,49141.98209121343
720,49130.71594580728,49105.877147643696,49140.82836878413,49140.59350478994,49143.61867620546
728,49129.8099583059,49105.877147643696,49138.949456830596,49138.24486484801,49142.097340109794
736,49124.635488506705,49105.877147643696,49138.24486484802,49138.24486484801,49137.833490931844
744,49128.21849743825,49105.877147643696,49138.714592836404,49138.24486484801,49137.20625146668
