time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
0,49101.435080038966,49150.623705642814,49145.995376656356,49145.29078467378,49083.30755647067
8,49121.86094610346,49150.623705642814,49147.40456062151,49147.6394246157,49059.39355112096
16,49051.88321730163,49150.623705642814,49147.169696627316,49147.6394246157,49056.653941448676
24,48981.277176348834,49150.623705642814,49147.40456062151,49147.6394246157,49036.536131495064
32,48983.69178675937,49150.623705642814,49148.81374458667,49147.6394246157,48985.92349433245
40,49056.78718938549,49150.623705642814,49148.81374458667,49147.6394246157,49063.586591090854
48,49005.64182022597,49150.623705642814,49149.04860858085,49149.98806455762,49028.49435147816
56,48958.240063127225,49150.623705642814,49147.40456062151,49147.6394246157,49048.71311054642
64,49000.80055039086,49150.623705642814,49147.40456062151,49147.6394246157,49061.5766125794
72,48957.61652139427,49150.623705642814,49147.169696627316,49147.6394246157,49055.08670268836
80,48910.09915014278,49150.623705642814,49146.934832633124,49147.6394246157,49028.1381154145
88,48979.86726930954,49150.623705642814,49146.46510464475,49145.29078467378,49004.74415134668
96,48950.99040703665,49150.623705642814,49148.578880592475,49147.6394246157,49003.75592953304
104,48962.102734828506,49150.623705642814,49149.75320056343,49149.98806455762,49039.86026005073
112,48976.522521224404,49150.623705642814,49149.75320056343,49149.98806455762,49055.49233281335
120,49102.31507882588,49150.623705642814,49150.927520534395,49149.98806455762,49125.2618723874
128,49123.386045828694,49150.623705642814,49148.109152604084,49147.6394246157,49123.78586908113
136,49145.14634873765,49150.623705642814,49145.995376656356,49145.29078467378,49108.74439349075
144,49095.28998246513,49150.623705642814,49147.87428860989,49147.6394246157,49107.47270374532
152,49102.34717015994,49150.623705642814,49147.87428860989,49147.6394246157,49110.42485441203
160,49093.83932010745,49150.623705642814,49147.6394246157,49147.6394246157,49096.485942924955
168,49122.573377536435,49150.623705642814,49148.578880592475,49147.6394246157,49136.96113227929
176,49147.39050683517,49150.623705642814,49148.81374458667,49147.6394246157,49108.08995514555
184,49145.48240476632,49150.623705642814,49147.87428860989,49147.6394246157,49146.6977443366
192,49074.556929710874,49150.623705642814,49148.578880592475,49147.6394246157,49131.394685641586
200,49122.16736196014,49150.623705642814,49148.109152604084,49147.6394246157,49123.06461308733
208,49099.60949181357,49150.623705642814,49148.578880592475,49147.6394246157,49117.31431646059
216,49075.77436397171,49150.623705642814,49148.109152604084,49147.6394246157,49122.39896374131
224,49099.13768645625,49150.623705642814,49149.28347257504,49149.98806455762,49101.6513688205
232,49103.815031441336,49150.623705642814,49149.518336569236,49149.98806455762,49119.081849883005
240,49147.802097891705,49150.623705642814,49148.81374458667,49147.6394246157,49142.03333064
248,49120.53163719564,49150.623705642814,49147.6394246157,49147.6394246157,49120.75212704388
256,49141.69248935626,49150.623705642814,49144.821056685396,49145.29078467378,49137.948803230654
264,49048.99718807597,49150.623705642814,49145.05592067959,49145.29078467378,49134.81585078053
272,49070.929858467636,49150.623705642814,49147.6394246157,49147.6394246157,49113.33628271879
280,49098.1222333464,49150.623705642814,49147.40456062151,49147.6394246157,49109.744024942745
288,49102.931791452625,49150.623705642814,49148.578880592475,49147.6394246157,49102.31589961037
296,49125.0072182054,49150.623705642814,49149.04860858085,49149.98806455762,49126.95785250148
304,49077.708093601155,49150.623705642814,49149.518336569236,49149.98806455762,49135.10125722776
312,49122.15554546515,49150.623705642814,49149.04860858085,49149.98806455762,49115.37999425985
320,49147.15964477552,49150.623705642814,49148.34401659827,49147.6394246157,49128.450856941236
328,49074.53248431388,49150.623705642814,49146.46510464475,49147.6394246157,49117.81228545362
336,49146.67089132715,49150.623705642814,49146.46510464475,49147.6394246157,49138.752221020964
344,49101.569825301965,49150.623705642814,49147.40456062151,49147.6394246157,49108.141429406416
352,49072.3564994337,49150.623705642814,49147.40456062151,49147.6394246157,49086.39320377657
360,49125.932842183785,49150.623705642814,49148.109152604084,49147.6394246157,49114.769429256914
368,49122.07924314779,49150.623705642814,49148.34401659827,49147.6394246157,49122.07852096318
376,49076.840332936,49150.623705642814,49148.81374458667,49149.98806455762,49146.39843673633
384,49128.35778012952,49150.623705642814,49148.81374458667,49147.6394246157,49133.73751018856
392,49098.14409119821,49150.623705642814,49148.34401659827,49147.6394246157,49131.79986900425
400,49072.65341721423,49150.623705642814,49148.578880592475,49147.6394246157,49090.166307556035
408,49124.20676629082,49150.623705642814,49148.34401659827,49147.6394246157,49119.85480738169
416,49072.99636199403,49150.623705642814,49147.87428860989,49147.6394246157,49113.00897818094
424,49097.72471948051,49150.623705642814,49147.6394246157,49147.6394246157,49096.18959969352
432,49117.56199113269,49150.623705642814,49146.69996863894,49147.6394246157,49093.34586373763
440,49027.400753201546,49150.623705642814,49144.821056685396,49145.29078467378,49081.887041184105
448,49017.86490752034,49150.623705642814,49142.472416743476,49142.94214473186,49064.73711537183
456,49094.55256343643,49150.623705642814,49142.94214473186,49142.94214473186,49105.218056486396
464,49141.72194112605,49150.623705642814,49143.646736714436,49142.94214473186,49144.19304690146
472,49141.77918002131,49150.623705642814,49144.58619269121,49145.29078467378,49149.31338840858
480,49094.3047502421,49150.623705642814,49145.29078467378,49145.29078467378,49116.41052722599
488,49028.851250145155,49150.623705642814,49144.821056685396,49145.29078467378,49087.69705182269
