time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
496,49070.770911121464,49150.623705642814,49145.52564866797,49145.29078467378,49125.4156258948
504,49072.295092648965,49150.623705642814,49145.760512662164,49145.29078467378,49072.13480515777
512,49026.269218543166,49150.623705642814,49146.23024065054,49145.29078467378,49091.13821626871
520,49049.30937397482,49150.623705642814,49145.995376656356,49145.29078467378,49096.38220656686
528,49096.38477634476,49150.623705642814,49145.760512662164,49145.29078467378,49120.99795331197
536,49099.96260041876,49150.623705642814,49145.760512662164,49145.29078467378,49129.67730210393
544,49145.36039525675,49150.623705642814,49147.40456062151,49147.6394246157,49128.58788876332
552,49051.147052322485,49150.623705642814,49147.169696627316,49147.6394246157,49090.8110188081
560,49098.20417175461,49150.623705642814,49145.760512662164,49145.29078467378,49108.90585570106
568,49045.67573731057,49150.623705642814,49146.46510464475,49145.29078467378,49104.47218593032
576,49055.212115818,49150.623705642814,49148.34401659827,49147.6394246157,49109.06474553581
584,49102.00580743607,49150.623705642814,49148.578880592475,49147.6394246157,49101.885340580215
592,49122.38957796344,49150.623705642814,49149.04860858085,49149.98806455762,49071.17601764681
600,49124.95513044661,49150.623705642814,49148.578880592475,49147.6394246157,49137.370671913755
608,49146.60254923606,49150.623705642814,49147.169696627316,49147.6394246157,49140.78650070404
616,49124.030691588436,49150.623705642814,49148.81374458667,49149.98806455762,49134.92155149882
624,49076.71190143976,49150.623705642814,49148.578880592475,49147.6394246157,49117.05039520808
632,49098.2996119045,49150.623705642814,49149.04860858085,49149.98806455762,49127.400073980534
640,49146.60267542902,49150.623705642814,49149.04860858085,49149.98806455762,49150.25675578174
648,49120.23381467996,49150.623705642814,49148.109152604084,49147.6394246157,49141.58235263241
656,49088.57646716062,49150.623705642814,49149.04860858085,49149.98806455762,49117.93902037493
664,49029.15479014632,49150.623705642814,49149.04860858085,49149.98806455762,49053.64442609952
672,49101.403736349916,49150.623705642814,49148.34401659827,49147.6394246157,49106.09835880084
680,49094.380016596006,49150.623705642814,49147.6394246157,49147.6394246157,49108.09300220674
688,49048.798549202154,49150.623705642814,49147.169696627316,49147.6394246157,49095.6095653546
696,49117.047696319554,49150.623705642814,49145.995376656356,49145.29078467378,49118.77810970688
704,49072.98597609651,49150.623705642814,49146.23024065054,49145.29078467378,49095.252946972876
712,49119.42501501941,49150.623705642814,49146.23024065054,49145.29078467378,49084.55982230357
720,48951.98405271001,49150.623705642814,49146.23024065054,49145.29078467378,49090.9162316295
728,49121.002203716176,49150.623705642814,49145.760512662164,49145.29078467378,49080.92959226735
736,49067.874188237955,49150.623705642814,49146.46510464475,49145.29078467378,49087.061598727974
744,49096.42769552678,49150.623705642814,49147.6394246157,49147.6394246157,49087.09193926739
752,49098.46366758214,49150.623705642814,49146.69996863894,49147.6394246157,49126.90720896154
760,49095.174259434454,49150.623705642814,49144.821056685396,49145.29078467378,49123.917044036076
768,49140.69602233185,49150.623705642814,49144.11646470281,49142.94214473186,49144.929678901346
776,49118.30894173496,49150.623705642814,49144.821056685396,49145.29078467378,49129.788018018655
784,49114.3299170091,49150.623705642814,49145.05592067959,49145.29078467378,49139.820918962396
792,49050.28925167124,49150.623705642814,49145.52564866797,49145.29078467378,49090.7840164532
800,48998.86654378391,49150.623705642814,49144.58619269121,49145.29078467378,49061.248552021265
808,49138.52168586062,49150.623705642814,49143.646736714436,49142.94214473186,49123.70800992313
816,49097.812843676154,49150.623705642814,49144.58619269121,49145.29078467378,49108.546745705804
824,49097.67135803487,49150.623705642814,49145.52564866797,49145.29078467378,49130.24157109467
