time,hilbert transform,fft without zero padding,fft with zero padding (bin width of 10 mHz),fft with zero padding (bin width of 100 mHz),comparator
192,49141.47524780619,49144.8883140059,49143.17700872605,49142.94214473186,49142.170333155496
200,49140.74656825676,49144.8883140059,49142.472416743476,49142.94214473186,49143.25633153463
208,49140.76618939356,49144.8883140059,49141.7678247609,49142.94214473186,49141.59968939461
216,49141.0292310363,49144.8883140059,49142.23755274929,49142.94214473186,49141.987994969495
224,49140.317132486285,49144.8883140059,49142.0026887551,49142.94214473186,49140.225839296545
232,49139.05773106332,49144.8883140059,49140.12377680156,49140.59350478994,49139.06071575977
240,49140.25712024405,49144.8883140059,49142.23755274929,49142.94214473186,49140.95302220314
248,49140.25841022535,49144.8883140059,49142.0026887551,49142.94214473186,49140.96314797683
256,49139.7369467502,49144.8883140059,49141.298096772516,49140.59350478994,49138.65202918869
264,49138.46606993635,49144.8883140059,49139.654048813165,49140.59350478994,49139.908651304584
272,49136.41885812917,49144.8883140059,49138.714592836404,49138.24486484801,49136.49793434361
280,49138.35452357832,49144.8883140059,49139.41918481898,49138.24486484801,49138.72679366524
288,49138.851955583574,49144.8883140059,49140.35864079575,49140.59350478994,49139.614255175555
296,49141.2701986723,49144.8883140059,49142.70728073767,49142.94214473186,49142.32504300483
304,49143.23843483413,49144.8883140059,49143.646736714436,49142.94214473186,49142.95377014006
312,49145.16035679129,49144.8883140059,49145.52564866797,49145.29078467378,49145.97970911122
320,49145.35541345887,49144.8883140059,49145.05592067959,49145.29078467378,49145.4100879646
328,49146.24977183306,49144.8883140059,49146.69996863894,49147.6394246157,49146.22706680989
336,49144.22419797562,49144.8883140059,49146.23024065054,49145.29078467378,49145.88954891042
344,49144.1245847841,49144.8883140059,49145.995376656356,49145.29078467378,49146.056408230645
352,49144.84435940495,49144.8883140059,49146.46510464475,49147.6394246157,49146.124652302875
360,49144.3183996,49144.8883140059,49145.995376656356,49145.29078467378,49144.78648600938
368,49144.389274855384,49144.8883140059,49144.821056685396,49145.29078467378,49143.96503581141
376,49142.67738834768,49144.8883140059,49144.821056685396,49145.29078467378,49145.151471305166
384,49143.24331662929,49144.8883140059,49144.35132869702,49145.29078467378,49143.93949272457
392,49143.15377026671,49144.8883140059,49142.94214473186,49142.94214473186,49143.2539368368
400,49140.82446254806,49144.8883140059,49141.7678247609,49140.59350478994,49141.48587402437
408,49142.01617160999,49144.8883140059,49143.411872720244,49142.94214473186,49143.384518101404
416,49141.94627044395,49144.8883140059,49143.88160070863,49142.94214473186,49143.214039384424
424,49141.36420623254,49144.8883140059,49142.472416743476,49142.94214473186,49142.48448260701
432,49140.87391476848,49144.8883140059,49142.23755274929,49142.94214473186,49141.514918903566
440,49140.88078589422,49144.8883140059,49142.70728073767,49142.94214473186,49141.08695414328
448,49141.87760611249,49144.8883140059,49141.53296076671,49140.59350478994,49141.63147417555
456,49141.36197837367,49144.8883140059,49141.7678247609,49142.94214473186,49143.17240699173
464,49141.94225036632,49144.8883140059,49142.472416743476,49142.94214473186,49141.987291403435
472,49139.440656673854,49144.8883140059,49140.59350478994,49140.59350478994,49140.74955134569
480,49138.79502544768,49144.8883140059,49140.12377680156,49140.59350478994,49139.270904232704
488,49139.80657948721,49144.8883140059,49140.82836878413,49140.59350478994,49141.511201075846
496,49136.89600608763,49144.8883140059,49140.12377680156,49140.59350478994,49140.117027716886
504,49137.61755929081,49144.8883140059,49139.88891280737,49140.59350478994,49140.44788038046
512,49139.49328687795,49144.8883140059,49141.063232778324,49140.59350478994,49138.972202107776
520,49142.42938794396,49144.8883140059,49143.17700872605,49142.94214473186,49142.26948389877
528,49142.14963929368,49144.8883140059,49144.11646470281,49145.29078467378,49143.97434515946
536,49142.938894513594,49144.8883140059,49143.88160070863,49142.94214473186,49142.185038451185
544,49140.815747541405,49144.8883140059,49142.0026887551,49142.94214473186,49141.62734295269
552,49140.5888827565,49144.8883140059,49141.298096772516,49140.59350478994,49140.30986879497
560,49141.40541195229,49144.8883140059,49141.7678247609,49142.94214473186,49142.05423111106
568,49139.50785538385,49144.8883140059,49141.298096772516,49140.59350478994,49141.30012726711
576,49141.1904055992,49144.8883140059,49142.0026887551,49142.94214473186,49140.599334831146
584,49139.49008027638,49144.8883140059,49140.59350478994,49140.59350478994,49139.25132869578
592,49138.236520604485,49144.8883140059,49139.88891280737,49140.59350478994,49140.25034719166
600,49139.135201940495,49144.8883140059,49140.59350478994,49140.59350478994,49140.79588513239
608,49139.01943022187,49144.8883140059,49139.88891280737,49140.59350478994,49139.15978308771
616,49137.60286319746,49144.8883140059,49138.949456830596,49138.24486484801,49137.97066011114
624,49136.79960274217,49144.8883140059,49138.010000853836,49138.24486484801,49137.94559140868
632,49137.81275737885,49144.8883140059,49139.18432082479,49138.24486484801,49139.716043566164
640,49140.08884319609,49144.8883140059,49140.59350478994,49140.59350478994,49140.28787794203
648,49140.15780278959,49144.8883140059,49141.063232778324,49140.59350478994,49139.531126534595
656,49139.70761654581,49144.8883140059,49141.53296076671,49140.59350478994,49140.459876625835
664,49139.83304216597,49144.8883140059,49141.298096772516,49140.59350478994,49140.86112829498
672,49143.58070606169,49144.8883140059,49144.35132869702,49145.29078467378,49143.76935819861
680,49142.59710076569,49144.8883140059,49144.58619269121,49145.29078467378,49143.90203829484
688,49142.918295503936,49144.8883140059,49142.472416743476,49142.94214473186,49142.505884784056
696,49140.44165980214,49144.8883140059,49142.23755274929,49142.94214473186,49141.69069665856
704,49139.66064124151,49144.8883140059,49140.82836878413,49140.59350478994,49141.55840552939
712,49140.19426794463,49144.8883140059,49140.82836878413,49140.59350478994,49140.54170308423
720,49138.35824088179,49144.8883140059,49141.063232778324,49140.59350478994,49140.46683699919
728,49138.465200669765,49144.8883140059,49139.654048813165,49140.59350478994,49139.37312329401
736,49136.56449607745,49144.8883140059,49138.714592836404,49138.24486484801,49137.98011181409
744,49138.50956923692,49144.8883140059,49140.12377680156,49140.59350478994,49138.55523075064
